row,pc1,pc2,species
54,1.0881032577116692,0.074590675197532347,1
55,0.64166908425808111,-0.41824687156865359,1
56,1.0950606626324502,0.28346827006163122,1
57,-0.74912266982965359,-1.004890961181887,1
58,1.0441318260534387,0.22836189978814717,1
59,-0.0087454040828923579,-0.72308190500466507,1
60,-0.50784088383532222,-1.2659711905265545,1
61,0.51169855744760095,-0.10398123549896163,1
62,0.26497650811205004,-0.55003646368088988,1
63,0.98493451047089364,-0.12481785412639414,1
64,-0.17392537168176431,-0.25485420870253445,1
65,0.92786078094425073,0.46717949444132256,1
66,0.66028376169694047,-0.35296966572365335,1
67,0.23610499331767509,-0.33361076682507718,1
68,0.9447337280198167,-0.5431455507800651,1
69,0.045226976298703446,-0.58383437747200451,1
70,1.116283177350053,-0.084616852194512177,1
71,0.3578884179973108,-0.068925031656151034,1
72,1.2981838753589172,-0.32778730833412523,1
73,0.92172892244704041,-0.18273779362150544,1
74,0.71485332591141515,0.14905594436959246,1
75,0.90017437317217064,0.32850447383413428,1
76,1.3320244367220917,0.24444087601603151,1
77,1.5578021550660739,0.26749544731015629,1
78,0.81329064981754495,-0.16335030068759451,1
79,-0.30558377802430547,-0.36826218975477809,1
80,-0.068126492068359995,-0.7051721317996108,1
81,-0.1896224723784983,-0.68028676352831607,1
82,0.13642871155801847,-0.31403243824934224,1
83,1.3800264359155145,-0.42095428731387169,1
84,0.58800644333986707,-0.48428741998095148,1
85,0.80685831250041562,0.19418231471338429,1
86,1.2206908824443563,0.40761959361086553,1
87,0.81509523576660325,-0.37203705990986935,1
88,0.24595767988669598,-0.26852439662190153,1
89,0.16641321714546042,-0.6819267248636619,1
90,0.46480028840378285,-0.67071154451173443,1
91,0.89081519846945278,-0.034464444368274338,1
92,0.23054802355945891,-0.40438584800746197,1
93,-0.70453175924466005,-1.0122482275317766,1
94,0.35698149470105056,-0.50491009333709802,1
95,0.33193447994506187,-0.21265468378111949,1
96,0.37621565106667387,-0.29321892925137166,1
97,0.6425760075543413,0.017738190112293752,1
98,-0.9064698649488323,-0.7560933665990206,1
99,0.29900084187814679,-0.34889780645032897,1
100,2.531192727803631,-0.0098491094983461924,2
101,1.4152358767039059,-0.57491634754631116,2
102,2.6166760159956928,0.34390315134166832,2
103,1.9715310530434391,-0.17972790435218011,2
104,2.3500059200446435,-0.040260947142359685,2
105,3.3970387360532612,0.550836673027847,2
106,0.52123224390977729,-1.1927587270003179,2
107,2.9325870689936924,0.35550000297724471,2
108,2.3212288165733814,-0.2438315023108989,2
109,2.9167509667860756,0.78279194881553205,2
110,1.6617741536365347,0.24222840775521279,2
111,1.8034019529650942,-0.21563761733357742,2
112,2.1655917960801485,0.21627558507404515,2
113,1.3461635794584548,-0.77681834734416999,2
114,1.5859282238732244,-0.53964071402634117,2
115,1.9044563747934302,0.11925069209226055,2
116,1.9496890593990726,0.041943259663238204,2
117,3.4870553642902831,1.1757393297135095,2
118,3.7956454220728868,0.25732297342017185,2
119,1.3007917126376607,-0.76114963643526945,2
120,2.4278179130660491,0.37819601261718239,2
121,1.1990011054655638,-0.60609152775762321,2
122,3.4999200389245413,0.46067409891155198,2
123,1.3887661316914688,-0.20439932735218896,2
124,2.275430503872208,0.3349906058218492,2
125,2.6140904738108346,0.5609013551229548,2
126,1.2585081605114912,-0.17970479472271858,2
127,1.2911320591150242,-0.11666865117387237,2
128,2.123608722773898,-0.20972947667720987,2
129,2.3880030160034709,0.46463980470846722,2
130,2.8416727781038738,0.37526916719480463,2
131,3.2306736614320961,1.3741650867929789,2
132,2.1594376424890531,-0.2172775786689235,2
133,1.4441612423295132,-0.14341341045767206,2
134,1.7812948100451154,-0.49990168107823973,2
135,3.076499931687191,0.68808567757097505,2
136,2.1442433143020851,0.14006420109023063,2
137,1.905098148814079,0.049300526013127739,2
138,1.1693263393415037,-0.1649902620229402,2
139,2.1076111432572455,0.37228787196081442,2
140,2.3141547052356031,0.18365127916921273,2
141,1.9222678009026042,0.40920346681613073,2
142,1.4152358767039059,-0.57491634754631116,2
143,2.5630133750774791,0.27786260292937048,2
144,2.4187461827328285,0.30479819785499473,2
145,1.9441097945469712,0.18753230280071229,2
146,1.5271666148145207,-0.37531698258056079,2
147,1.7643457170444323,0.078858854518554372,2
148,1.9009416142184268,0.11662795851245741,2
149,1.3901888619479172,-0.28266093799033265,2
