row_id,dim1,dim2,external_species
93,-0.54330716040564053,-1.4524033887739136,0
94,25.926415689612909,-24.14141873824255,0
95,2.6277604233125054,-11.503632558986949,0
96,17.239740621984797,-10.125989411835096,0
97,-2.0107183287289736,-4.9266177115074017,0
98,28.668426785121159,-28.429825128592071,0
99,-1.9816606701064232,-8.1320373340850338,0
100,25.256024920201487,-18.454620917663494,0
101,5.1827477555364068,-2.5036283379967998,0
102,24.722051745121462,-27.474586829973713,0
103,16.079288361251233,-3.22925363147941,0
104,13.460073679348413,-22.253360394832189,0
105,14.813530561062532,-16.031158159870515,0
106,10.205649559116599,-26.415930261769272,0
107,15.247030145144604,-3.7699494766403139,0
108,22.7010257579281,-27.004155219984497,0
109,4.3307146946756525,-3.7485922644254921,0
110,9.8156709421023081,-26.539905634230941,0
111,7.2691808152668305,-4.2151230866715759,0
112,13.707617921006076,-24.42968309097958,0
113,4.9995986036314672,-5.4467983091306875,0
114,13.447886269361389,-2.8865243066020811,0
115,-1.2138789136486534,-8.0383073389002035,0
116,24.441593275232172,-29.55945191938218,0
117,13.583527180158759,-5.8684678788966673,0
118,26.627358947785751,-23.712476467368663,0
119,13.149612968727981,-19.782709742457744,0
120,26.332763519972808,-24.939444528850657,0
121,14.621067467294679,-7.2029227043810344,0
122,20.447348553144113,-27.421949262521895,0
123,1.7705086533541292,-10.004725599283425,0
124,28.415817795238439,-27.102624558482002,0
125,3.045500532545514,-8.8438665061557433,0
126,14.79732148297135,-24.191564305456239,0
127,-1.9755505297828366,-6.0089167624303457,0
128,24.011569649566677,-30.135500277008902,0
129,0.95655977802163339,-12.234815661947282,0
130,15.410461038935964,-23.648995745275425,0
131,-3.0776586587099333,-16.457445322635049,0
132,18.633540590131346,-10.202225943702379,0
133,-2.6076406012663571,-3.5149289325146711,0
134,17.179907363192708,-23.761086396350201,0
135,11.617651188638048,-29.243125888574504,0
136,27.711707784083629,-22.614028541311651,0
137,6.0833879276107572,-7.5277618148999981,0
138,23.78419939584705,-24.319600737677639,0
139,-1.1555686440143846,-4.417662400763442,0
140,12.448333503604138,-26.419285759062877,0
141,15.372853351374559,-27.899610083981152,0
142,29.527673066355309,-27.328971268666066,0
143,12.668017361843493,-28.527170403716422,0
144,25.492607259040458,-29.651189256369342,0
145,15.347554606024408,-15.280268371406095,0
146,-0.26758247102465849,-2.7347449942520456,0
147,21.451720055433139,-13.880480034547409,0
148,27.683838801173763,-18.678414230014308,0
149,17.62243715097846,-11.069839343038359,0
150,23.506712438152682,-20.893816154565226,0
151,2.0124122461492484,-9.7915034729314847,0
152,-7.6849071321543212,-18.995150864741088,1
153,-22.729979428891408,-18.364132042899161,1
154,-21.148255696624254,-17.263322642683406,1
155,-5.102920918094676,-18.632513415735396,1
156,-23.678892953326027,-16.839700018839373,1
157,-8.509327906812425,-15.096277324595757,1
158,-4.409710522219827,-20.957975690719152,1
159,-18.720459923421615,-19.808755170422401,1
160,-5.1713253141578059,-11.100129896628212,1
161,-23.012474114933099,-16.839058231905938,1
162,-9.1112631002039706,-18.024666564896723,1
163,-23.38584945063004,-16.014369178499621,1
164,-7.3018526337072718,-21.290011071406632,1
165,-21.755284061719141,-22.316882984647158,1
166,-8.7812879449464454,-20.776854054964616,1
167,-24.436793430573907,-20.008622790751055,1
168,-21.768256312647747,-15.570905122218596,1
169,-17.10688486330729,-22.10601061303834,1
170,-5.5889041996262723,-18.502747434015525,1
171,-22.461749814595898,-24.226673525148783,1
172,17.591307010694891,-28.553223426387348,1
173,-13.468908698325606,-20.628829526554529,1
174,15.512528685579436,-31.29010048088454,1
175,-21.971869655753988,-17.631569201361234,1
176,-7.2244492864523897,-18.417903296314979,1
177,-22.887749917921724,-21.837006010527137,1
178,-18.608387032595026,-17.588874817910458,1
179,-21.668971231747712,-19.693960410764888,1
180,-8.5756616791599676,-18.838719323017344,1
181,-28.785107592751512,-20.325672703634588,1
182,16.047427179829867,-30.282275766578056,1
183,-28.900906357154,-19.148590102204956,1
184,15.706378723094613,-29.741600461754562,1
185,-23.853410423805535,-21.77091808625325,1
186,-19.040574375882382,-18.701989327458126,1
187,-11.62845780806966,-18.538315280731901,1
188,-9.8714793489979229,-17.066719042068357,1
189,-29.284875600013525,-21.065177179756621,1
190,-10.489722784050644,-23.681227274665297,1
191,-28.523776573504573,-20.046265901934458,1
192,-26.566535732583091,-22.071194996451325,1
193,-7.5563786297888935,-20.55908240687647,1
194,-20.41128002773829,-17.638771083411228,1
195,-10.210890548009724,-20.541426714264198,1
196,-17.713933814101459,-19.619001599472082,1
197,-23.007513246151024,-23.462001596377956,1
198,-14.884823825195472,-20.776788334587941,1
199,-27.094741365201269,-22.602890655893937,1
200,-16.088918544992886,-21.386960254430125,1
201,-15.891878211984066,-18.994080672171076,1
202,-11.566925070221282,-21.240973938495756,1
203,-23.220048725685658,-20.848700511324598,1
204,-9.2281052853232701,-19.867834038466913,1
205,-25.111223874133621,-20.415064790062797,1
206,15.981160240261294,-28.98812718800092,1
207,-19.598765703667215,-17.174381183008283,1
208,-9.8844395880849678,-22.388866768923723,1
209,-25.411416485057661,-19.699615164660464,1
210,-21.923425516828402,-20.336469587981217,1
211,-3.9997936446700613,-17.265487761303572,1
212,-25.796052457530621,-20.967896645281847,1
213,-8.6448872632339349,-21.772362226231735,1
214,-10.132960328230377,-19.828725019805688,1
215,-27.684353609276759,-18.918888467484983,1
216,-2.3138460612838667,-15.5963888231511,1
217,-17.426833460119347,-18.901696600064376,1
218,-25.833405745159549,-22.347257518622097,1
219,-20.500204115504822,-19.542549394331932,1
220,-24.019416376464743,25.262338352207916,2
221,8.4955205976358279,33.264251293093565,2
222,-19.222459069413667,21.647858709916406,2
223,1.8279301483278549,32.474931585599577,2
224,-2.7826578503051027,31.881455107490012,2
225,-23.569685629077473,25.107177953801102,2
226,-18.913419067435857,27.790013961128686,2
227,-7.3187578107426736,31.30878247307751,2
228,-28.901471652123302,26.211346995880294,2
229,-7.3062844689951572,28.998463688413771,2
230,-25.610542272806619,30.569076350594262,2
231,0.32143846604915821,28.413670700120708,2
232,-22.176614696377154,26.741011309996839,2
233,-0.60057294476401191,31.790074782101062,2
234,-26.624588049122423,22.59494906862345,2
235,2.6923423136306281,31.143481413653856,2
236,-30.013536452406317,25.480031814190767,2
237,4.0587615095858602,29.872718037096767,2
238,-19.239925511033121,26.163137027159213,2
239,-4.9769135853752324,33.576042955666381,2
240,-0.30853723986287546,33.466034529133104,2
241,-17.316082362228784,29.259534472008664,2
242,-25.039438676472226,22.265492547718612,2
243,-7.0351675217552954,28.187358499443302,2
244,-23.69222698717784,30.072834647357016,2
245,-7.9305910067760657,29.54863305288243,2
246,-26.432855339896658,21.317021672019614,2
247,-1.2621971687178832,31.427152772098079,2
248,-19.118863422006594,22.488528499312451,2
249,2.3378612930311493,33.375348446718213,2
250,-6.4006966903375799,32.59499598658153,2
251,-27.182146297155249,28.563404348154478,2
252,-16.898425212303735,30.919137516158692,2
253,11.298259132489713,38.115197786031459,2
254,-4.4210177651804035,34.115900400424508,2
255,1.121853769182106,28.040421440386087,2
256,-24.125292244642118,30.588681013022814,2
257,-4.1556700432058813,26.874321874811095,2
258,-28.495836501329517,25.433170576961444,2
259,-1.5754682297408933,29.222423348207364,2
260,-30.012683234511538,24.626999064392368,2
261,6.2338085362883255,32.688467688303447,2
262,-27.020142245307902,24.48327075132169,2
263,-10.52809513243127,25.814902181699722,2
264,4.6557317096744804,33.945599254471134,2
265,-22.682446626058237,30.942003834006748,2
266,-27.412825126119991,23.60454404318881,2
267,5.7443931145655398,35.115298296682013,2
268,-23.093609322276546,29.348451734420955,2
269,-5.5165076868002858,28.095842625330324,2
270,-18.793709142143388,25.414443260997079,2
271,-3.2035225372996159,33.646381019126295,2
272,-26.226031402582539,23.341244901867348,2
273,-4.6444558310550379,35.668459671564818,2
274,-15.471758081569213,26.928433866897389,2
275,-9.3841587852904702,31.349460451280155,2
276,-27.925458137576989,25.594789759744792,2
277,-9.512803692344205,30.664027864633418,2
278,-27.214321616752319,27.304950396150936,2
279,3.1613037790924721,34.619557499492053,2
280,-27.980800884567888,24.124874253961345,2
281,-6.3353939321525408,31.487934211559939,2
282,-24.561668190577954,23.282560157173961,2
283,9.5087778371667078,38.184375590249331,2
284,-15.777926479613461,27.861994618509659,2
285,9.4280242643346703,33.464110089402467,2
286,-17.789391741690487,26.69228877042033,2
287,8.0109023559440367,32.541330513484333,2
288,-21.551797267133519,31.748629875595817,2
289,2.3434282169773319,34.503952239371742,2
290,-11.898276308694737,26.830397668140446,2
291,-8.5786070135701795,31.937436589770677,2
292,-7.133391397903873,33.131654559277251,2
293,-6.9650393669952599,30.359227532972849,2
294,-12.990482191474728,26.951322586935586,2
295,8.4981138414063739,31.819273075591376,2
296,-19.727309831946414,22.815213874901456,2
297,4.7252456765603634,31.190612770931544,2
298,-21.700095105292021,27.501414166732157,2
299,6.3538133076084193,29.3502478925469,2
300,-18.197236491954122,22.153843457769291,2
301,3.9769004343817813,36.922181484258672,2
302,-18.612283281421668,24.067496366274167,2
303,5.2410371227200176,35.189766092535791,2
304,-22.302985918071389,27.498646594190298,2
305,10.161299674049083,34.503516191067227,2
306,-21.247153529579936,31.756220469989287,2
307,-1.8689109029347111,34.46992006509852,2
308,-17.456425443163837,24.726376184644803,2
309,9.8949434539932106,35.306170513366851,2
310,-10.425635098645284,28.079059908973587,2
311,9.547689831244714,35.771617463031468,2
312,-18.691938491260807,27.377761137267168,2
313,5.7582200001709474,32.977368015114102,2
314,-18.367291711858943,29.207283849095905,2
315,5.6933207194675424,36.142491788626977,2
316,-8.8496026601031428,25.964798097522333,2
317,-11.808010646408148,29.0781489303047,2
318,-20.501424197988548,21.678815118915725,2
319,7.0737935795257192,35.901655385319522,2
320,-10.654720574355677,27.207539848397261,2
321,10.604568208409779,37.334214792287533,2
322,-8.113803972397271,28.14346890529761,2
323,1.9857371578497682,35.710535966125761,2
324,-16.055891673093452,25.091202547476907,2
325,-1.7161291942423667,27.478291040403164,2
326,-26.804939928374029,29.28236892526493,2
327,3.9696668933522887,37.409545507998033,2
328,-27.78342563363206,27.77946971689407,2
329,-1.725056020824238,30.01677473440926,2
330,-9.4606508383836037,25.478550273484529,2
331,7.6602127880743911,31.676795772446329,2
332,-19.470466781821997,30.264331955737443,2
333,8.6223850772875945,35.003914404927855,2
334,-24.102373511092328,22.545626690365758,2
335,9.8965667559633808,38.163230882350938,2
336,-10.517712818652532,31.697345330455658,2
337,5.5524795993566007,30.534289141564926,2
338,-16.663425745113983,24.656869925879864,2
339,-8.7511429759731332,-14.369923461056967,2
340,-16.238998729189085,26.346870470511256,2
341,4.221321607114418,32.740461371361164,2
342,-15.496475120735653,30.798516491537846,2
343,-0.36416318437540718,28.511491081516656,2
