x1,x2,y,p_class0,p_class1,p_class2,y_hat
1.340502782,3.268236753,2,2.579775436e-06,1.177653543e-06,0.9999962426,2
1.070241595,-0.2896920208,0,0.9641990697,0.03470869175,0.001092238535,0
3.057266226,-0.3862119813,1,0.0001302440374,0.9998332276,3.652832996e-05,1
1.308679884,1.72086646,2,0.01011147655,0.002598923668,0.9872895998,2
0.3141340207,-0.865264378,0,0.9997038208,0.0002907382022,5.441010913e-06,0
2.566231806,0.1213537171,1,0.002390294562,0.9953880076,0.00222169781,1
1.63124005,3.17333122,2,1.766159514e-06,4.760137989e-06,0.9999934737,2
0.995088892,1.175632628,0,0.3186078192,0.01030027424,0.6710919066,2
2.323283713,-0.2535329987,1,0.01168319457,0.9876018934,0.0007149120282,1
0.9043254084,2.600429689,2,0.0003316350887,8.656324818e-06,0.9996597086,2
0.5839538002,-1.372232118,0,0.9986366859,0.001362472599,8.414653351e-07,0
2.810014126,0.7206375784,1,0.000449332525,0.9786933926,0.0208572749,1
2.072428374,1.908497288,2,0.0003703811007,0.01123818112,0.9883914378,2
-0.2489560187,-0.2031463328,0,0.9999566583,1.048927382e-05,3.285238407e-05,0
2.783700844,0.5118905512,1,0.0005636455223,0.9914340011,0.008002353386,1
0.9475765266,2.267478241,2,0.001692243456,5.321991676e-05,0.9982545366,2
-0.8831553044,0.6582946924,0,0.9995408229,2.55709582e-07,0.0004589214357,0
4.067144259,-0.9192881734,1,2.869288547e-07,0.9999996108,1.022388708e-07,1
0.7203737143,2.56254145,2,0.0007075105912,5.862925815e-06,0.9992866265,2
-1.047524985,-0.2699517387,0,0.9999978758,7.3779287e-08,2.050393666e-06,0
3.756200367,0.2602145589,1,1.473196416e-06,0.9998933097,0.0001052171021,1
2.10693923,2.163230422,2,8.733477665e-05,0.003491038908,0.9964216263,2
0.0433050971,-0.9888022596,0,0.9999459341,5.28204556e-05,1.245403977e-06,0
1.60116739,0.3413503814,1,0.4383816083,0.4915634831,0.07005490857,1
0.313172811,3.405096103,2,2.813755398e-05,2.305644833e-08,0.9999718394,2
0.5442701563,0.5230974764,0,0.9816602383,0.001663672477,0.01667608923,0
1.98405957,0.3365663096,1,0.07426078695,0.8888106052,0.03692860788,1
2.630603898,3.507166484,2,1.459314635e-08,2.067258906e-05,0.9999793128,2
-0.4007581159,0.06347387465,0,0.9999105891,4.376059527e-06,8.503485715e-05,0
3.844413913,-0.4784625814,1,1.022213328e-06,0.9999970657,1.912093928e-06,1
1.128440509,2.636888378,2,0.0001386515495,1.461022181e-05,0.9998467382,2
-0.3786844213,0.4833602536,0,0.9991559399,5.553355914e-06,0.0008385067409,0
2.931826008,-0.8050596869,1,0.0003134200234,0.9996800324,6.547626488e-06,1
1.358153385,2.287543962,2,0.0004389079898,0.0001759254736,0.9993851665,2
0.8973774008,-0.06529905184,0,0.9849805627,0.01285254552,0.002166891733,0
2.641236044,-0.213300013,1,0.001635041495,0.9980404442,0.0003245142801,1
1.672924345,1.637244539,2,0.005192668076,0.0124518093,0.9823555226,2
0.3489565462,-0.02883664987,0,0.9990522964,0.0004419865517,0.0005057170915,0
3.662103559,-0.8005888168,1,3.41616069e-06,0.9999959154,6.68439325e-07,1
1.684616897,2.188496558,2,0.0002754927684,0.0008124128918,0.9989120943,2
1.331910354,0.55097692,0,0.6957153082,0.155194809,0.1490898828,0
3.420077153,0.2261186555,1,1.188405319e-05,0.9997322783,0.0002558376232,1
1.976714927,2.898335918,2,2.656871222e-06,5.676918924e-05,0.9999405739,2
-0.7502380746,0.133383054,0,0.999956802,5.122235847e-07,4.268574226e-05,0
3.24836716,0.09476985363,1,3.550321512e-05,0.9997378696,0.0002266271356,1
2.299845292,1.528338243,2,0.00121243925,0.1369292476,0.8618583131,2
0.0685639722,-1.182653425,0,0.9999406159,5.890215162e-05,4.818998626e-07,0
2.443686556,0.003454591706,1,0.005237960912,0.9929628622,0.001799176856,1
1.65324614,2.548273317,2,4.516446952e-05,0.000119753974,0.9998350816,2
0.527558274,0.5056769668,0,0.9840117865,0.001497464151,0.01449074937,0
4.500367479,1.060515871,1,1.212526722e-08,0.9994288775,0.000571110412,1
2.047659111,3.08053973,2,8.169031599e-07,2.830378261e-05,0.9999708793,2
-1.983650458,-0.3991340531,0,0.9999999392,2.182146156e-10,6.062282664e-08,0
4.205907727,-1.597355076,1,1.434699458e-07,0.9999998544,2.150841556e-09,1
1.580710604,3.144810493,2,2.393884173e-06,4.687038627e-06,0.9999929191,2
-0.1370276258,-0.6340144918,0,0.9999764114,1.887353168e-05,4.715047309e-06,0
4.428657014,-0.338931052,1,2.66011604e-08,0.9999993615,6.118779494e-07,1
1.67666516,2.443709366,2,7.31598485e-05,0.0002185816621,0.9997082585,2
-0.3582631764,-1.664065494,0,0.9999962549,3.734787471e-06,1.034011123e-08,0
2.248704619,-0.9085558979,1,0.02154280868,0.9784243713,3.282006462e-05,1
1.953196799,4.423328291,2,8.910388035e-10,2.387940168e-08,0.9999999752,2
0.3156903364,0.2402051906,0,0.9977197301,0.0003836622672,0.001896607584,0
3.543929477,-0.1141889884,1,6.002482414e-06,0.9999629443,3.105318243e-05,1
-0.1448224618,2.072802405,2,0.1152165523,4.010784695e-06,0.8847794369,2
-0.4691444797,0.5126618437,0,0.9992523675,3.196217403e-06,0.0007444362766,0
2.34464784,-0.3214469189,1,0.01042343762,0.9891015417,0.0004750206266,1
1.121015883,1.60668388,2,0.03196210666,0.002501866608,0.9655360267,2
0.2982641189,-0.2432881729,0,0.9995538552,0.0003066866937,0.0001394580826,0
2.898782331,-0.3040131398,1,0.0003402350457,0.9995685678,9.119717579e-05,1
1.175867396,1.74702835,2,0.01314179111,0.001494648186,0.9853635607,2
-0.004593667432,1.191637676,0,0.9002269118,6.018639555e-05,0.09971290177,0
2.726937772,1.212055989,1,0.0005112472658,0.7508469018,0.248641851,1
2.335630925,3.30296725,2,1.051521396e-07,2.284744624e-05,0.9999770474,2
-0.5763695798,-0.06067307239,0,0.9999726802,1.43248257e-06,2.588733933e-05,0
3.176057652,0.7060093284,1,4.755477594e-05,0.9937566937,0.006195751519,1
1.616696458,1.955167758,2,0.001161196822,0.002124949737,0.9967138534,2
0.5473707816,0.05252557743,0,0.9970477627,0.001535661126,0.001416576203,0
3.514520069,-0.2292708707,1,7.405454339e-06,0.9999735365,1.905806481e-05,1
3.166860865,3.668037553,2,1.225894028e-09,4.984978836e-05,0.999950149,2
0.6125245049,0.04361900229,0,0.9960644217,0.002290819591,0.001644758727,0
3.144657989,-1.403852169,1,9.7227461e-05,0.9999026098,1.627333633e-07,1
1.511227662,2.774748221,2,2.095082484e-05,2.43829903e-05,0.9999546662,2
1.050479226,-0.09311063608,0,0.9648417121,0.03224442503,0.002913862891,0
3.236602638,-1.056927706,1,5.058205223e-05,0.9999487162,7.017454205e-07,1
0.8059561329,3.153812474,2,2.389125929e-05,3.883533221e-07,0.9999757204,2
-0.2058986463,-0.256498687,0,0.9999582627,1.351413349e-05,2.822317848e-05,0
2.521450121,0.08550598377,1,0.003178863926,0.9946873266,0.002133809494,1
1.686770738,1.86664317,2,0.001496684995,0.004135071197,0.9943682438,2
