row_id,cluster,silhouette,external_species
123,2,0.313221,0
124,3,0.398282,0
125,2,0.423726,0
126,3,0.378261,0
127,2,0.398987,0
128,3,0.4177,0
129,2,0.0524855,0
130,3,0.351051,0
131,2,0.205928,0
132,3,0.138374,0
133,2,0.349303,0
134,3,0.393934,0
135,3,0.0443383,0
136,3,0.379342,0
137,2,0.451543,0
138,3,0.422726,0
139,2,0.255639,0
140,3,0.330694,0
141,3,0.367351,0
142,3,0.323829,0
143,3,0.245887,0
144,3,0.412066,0
145,3,0.0984919,0
146,2,0.333412,0
147,3,0.281452,0
148,3,0.246285,0
149,3,0.0546294,0
150,3,0.321998,0
151,2,0.364524,0
152,3,-0.0768555,1
153,5,0.579409,1
154,5,0.584443,1
155,3,-0.0244265,1
156,5,0.629131,1
157,2,0.0568271,1
158,3,0.184914,1
159,5,0.60007,1
160,2,-0.00381337,1
161,5,0.613313,1
162,3,-0.185544,1
163,5,0.545949,1
164,3,0.0454994,1
165,5,0.601984,1
166,3,0.145356,1
167,5,0.622533,1
168,5,0.479092,1
169,3,-0.393983,1
170,3,-0.110247,1
171,5,0.362857,1
172,3,0.285461,1
173,3,-0.207949,1
174,3,0.363826,1
175,5,0.566643,1
176,3,-0.115253,1
177,5,0.62762,1
178,5,0.542145,1
179,5,0.590409,1
180,3,-0.0803879,1
181,5,0.530615,1
182,3,0.414384,1
183,5,0.525337,1
184,3,0.356526,1
185,5,0.630361,1
186,5,0.527268,1
187,3,-0.246502,1
188,3,-0.431053,1
189,5,0.392514,1
190,3,0.151684,1
191,5,0.551375,1
192,5,0.474369,1
193,3,0.0996354,1
194,5,0.599989,1
195,3,0.101723,1
196,5,0.541782,1
197,5,0.515025,1
198,3,-0.37191,1
199,5,0.409876,1
200,3,-0.409395,1
201,5,0.428676,1
202,3,-0.126103,1
203,5,0.669554,1
204,3,0.0831962,1
205,5,0.620664,1
206,3,0.332963,1
207,5,0.600049,1
208,3,0.267453,1
209,5,0.525465,1
210,5,0.622808,1
211,2,-0.0312549,1
212,5,0.637604,1
213,3,0.0926064,1
214,3,0.0615058,1
215,5,0.578099,1
216,3,-0.0466832,1
217,5,0.471606,1
218,5,0.55509,1
219,5,0.613149,1
220,1,0.528881,2
221,0,0.468354,2
222,1,0.379077,2
223,4,0.100968,2
224,4,0.372403,2
225,1,0.531401,2
226,1,0.387637,2
227,4,0.467462,2
228,1,0.558281,2
229,4,0.407412,2
230,1,0.443893,2
231,4,0.141677,2
232,1,0.530778,2
233,4,0.286342,2
234,1,0.487946,2
235,4,-0.00228077,2
236,1,0.508339,2
237,4,-0.145094,2
238,1,0.380451,2
239,4,0.288647,2
240,4,0.206793,2
241,1,0.148834,2
242,1,0.470034,2
243,4,0.34593,2
244,1,0.360378,2
245,4,0.267157,2
246,1,0.469966,2
247,4,0.371425,2
248,1,0.361811,2
249,4,0.0729947,2
250,4,0.389229,2
251,1,0.502036,2
252,1,0.241924,2
253,0,0.313271,2
254,4,0.422905,2
255,4,0.0571369,2
256,1,0.404889,2
257,0,-0.159935,2
258,1,0.571533,2
259,4,0.358831,2
260,1,0.487633,2
261,0,0.365435,2
262,1,0.575636,2
263,4,0.166268,2
264,0,0.245551,2
265,1,0.360874,2
266,1,0.554247,2
267,0,0.28782,2
268,1,0.305239,2
269,4,0.365328,2
270,1,0.375076,2
271,4,0.332088,2
272,1,0.551917,2
273,4,0.187474,2
274,1,0.0905953,2
275,4,0.272109,2
276,1,0.5669,2
277,4,0.206248,2
278,1,0.517869,2
279,0,0.146676,2
280,1,0.550769,2
281,4,0.408379,2
282,1,0.550849,2
283,0,0.405202,2
284,1,0.304912,2
285,0,0.457984,2
286,1,0.433037,2
287,0,0.442295,2
288,1,0.342413,2
289,4,-0.0705636,2
290,4,0.0432994,2
291,4,0.375718,2
292,4,0.370427,2
293,4,0.341463,2
294,4,-0.147925,2
295,0,0.365637,2
296,1,0.438042,2
297,0,0.310803,2
298,1,0.480909,2
299,0,0.0410558,2
300,1,0.192489,2
301,0,0.191685,2
302,1,0.274496,2
303,0,0.169893,2
304,1,0.529591,2
305,0,0.439974,2
306,1,0.407808,2
307,4,0.270537,2
308,1,0.286248,2
309,0,0.473932,2
310,4,0.301687,2
311,0,0.428538,2
312,1,0.431485,2
313,0,0.329207,2
314,1,0.299601,2
315,0,0.150665,2
316,4,0.375006,2
317,4,0.132664,2
318,1,0.300048,2
319,0,0.30208,2
320,4,0.276222,2
321,0,0.397239,2
322,4,0.329199,2
323,0,0.0579944,2
324,1,0.342411,2
325,4,0.31094,2
326,1,0.407485,2
327,0,0.201948,2
328,1,0.55024,2
329,4,0.361614,2
330,4,0.370903,2
331,0,0.409036,2
332,1,0.316555,2
333,0,0.467083,2
334,1,0.456248,2
335,0,0.415776,2
336,4,0.0978788,2
337,0,0.254122,2
338,1,0.271459,2
339,2,0.13781,2
340,1,0.231712,2
341,0,0.256581,2
342,4,0.067539,2
343,4,0.21733,2
