row,x,y,cluster,silhouette
62,6.5050168893433682,0.87746390268169205,2,0.76761964468013211
63,6.4691513542123316,-0.64049305670083978,2,0.84855336963327654
64,6.2785452986809744,-1.0416595560076254,2,0.80849251291675928
65,5.6536915710370232,1.1925638267390986,2,0.68016948191643789
66,5.8943506535865984,0.1243330857288408,2,0.85602570424466007
67,5.2927133509341475,0.23257343443608924,2,0.78600619321741549
68,5.8616631665551697,0.36623039492185988,2,0.83457319219757897
69,5.8506755073247669,-0.11469835650754433,2,0.86159870078470735
70,6.0096175489044716,-1.183791019137818,2,0.78168010040760205
71,6.0676613736017275,1.0888039034524697,2,0.72975091809438364
72,5.3825611958939623,0.24728631798952827,2,0.79799794102771937
73,5.938365407049452,-0.42190211259886812,2,0.8581033736368997
74,7.512015795476974,0.42358637873730337,2,0.74590316760895514
75,5.8293861015655235,-0.48806424331272319,2,0.84556949837523698
76,7.0969074131435033,-0.5655139794053019,2,0.81069601125405955
77,6.0636369880421181,-0.39387629949365305,2,0.86544792148971172
78,5.6960523161056287,-0.92033282158285712,2,0.79082661514973107
79,4.5498512519297423,0.49850657139718835,2,0.61410255476536046
80,6.1701837802386192,0.28197906875669665,2,0.85146464725788007
81,5.563466730549802,0.66922313765963837,2,0.77072781479060215
82,6.1494838451526936,-0.70586149859003655,2,0.84265680007227883
83,8.058539561557243,-0.32390344804231558,2,0.7181646392666774
84,6.0532354977594585,-0.047866330236494413,2,0.86994137283486805
85,5.576003281211845,-0.67824094826299286,2,0.80312136311739446
86,6.6852698661551848,-0.53820182179979137,2,0.84300835333054036
87,6.4696837415690114,-0.71505859072474098,2,0.84227288417999291
88,7.4664987244598242,0.13176025509520867,2,0.76821480677310205
89,5.1024788872591538,0.50097220363441441,2,0.72806740110523738
90,6.3966462524844978,-0.22284804447458501,2,0.86656141457939984
91,7.1535130001252352,-0.5302866743442467,2,0.80666205105582389
92,6.4795317412425044,-0.0067770890158403785,2,0.85955356524691973
93,6.4442208307098321,-0.16730048427542199,2,0.86457110395292824
94,6.2267008304185616,0.003051337862843605,2,0.8693430029011755
95,5.4868872731045775,0.13939588259419744,2,0.81794188543683288
96,6.2373251459833243,0.043419836978158217,2,0.86763514593957836
97,5.934295263496284,-0.055266082865664375,2,0.86576645268474706
98,6.2168013515947109,0.039023288639963447,2,0.8681675292862725
99,6.9992979089322302,0.83481783059964498,2,0.74796790688082815
100,3.2600811178754756,4.5195111066391762,1,0.83827786997322484
101,3.4774092526785143,4.1639154156575522,1,0.77374935526575883
102,3.8072156928722176,6.330961853961826,1,0.75252155910595753
103,2.3987444552037802,5.5689304923928953,1,0.81655925487342063
104,3.2919332040716021,5.3239114697492749,1,0.8556549590175464
105,3.120868469973749,4.251897020543935,1,0.81238538912764346
106,2.6079026402727421,3.6535872206849755,1,0.66517211509942931
107,4.0556169074027117,4.4564082933875815,1,0.73054413907267923
108,3.2922297184249603,4.0370165961251097,1,0.76874471208870698
109,2.7140958588843236,5.7738668895144292,1,0.82684775701177193
110,3.4562752654075246,4.6588941285511583,1,0.83545430946702404
111,2.7549704263884527,5.6555777347187703,1,0.83744560973937043
112,3.2658904635867549,4.015056891021076,1,0.76635412316447926
113,3.2564189675505477,4.0320774412034854,1,0.77024504920267933
114,1.9422472244678188,5.9044703846878042,1,0.74604799852426973
115,4.1761215767974278,5.7585006003530657,1,0.75083490983780066
116,2.7172860980987203,5.2172221618399544,1,0.85504212527563062
117,2.4240721400883962,4.1969461499725513,1,0.75218649431317841
118,2.9784695948421582,4.7060107533939544,1,0.85776597124901865
119,3.0925582549909403,4.642040062062331,1,0.85448490500714658
120,3.3921294850739989,4.7005946709839312,1,0.84417173445985783
121,3.2194126108143495,4.2658593838638268,1,0.81055785818687498
122,3.6273696612617212,4.9648140478809557,1,0.831541849867103
123,2.4438476882276814,5.2397305667368546,1,0.83167153860985232
124,2.8228524016983014,5.1416340401163438,1,0.86175710984703491
125,2.6310368922502585,4.0274556596578996,1,0.74897496625035453
126,2.395866124505118,5.2350004143231947,1,0.82627672849045708
127,2.7402675201674462,4.9301288796262748,1,0.85413077184170005
128,3.0824867510801957,5.389130728508901,1,0.86008483696431481
129,2.9487275690849408,5.3374590252875311,1,0.8617793266727013
130,2.3630887969273857,6.2188850837246159,1,0.76732217465978947
131,3.1309591035094542,5.76971036850607,1,0.83448287972571167
132,3.6184440615495843,5.3566266448050239,1,0.82999998672360953
133,3.3338045673992758,5.1767489814767167,1,0.85758676562877556
134,2.558710718304182,4.0546259910545599,1,0.74592896195601011
135,3.3142787165656982,4.7796372381176457,1,0.85406141040268113
136,2.5295414385834425,5.200650640980446,1,0.84041927303160247
137,3.4177537363045039,4.954298407769719,1,0.85254366647729274
138,4.0031222966975744,5.5179471983989998,1,0.78173798991230992
139,2.9157642239149819,4.6217645588713649,1,0.84929823502607849
140,2.4182701123112498,4.7497164158046594,1,0.81230831688290295
141,3.0098798488313419,6.5167891168538024,1,0.76941100979484855
142,4.1289954081554967,5.3440908357638612,1,0.76689421852404205
143,2.1649274770629794,5.4445686631944126,1,0.7936192425232802
144,2.9847909172007587,4.4574492814699518,1,0.83745853459580755
145,3.8588150520655864,6.0851650681844678,1,0.76717710566030439
146,2.3339382279165228,5.3971839003006652,1,0.81641977908426322
147,3.0944440367982393,4.1668138607718328,1,0.80009441763316491
148,3.4233150353528958,4.9530462098839498,1,0.85207878465073417
149,3.1150277720665489,4.870972103334422,1,0.86504382398345114
