user,rank,item,score
112,5,64,4.64099
112,6,603,4.56376
112,7,114,4.56191
112,8,98,4.55245
112,9,113,4.54015
112,10,1449,4.53638
116,1,408,4.07481
116,2,169,4.06959
116,3,483,4.01521
116,4,64,3.98843
116,5,114,3.97961
116,6,12,3.97782
116,7,318,3.94236
116,8,134,3.88835
116,9,657,3.8816
116,10,357,3.87505
119,1,408,4.8715
119,2,318,4.84301
119,3,1449,4.83856
119,4,169,4.82796
119,5,483,4.81756
119,6,113,4.76919
119,7,114,4.76822
119,8,963,4.72585
119,9,316,4.71761
119,10,603,4.70774
120,1,408,4.49805
120,2,169,4.4555
120,3,64,4.40635
120,4,483,4.40314
120,5,318,4.39413
120,6,114,4.34599
120,7,313,4.34032
120,8,12,4.32252
120,9,50,4.31764
120,10,603,4.31062
121,1,408,4.49805
121,2,169,4.4555
121,3,64,4.40635
121,4,483,4.40314
121,5,318,4.39413
121,6,114,4.34599
121,7,313,4.34032
121,8,12,4.32252
121,9,50,4.31764
121,10,603,4.31062
124,1,408,4.49805
124,2,169,4.4555
124,3,64,4.40635
124,4,483,4.40314
124,5,318,4.39413
124,6,114,4.34599
124,7,313,4.34032
124,8,12,4.32252
124,9,50,4.31764
124,10,603,4.31062
125,1,313,4.33379
125,2,50,4.33193
125,3,408,4.31609
125,4,169,4.2692
125,5,22,4.26798
125,6,114,4.24586
125,7,1449,4.20712
125,8,96,4.16292
125,9,272,4.15542
125,10,963,4.15098
132,1,408,4.49805
132,2,169,4.4555
132,3,64,4.40635
132,4,483,4.40314
132,5,318,4.39413
132,6,114,4.34599
132,7,313,4.34032
132,8,12,4.32252
132,9,50,4.31764
132,10,603,4.31062
133,1,408,4.49805
133,2,169,4.4555
133,3,64,4.40635
133,4,483,4.40314
133,5,318,4.39413
133,6,114,4.34599
133,7,313,4.34032
133,8,12,4.32252
133,9,50,4.31764
133,10,603,4.31062
134,1,408,4.49805
134,2,169,4.4555
134,3,64,4.40635
134,4,483,4.40314
134,5,318,4.39413
134,6,114,4.34599
134,7,313,4.34032
134,8,12,4.32252
134,9,50,4.31764
134,10,603,4.31062
145,1,408,4.55536
145,2,169,4.53647
145,3,318,4.51574
145,4,483,4.44829
145,5,114,4.42114
145,6,272,4.37396
145,7,1449,4.33692
145,8,127,4.32873
145,9,357,4.31028
145,10,480,4.30671
146,1,408,4.49805
146,2,169,4.4555
146,3,64,4.40635
146,4,483,4.40314
146,5,318,4.39413
146,6,114,4.34599
146,7,313,4.34032
146,8,12,4.32252
146,9,50,4.31764
146,10,603,4.31062
152,1,318,5.21083
152,2,64,5.19851
152,3,313,5.19258
152,4,408,5.18719
152,5,1449,5.13828
152,6,169,5.11215
152,7,114,5.06709
152,8,963,5.06574
152,9,272,5.05881
152,10,603,5.04146
159,1,313,4.69365
159,2,408,4.68828
159,3,1449,4.68
159,4,963,4.64931
159,5,169,4.62248
159,6,483,4.61037
159,7,64,4.60998
159,8,318,4.60576
159,9,1524,4.58697
159,10,113,4.58004
161,1,408,4.49805
161,2,169,4.4555
161,3,64,4.40635
161,4,483,4.40314
161,5,318,4.39413
161,6,114,4.34599
161,7,313,4.34032
161,8,12,4.32252
161,9,50,4.31764
161,10,603,4.31062
163,1,408,4.49805
163,2,169,4.4555
163,3,64,4.40635
163,4,483,4.40314
163,5,318,4.39413
163,6,114,4.34599
163,7,313,4.34032
163,8,12,4.32252
163,9,50,4.31764
163,10,603,4.31062
164,1,408,4.49805
164,2,169,4.4555
164,3,64,4.40635
164,4,483,4.40314
164,5,318,4.39413
164,6,114,4.34599
164,7,313,4.34032
164,8,12,4.32252
164,9,50,4.31764
164,10,603,4.31062
167,1,408,4.49805
167,2,169,4.4555
167,3,64,4.40635
167,4,483,4.40314
167,5,318,4.39413
167,6,114,4.34599
167,7,313,4.34032
167,8,12,4.32252
167,9,50,4.31764
167,10,603,4.31062
169,1,408,4.49805
169,2,169,4.4555
169,3,64,4.40635
169,4,483,4.40314
169,5,318,4.39413
169,6,114,4.34599
169,7,313,4.34032
169,8,12,4.32252
169,9,50,4.31764
169,10,603,4.31062
171,1,408,4.49805
171,2,169,4.4555
171,3,64,4.40635
171,4,483,4.40314
171,5,318,4.39413
171,6,114,4.34599
171,7,313,4.34032
171,8,12,4.32252
171,9,50,4.31764
171,10,603,4.31062
174,1,313,4.75471
174,2,1449,4.72398
174,3,1524,4.70525
174,4,113,4.70484
174,5,963,4.66978
174,6,408,4.65148
174,7,64,4.62984
174,8,318,4.62435
174,9,489,4.58629
174,10,169,4.57157
178,1,408,4.53469
178,2,169,4.46731
178,3,496,4.46258
178,4,114,4.45669
178,5,272,4.39122
178,6,1449,4.38176
178,7,963,4.37859
178,8,603,4.36233
178,9,113,4.35114
178,10,659,4.33552
179,1,408,4.49805
179,2,169,4.4555
179,3,64,4.40635
179,4,483,4.40314
179,5,318,4.39413
179,6,114,4.34599
179,7,313,4.34032
179,8,12,4.32252
179,9,50,4.31764
179,10,603,4.31062
183,1,408,4.49805
183,2,169,4.4555
183,3,64,4.40635
183,4,483,4.40314
183,5,318,4.39413
183,6,114,4.34599
183,7,313,4.34032
183,8,12,4.32252
183,9,50,4.31764
183,10,603,4.31062
184,1,408,4.49805
184,2,169,4.4555
184,3,64,4.40635
184,4,483,4.40314
184,5,318,4.39413
184,6,114,4.34599
184,7,313,4.34032
184,8,12,4.32252
184,9,50,4.31764
184,10,603,4.31062
186,1,313,4.53997
186,2,318,4.49194
186,3,64,4.47698
186,4,408,4.42558
186,5,483,4.42004
186,6,113,4.3868
186,7,50,4.3858
186,8,1449,4.383
186,9,174,4.35833
186,10,169,4.35387
189,1,408,4.49805
189,2,169,4.4555
189,3,64,4.40635
189,4,483,4.40314
189,5,318,4.39413
189,6,114,4.34599
189,7,313,4.34032
189,8,12,4.32252
189,9,50,4.31764
189,10,603,4.31062
190,1,408,4.49805
190,2,169,4.4555
190,3,64,4.40635
190,4,483,4.40314
190,5,318,4.39413
190,6,114,4.34599
190,7,313,4.34032
190,8,12,4.32252
190,9,50,4.31764
190,10,603,4.31062
191,1,408,4.49805
191,2,169,4.4555
191,3,64,4.40635
191,4,483,4.40314
191,5,318,4.39413
191,6,114,4.34599
191,7,313,4.34032
191,8,12,4.32252
191,9,50,4.31764
191,10,603,4.31062
193,1,408,4.18067
193,2,318,4.16945
193,3,64,4.15774
193,4,169,4.15253
193,5,483,4.1253
193,6,272,4.07746
193,7,1449,4.07561
193,8,963,4.06754
193,9,98,4.06187
193,10,603,4.05239
195,1,408,4.40032
195,2,169,4.35551
195,3,64,4.34746
195,4,483,4.31301
195,5,318,4.30702
195,6,50,4.29607
195,7,12,4.25684
195,8,603,4.25527
195,9,114,4.21927
195,10,98,4.21274
197,1,408,4.49805
197,2,169,4.4555
197,3,64,4.40635
197,4,483,4.40314
197,5,318,4.39413
197,6,114,4.34599
197,7,313,4.34032
197,8,12,4.32252
197,9,50,4.31764
197,10,603,4.31062
200,1,64,4.97953
200,2,408,4.96976
200,3,114,4.88184
200,4,603,4.7954
200,5,1449,4.79087
200,6,12,4.78902
200,7,272,4.77463
200,8,427,4.76265
200,9,113,4.76114
200,10,963,4.75239
204,1,408,4.49805
204,2,169,4.4555
204,3,64,4.40635
204,4,483,4.40314
204,5,318,4.39413
204,6,114,4.34599
204,7,313,4.34032
204,8,12,4.32252
204,9,50,4.31764
204,10,603,4.31062
207,1,408,4.09457
207,2,169,4.02821
207,3,50,4.01404
207,4,114,3.99379
207,5,1449,3.95381
207,6,603,3.94894
207,7,272,3.9346
207,8,113,3.93393
207,9,963,3.91646
207,10,496,3.89955
210,1,408,4.86794
210,2,169,4.81133
210,3,64,4.79551
210,4,318,4.77718
210,5,313,4.71079
210,6,603,4.69085
210,7,178,4.66682
210,8,12,4.65418
210,9,963,4.63715
210,10,272,4.63665
214,1,408,4.49805
214,2,169,4.4555
214,3,64,4.40635
214,4,483,4.40314
214,5,318,4.39413
214,6,114,4.34599
214,7,313,4.34032
214,8,12,4.32252
214,9,50,4.31764
214,10,603,4.31062
215,1,408,4.49805
215,2,169,4.4555
215,3,64,4.40635
215,4,483,4.40314
215,5,318,4.39413
215,6,114,4.34599
215,7,313,4.34032
215,8,12,4.32252
215,9,50,4.31764
215,10,603,4.31062
219,1,408,4.49805
219,2,169,4.4555
219,3,64,4.40635
219,4,483,4.40314
219,5,318,4.39413
219,6,114,4.34599
219,7,313,4.34032
219,8,12,4.32252
219,9,50,4.31764
219,10,603,4.31062
223,1,408,4.49805
223,2,169,4.4555
223,3,64,4.40635
223,4,483,4.40314
223,5,318,4.39413
223,6,114,4.34599
223,7,313,4.34032
223,8,12,4.32252
223,9,50,4.31764
223,10,603,4.31062
228,1,408,4.49805
228,2,169,4.4555
228,3,64,4.40635
228,4,483,4.40314
228,5,318,4.39413
228,6,114,4.34599
228,7,313,4.34032
228,8,12,4.32252
228,9,50,4.31764
228,10,603,4.31062
229,1,408,4.49805
229,2,169,4.4555
229,3,64,4.40635
229,4,483,4.40314
229,5,318,4.39413
229,6,114,4.34599
229,7,313,4.34032
229,8,12,4.32252
229,9,50,4.31764
229,10,603,4.31062
233,1,408,4.8982
233,2,313,4.85115
233,3,169,4.83942
233,4,272,4.78763
233,5,114,4.76911
233,6,1449,4.76359
233,7,963,4.73956
233,8,113,4.72004
233,9,178,4.70696
233,10,1524,4.68573
234,1,408,4.49805
234,2,169,4.4555
234,3,64,4.40635
234,4,483,4.40314
234,5,318,4.39413
234,6,114,4.34599
234,7,313,4.34032
234,8,12,4.32252
234,9,50,4.31764
234,10,603,4.31062
235,1,408,4.49805
235,2,169,4.4555
235,3,64,4.40635
235,4,483,4.40314
235,5,318,4.39413
235,6,114,4.34599
235,7,313,4.34032
235,8,12,4.32252
235,9,50,4.31764
235,10,603,4.31062
236,1,408,4.49805
236,2,169,4.4555
236,3,64,4.40635
236,4,483,4.40314
236,5,318,4.39413
236,6,114,4.34599
236,7,313,4.34032
236,8,12,4.32252
236,9,50,4.31764
236,10,603,4.31062
247,1,408,4.49805
247,2,169,4.4555
247,3,64,4.40635
247,4,483,4.40314
247,5,318,4.39413
247,6,114,4.34599
247,7,313,4.34032
247,8,12,4.32252
247,9,50,4.31764
247,10,603,4.31062
252,1,408,4.49805
252,2,169,4.4555
252,3,64,4.40635
252,4,483,4.40314
252,5,318,4.39413
252,6,114,4.34599
252,7,313,4.34032
252,8,12,4.32252
252,9,50,4.31764
252,10,603,4.31062
253,1,408,4.49805
253,2,169,4.4555
253,3,64,4.40635
253,4,483,4.40314
253,5,318,4.39413
253,6,114,4.34599
253,7,313,4.34032
253,8,12,4.32252
253,9,50,4.31764
253,10,603,4.31062
260,1,408,4.49805
260,2,169,4.4555
260,3,64,4.40635
260,4,483,4.40314
260,5,318,4.39413
260,6,114,4.34599
260,7,313,4.34032
260,8,12,4.32252
260,9,50,4.31764
260,10,603,4.31062
261,1,408,4.49805
261,2,169,4.4555
261,3,64,4.40635
261,4,483,4.40314
261,5,318,4.39413
261,6,114,4.34599
261,7,313,4.34032
261,8,12,4.32252
261,9,50,4.31764
261,10,603,4.31062
263,1,408,4.49805
263,2,169,4.4555
263,3,64,4.40635
263,4,483,4.40314
263,5,318,4.39413
263,6,114,4.34599
263,7,313,4.34032
263,8,12,4.32252
263,9,50,4.31764
263,10,603,4.31062
266,1,408,4.49805
266,2,169,4.4555
266,3,64,4.40635
266,4,483,4.40314
266,5,318,4.39413
266,6,114,4.34599
266,7,313,4.34032
266,8,12,4.32252
266,9,50,4.31764
266,10,603,4.31062
269,1,408,4.49805
269,2,169,4.4555
269,3,64,4.40635
269,4,483,4.40314
269,5,318,4.39413
269,6,114,4.34599
269,7,313,4.34032
269,8,12,4.32252
269,9,50,4.31764
269,10,603,4.31062
273,1,408,4.49805
273,2,169,4.4555
273,3,64,4.40635
273,4,483,4.40314
273,5,318,4.39413
273,6,114,4.34599
273,7,313,4.34032
273,8,12,4.32252
273,9,50,4.31764
273,10,603,4.31062
276,1,483,4.56193
276,2,114,4.51456
276,3,178,4.4902
276,4,134,4.47299
276,5,657,4.44078
276,6,480,4.43231
276,7,1142,4.42605
276,8,285,4.39599
276,9,191,4.39285
276,10,511,4.38591
278,1,408,4.49805
278,2,169,4.4555
278,3,64,4.40635
278,4,483,4.40314
278,5,318,4.39413
278,6,114,4.34599
278,7,313,4.34032
278,8,12,4.32252
278,9,50,4.31764
278,10,603,4.31062
279,1,483,4.36204
279,2,1449,4.32951
279,3,318,4.25612
279,4,488,4.21323
279,5,316,4.21242
279,6,603,4.18905
279,7,313,4.18689
279,8,963,4.16626
279,9,513,4.16353
279,10,98,4.16311
280,1,408,4.49805
280,2,169,4.4555
280,3,64,4.40635
280,4,483,4.40314
280,5,318,4.39413
280,6,114,4.34599
280,7,313,4.34032
280,8,12,4.32252
280,9,50,4.31764
280,10,603,4.31062
285,1,408,4.49805
285,2,169,4.4555
285,3,64,4.40635
285,4,483,4.40314
285,5,318,4.39413
285,6,114,4.34599
285,7,313,4.34032
285,8,12,4.32252
285,9,50,4.31764
285,10,603,4.31062
286,1,318,4.70467
286,2,64,4.67652
286,3,12,4.61265
286,4,313,4.60399
286,5,114,4.58212
286,6,98,4.57711
286,7,603,4.57633
286,8,657,4.53988
286,9,1449,4.53497
286,10,427,4.49246
294,1,408,4.78827
294,2,169,4.75308
294,3,318,4.72784
294,4,64,4.72782
294,5,483,4.69537
294,6,12,4.67376
294,7,114,4.65447
294,8,98,4.64008
294,9,357,4.62948
294,10,603,4.60755
299,1,64,4.11401
299,2,657,4.08316
299,3,178,4.04489
299,4,1449,4.04039
299,5,187,4.02532
299,6,272,4.02287
299,7,357,4.0205
299,8,493,4.01524
299,9,1367,4.01006
299,10,923,4.00464
312,1,408,4.49805
312,2,169,4.4555
312,3,64,4.40635
312,4,483,4.40314
312,5,318,4.39413
312,6,114,4.34599
312,7,313,4.34032
312,8,12,4.32252
312,9,50,4.31764
312,10,603,4.31062
313,1,408,4.49805
313,2,169,4.4555
313,3,64,4.40635
313,4,483,4.40314
313,5,318,4.39413
313,6,114,4.34599
313,7,313,4.34032
313,8,12,4.32252
313,9,50,4.31764
313,10,603,4.31062
317,1,408,4.49805
317,2,169,4.4555
317,3,64,4.40635
317,4,483,4.40314
317,5,318,4.39413
317,6,114,4.34599
317,7,313,4.34032
317,8,12,4.32252
317,9,50,4.31764
317,10,603,4.31062
319,1,408,4.60939
319,2,64,4.56989
319,3,318,4.56573
319,4,169,4.56146
319,5,483,4.52178
319,6,50,4.51866
319,7,114,4.49292
319,8,313,4.4713
319,9,174,4.44377
319,10,12,4.43161
325,1,408,4.49805
325,2,169,4.4555
325,3,64,4.40635
325,4,483,4.40314
325,5,318,4.39413
325,6,114,4.34599
325,7,313,4.34032
325,8,12,4.32252
325,9,50,4.31764
325,10,603,4.31062
328,1,408,4.36388
328,2,169,4.31777
328,3,313,4.2804
328,4,1449,4.2059
328,5,963,4.1937
328,6,603,4.18942
328,7,114,4.18696
328,8,174,4.16475
328,9,113,4.1367
328,10,178,4.12308
329,1,408,4.49805
329,2,169,4.4555
329,3,64,4.40635
329,4,483,4.40314
329,5,318,4.39413
329,6,114,4.34599
329,7,313,4.34032
329,8,12,4.32252
329,9,50,4.31764
329,10,603,4.31062
332,1,408,5.16194
332,2,318,5.14144
332,3,169,5.10795
332,4,483,5.06339
332,5,114,5.03706
332,6,1449,4.98157
332,7,603,4.94076
332,8,963,4.93059
332,9,272,4.92741
332,10,113,4.91025
333,1,408,4.49805
333,2,169,4.4555
333,3,64,4.40635
333,4,483,4.40314
333,5,318,4.39413
333,6,114,4.34599
333,7,313,4.34032
333,8,12,4.32252
333,9,50,4.31764
333,10,603,4.31062
334,1,408,4.49805
334,2,169,4.4555
334,3,64,4.40635
334,4,483,4.40314
334,5,318,4.39413
334,6,114,4.34599
334,7,313,4.34032
334,8,12,4.32252
334,9,50,4.31764
334,10,603,4.31062
335,1,408,4.49805
335,2,169,4.4555
335,3,64,4.40635
335,4,483,4.40314
335,5,318,4.39413
335,6,114,4.34599
335,7,313,4.34032
335,8,12,4.32252
335,9,50,4.31764
335,10,603,4.31062
339,1,408,4.49805
339,2,169,4.4555
339,3,64,4.40635
339,4,483,4.40314
339,5,318,4.39413
339,6,114,4.34599
339,7,313,4.34032
339,8,12,4.32252
339,9,50,4.31764
339,10,603,4.31062
341,1,408,4.49805
341,2,169,4.4555
341,3,64,4.40635
341,4,483,4.40314
341,5,318,4.39413
341,6,114,4.34599
341,7,313,4.34032
341,8,12,4.32252
341,9,50,4.31764
341,10,603,4.31062
344,1,127,4.43882
344,2,483,4.41667
344,3,134,4.35589
344,4,474,4.35411
344,5,114,4.3385
344,6,318,4.31725
344,7,603,4.31289
344,8,657,4.30582
344,9,285,4.30343
344,10,187,4.30282
353,1,408,4.49805
353,2,169,4.4555
353,3,64,4.40635
353,4,483,4.40314
353,5,318,4.39413
353,6,114,4.34599
353,7,313,4.34032
353,8,12,4.32252
353,9,50,4.31764
353,10,603,4.31062
354,1,408,4.49805
354,2,169,4.4555
354,3,64,4.40635
354,4,483,4.40314
354,5,318,4.39413
354,6,114,4.34599
354,7,313,4.34032
354,8,12,4.32252
354,9,50,4.31764
354,10,603,4.31062
356,1,408,4.49805
356,2,169,4.4555
356,3,64,4.40635
356,4,483,4.40314
356,5,318,4.39413
356,6,114,4.34599
356,7,313,4.34032
356,8,12,4.32252
356,9,50,4.31764
356,10,603,4.31062
358,1,408,4.49805
358,2,169,4.4555
358,3,64,4.40635
358,4,483,4.40314
358,5,318,4.39413
358,6,114,4.34599
358,7,313,4.34032
358,8,12,4.32252
358,9,50,4.31764
358,10,603,4.31062
363,1,408,4.49805
363,2,169,4.4555
363,3,64,4.40635
363,4,483,4.40314
363,5,318,4.39413
363,6,114,4.34599
363,7,313,4.34032
363,8,12,4.32252
363,9,50,4.31764
363,10,603,4.31062
365,1,408,4.49805
365,2,169,4.4555
365,3,64,4.40635
365,4,483,4.40314
365,5,318,4.39413
365,6,114,4.34599
365,7,313,4.34032
365,8,12,4.32252
365,9,50,4.31764
365,10,603,4.31062
368,1,408,4.49805
368,2,169,4.4555
368,3,64,4.40635
368,4,483,4.40314
368,5,318,4.39413
368,6,114,4.34599
368,7,313,4.34032
368,8,12,4.32252
368,9,50,4.31764
368,10,603,4.31062
369,1,408,4.49805
369,2,169,4.4555
369,3,64,4.40635
369,4,483,4.40314
369,5,318,4.39413
369,6,114,4.34599
369,7,313,4.34032
369,8,12,4.32252
369,9,50,4.31764
369,10,603,4.31062
377,1,408,4.49805
377,2,169,4.4555
377,3,64,4.40635
377,4,483,4.40314
377,5,318,4.39413
377,6,114,4.34599
377,7,313,4.34032
377,8,12,4.32252
377,9,50,4.31764
377,10,603,4.31062
378,1,408,4.39601
378,2,169,4.35517
378,3,483,4.31738
378,4,313,4.2691
378,5,603,4.23387
378,6,114,4.22965
378,7,272,4.20085
378,8,657,4.18309
378,9,178,4.17768
378,10,963,4.17462
379,1,408,4.85145
379,2,169,4.8224
379,3,483,4.73447
379,4,318,4.68417
379,5,114,4.66535
379,6,134,4.63715
379,7,657,4.6211
379,8,313,4.58967
379,9,963,4.56861
379,10,1367,4.56021
381,1,408,4.49805
381,2,169,4.4555
381,3,64,4.40635
381,4,483,4.40314
381,5,318,4.39413
381,6,114,4.34599
381,7,313,4.34032
381,8,12,4.32252
381,9,50,4.31764
381,10,603,4.31062
383,1,408,4.49805
383,2,169,4.4555
383,3,64,4.40635
383,4,483,4.40314
383,5,318,4.39413
383,6,114,4.34599
383,7,313,4.34032
383,8,12,4.32252
383,9,50,4.31764
383,10,603,4.31062
384,1,408,4.49805
384,2,169,4.4555
384,3,64,4.40635
384,4,483,4.40314
384,5,318,4.39413
384,6,114,4.34599
384,7,313,4.34032
384,8,12,4.32252
384,9,50,4.31764
384,10,603,4.31062
392,1,408,4.49805
392,2,169,4.4555
392,3,64,4.40635
392,4,483,4.40314
392,5,318,4.39413
392,6,114,4.34599
392,7,313,4.34032
392,8,12,4.32252
392,9,50,4.31764
392,10,603,4.31062
393,1,1449,4.34042
393,2,408,4.32875
393,3,483,4.24422
393,4,174,4.22801
393,5,316,4.21314
393,6,963,4.20467
393,7,114,4.20439
393,8,113,4.19048
393,9,603,4.14991
393,10,96,4.14753
397,1,408,4.64403
397,2,169,4.57402
397,3,64,4.47535
397,4,285,4.45106
397,5,187,4.44593
397,6,603,4.43404
397,7,511,4.4086
397,8,98,4.39539
397,9,114,4.37877
397,10,654,4.37644
401,1,408,4.49805
401,2,169,4.4555
401,3,64,4.40635
401,4,483,4.40314
401,5,318,4.39413
401,6,114,4.34599
401,7,313,4.34032
