row_id,partition,fold
12986,train,-1
6755,train,-1
11990,train,-1
12895,train,-1
19964,train,-1
1839,train,-1
11692,train,-1
2782,train,-1
9568,train,-1
17429,train,-1
16795,train,-1
17230,train,-1
2182,train,-1
17958,train,-1
18227,train,-1
17212,train,-1
18988,train,-1
3758,train,-1
4817,train,-1
18231,train,-1
15224,train,-1
3489,train,-1
17383,train,-1
7779,train,-1
15648,train,-1
16070,train,-1
9530,train,-1
17948,train,-1
19285,train,-1
2133,train,-1
12665,train,-1
16380,train,-1
2548,train,-1
7602,train,-1
8977,train,-1
6577,train,-1
4148,train,-1
7168,train,-1
19004,train,-1
6231,train,-1
12586,train,-1
4766,train,-1
13743,train,-1
9383,train,-1
4542,train,-1
14652,train,-1
16029,train,-1
17951,train,-1
765,train,-1
4913,train,-1
9175,train,-1
14933,train,-1
2205,train,-1
14042,train,-1
9159,train,-1
11735,train,-1
2414,train,-1
20597,train,-1
17576,train,-1
4210,train,-1
3928,train,-1
14855,train,-1
16156,train,-1
11852,train,-1
7579,train,-1
11811,train,-1
2350,train,-1
2700,train,-1
341,train,-1
14671,train,-1
546,train,-1
7294,train,-1
13837,train,-1
16631,train,-1
207,train,-1
8948,train,-1
11771,train,-1
7171,train,-1
12503,train,-1
881,train,-1
11867,train,-1
3070,train,-1
3836,train,-1
5272,train,-1
3166,train,-1
7336,train,-1
7454,train,-1
5646,train,-1
20204,train,-1
6095,train,-1
3182,train,-1
1316,train,-1
2713,train,-1
2018,train,-1
11280,train,-1
1945,train,-1
10463,train,-1
124,train,-1
9437,train,-1
1968,train,-1
3218,train,-1
10724,train,-1
12155,train,-1
13695,train,-1
2919,train,-1
5567,train,-1
18008,train,-1
20574,train,-1
5399,train,-1
18840,train,-1
15583,train,-1
10280,train,-1
2667,train,-1
585,train,-1
12507,train,-1
16758,train,-1
92,train,-1
3548,train,-1
18293,train,-1
214,train,-1
1672,train,-1
12604,train,-1
2354,train,-1
195,train,-1
4359,train,-1
972,train,-1
1292,train,-1
17978,train,-1
14568,train,-1
3976,train,-1
4691,train,-1
14805,train,-1
3528,train,-1
20199,train,-1
11330,train,-1
5151,train,-1
15668,train,-1
18829,train,-1
8032,train,-1
15551,train,-1
16143,train,-1
11486,train,-1
17116,train,-1
1584,train,-1
18199,train,-1
8313,train,-1
8733,train,-1
10632,train,-1
7887,train,-1
911,train,-1
15313,train,-1
5585,train,-1
6517,train,-1
17472,train,-1
13125,train,-1
19518,train,-1
4500,train,-1
14337,train,-1
18946,train,-1
4641,train,-1
7932,train,-1
16819,train,-1
16227,train,-1
6848,train,-1
918,train,-1
7436,train,-1
16282,train,-1
17850,train,-1
5215,train,-1
5152,train,-1
2900,train,-1
2656,train,-1
7720,train,-1
9194,train,-1
8878,train,-1
11394,train,-1
15116,train,-1
9440,train,-1
17146,train,-1
9234,train,-1
9112,train,-1
6592,train,-1
13920,train,-1
3924,train,-1
17466,train,-1
4959,train,-1
6417,train,-1
8082,train,-1
3307,train,-1
5146,train,-1
15367,train,-1
17804,train,-1
20352,train,-1
19119,train,-1
6892,train,-1
19925,train,-1
20213,train,-1
6060,train,-1
19628,train,-1
11556,train,-1
5338,train,-1
11473,train,-1
18149,train,-1
12532,train,-1
183,train,-1
14589,train,-1
14676,train,-1
14514,train,-1
11390,train,-1
18048,train,-1
6410,train,-1
17722,train,-1
20189,train,-1
15907,train,-1
6424,train,-1
16337,train,-1
16224,train,-1
16238,train,-1
9162,train,-1
8453,train,-1
12349,train,-1
8633,train,-1
6697,train,-1
8833,train,-1
10676,train,-1
3036,train,-1
19569,train,-1
541,train,-1
8611,train,-1
16385,train,-1
18208,train,-1
5001,train,-1
12539,train,-1
5701,train,-1
763,train,-1
17539,train,-1
4264,train,-1
7185,train,-1
1366,train,-1
6545,train,-1
17855,train,-1
7142,train,-1
2242,train,-1
17003,train,-1
15982,train,-1
15707,train,-1
3561,train,-1
527,train,-1
6107,train,-1
8429,train,-1
4732,train,-1
11074,train,-1
10398,train,-1
19276,train,-1
8335,train,-1
7393,train,-1
11024,train,-1
19874,train,-1
18077,train,-1
11915,train,-1
2166,train,-1
14313,train,-1
15242,train,-1
115,train,-1
7706,train,-1
10819,train,-1
3372,train,-1
7631,train,-1
12511,train,-1
7284,train,-1
10929,train,-1
6382,train,-1
14548,train,-1
18681,train,-1
4767,train,-1
3191,train,-1
7182,train,-1
8230,train,-1
10222,train,-1
14943,train,-1
12089,train,-1
8738,train,-1
11033,train,-1
11256,train,-1
2482,train,-1
10373,train,-1
19521,train,-1
4337,train,-1
7727,train,-1
11546,train,-1
19566,train,-1
10167,train,-1
7107,train,-1
14263,train,-1
3778,train,-1
13614,train,-1
5872,train,-1
2941,train,-1
13753,train,-1
5096,train,-1
7375,train,-1
3238,train,-1
6176,train,-1
252,train,-1
2705,train,-1
17485,train,-1
946,train,-1
12871,train,-1
6025,train,-1
2918,train,-1
3984,train,-1
15873,train,-1
15663,train,-1
11518,train,-1
13096,train,-1
7978,train,-1
15904,train,-1
1100,train,-1
9304,train,-1
11090,train,-1
1307,train,-1
10656,train,-1
637,train,-1
15976,train,-1
13667,train,-1
17827,train,-1
2338,train,-1
13897,train,-1
18081,train,-1
16929,train,-1
16031,train,-1
1924,train,-1
7489,train,-1
16515,train,-1
2171,train,-1
8968,train,-1
18769,train,-1
6567,train,-1
5395,train,-1
8910,train,-1
6484,train,-1
4475,train,-1
4671,train,-1
14446,train,-1
6610,train,-1
1636,train,-1
3691,train,-1
8998,train,-1
13772,train,-1
844,train,-1
6570,train,-1
16285,train,-1
5004,train,-1
5129,train,-1
825,train,-1
16677,train,-1
1173,train,-1
19485,train,-1
4005,train,-1
15871,train,-1
19801,train,-1
8710,train,-1
13174,train,-1
14001,train,-1
3364,train,-1
2574,train,-1
17845,train,-1
11602,train,-1
8668,train,-1
11843,train,-1
7611,train,-1
8870,train,-1
3,train,-1
12389,train,-1
20635,train,-1
11073,train,-1
2681,train,-1
15963,train,-1
955,train,-1
11896,train,-1
952,train,-1
19357,train,-1
6086,train,-1
15702,train,-1
2025,train,-1
12404,train,-1
11984,train,-1
5842,train,-1
6561,train,-1
16695,train,-1
13337,train,-1
18061,train,-1
7275,train,-1
13581,train,-1
6506,train,-1
10898,train,-1
9575,train,-1
12977,train,-1
18771,train,-1
2514,train,-1
397,train,-1
14807,train,-1
14987,train,-1
11003,train,-1
7930,train,-1
11575,train,-1
6077,train,-1
3789,train,-1
15201,train,-1
15372,train,-1
16940,train,-1
1364,train,-1
5639,train,-1
3281,train,-1
7893,train,-1
10892,train,-1
10933,train,-1
10410,train,-1
4980,train,-1
12501,train,-1
19939,train,-1
5461,train,-1
6143,train,-1
6158,train,-1
18439,train,-1
14520,train,-1
5573,train,-1
13953,train,-1
20440,train,-1
15440,train,-1
11935,train,-1
18714,train,-1
11903,train,-1
16563,train,-1
8690,train,-1
13257,train,-1
10170,train,-1
4041,train,-1
15292,train,-1
6381,train,-1
1381,train,-1
6145,train,-1
14968,train,-1
4149,train,-1
940,train,-1
7575,train,-1
12042,train,-1
7143,train,-1
2583,train,-1
11006,train,-1
7463,train,-1
7468,train,-1
9584,train,-1
17080,train,-1
12361,train,-1
15213,train,-1
5662,train,-1
20561,train,-1
16686,train,-1
11127,train,-1
16382,train,-1
8056,train,-1
4769,train,-1
10122,train,-1
8187,train,-1
20356,train,-1
2720,train,-1
1402,train,-1
5931,train,-1
12241,train,-1
8936,train,-1
14583,train,-1
12598,train,-1
19021,train,-1
11572,train,-1
3100,train,-1
18219,train,-1
4985,train,-1
9695,train,-1
10874,train,-1
12341,train,-1
15316,train,-1
5456,train,-1
276,train,-1
20401,train,-1
13856,train,-1
14345,train,-1
12045,train,-1
15962,train,-1
17480,train,-1
6983,train,-1
17443,train,-1
18068,train,-1
16198,train,-1
18734,train,-1
20046,train,-1
13710,train,-1
19948,train,-1
4060,train,-1
4265,train,-1
9478,train,-1
10190,train,-1
4880,train,-1
7789,train,-1
3996,train,-1
10318,train,-1
4935,train,-1
13385,train,-1
2620,train,-1
5098,train,-1
10226,train,-1
2331,train,-1
13738,train,-1
7550,train,-1
9348,train,-1
2327,train,-1
1702,train,-1
10113,train,-1
14543,train,-1
15607,train,-1
6075,train,-1
7152,train,-1
7184,train,-1
18473,train,-1
19084,train,-1
15110,train,-1
20368,train,-1
4962,train,-1
13663,train,-1
17354,train,-1
1138,train,-1
13511,train,-1
13597,train,-1
17732,train,-1
11329,train,-1
19626,train,-1
14412,train,-1
13992,train,-1
1983,train,-1
15507,train,-1
14319,train,-1
6596,train,-1
12430,train,-1
8169,train,-1
15033,train,-1
5927,train,-1
1112,train,-1
8314,train,-1
18595,train,-1
20405,train,-1
15168,train,-1
17047,train,-1
4313,train,-1
10158,train,-1
7693,train,-1
20025,train,-1
20612,train,-1
16965,train,-1
11496,train,-1
15698,train,-1
7504,train,-1
9434,train,-1
15776,train,-1
2085,train,-1
15814,train,-1
5730,train,-1
20078,train,-1
16676,train,-1
2432,train,-1
12570,train,-1
7460,train,-1
19673,train,-1
934,train,-1
15491,train,-1
16707,train,-1
18954,train,-1
15695,train,-1
15836,train,-1
7340,train,-1
11133,train,-1
11152,train,-1
12098,train,-1
19962,train,-1
17424,train,-1
20308,train,-1
19772,train,-1
12018,train,-1
11725,train,-1
10786,train,-1
8959,train,-1
10497,train,-1
14854,train,-1
1903,train,-1
4161,train,-1
16725,train,-1
17176,train,-1
56,train,-1
12184,train,-1
7312,train,-1
6876,train,-1
13786,train,-1
12949,train,-1
12825,train,-1
2695,train,-1
14175,train,-1
9241,train,-1
13535,train,-1
11050,train,-1
8984,train,-1
17346,train,-1
4733,train,-1
850,train,-1
13418,train,-1
4726,train,-1
18407,train,-1
10691,train,-1
951,train,-1
3343,train,-1
15415,train,-1
15481,train,-1
16521,train,-1
18600,train,-1
4549,train,-1
1008,train,-1
12135,train,-1
577,train,-1
9330,train,-1
16411,train,-1
5262,train,-1
11169,train,-1
8600,train,-1
5355,train,-1
18581,train,-1
12040,train,-1
16097,train,-1
13944,train,-1
18458,train,-1
13112,train,-1
2642,train,-1
10257,train,-1
15513,train,-1
2235,train,-1
13094,train,-1
13216,train,-1
19817,train,-1
6181,train,-1
843,train,-1
3977,train,-1
7274,train,-1
17290,train,-1
3985,train,-1
968,train,-1
18026,train,-1
3201,train,-1
5517,train,-1
14824,train,-1
3049,train,-1
17508,train,-1
10241,train,-1
17699,train,-1
6012,train,-1
7374,train,-1
12994,train,-1
12140,train,-1
10150,train,-1
16901,train,-1
15900,train,-1
5516,train,-1
960,train,-1
15515,train,-1
20060,train,-1
2286,train,-1
10102,train,-1
9183,train,-1
13522,train,-1
16305,train,-1
3097,train,-1
3861,train,-1
1458,train,-1
16371,train,-1
1974,train,-1
19023,train,-1
768,train,-1
16889,train,-1
7563,train,-1
13150,train,-1
2727,train,-1
19827,train,-1
873,train,-1
4497,train,-1
1383,train,-1
7830,train,-1
14483,train,-1
8134,train,-1
9920,train,-1
20403,train,-1
15055,train,-1
6968,train,-1
17849,train,-1
14899,train,-1
17152,train,-1
13379,train,-1
12174,train,-1
6744,train,-1
7334,train,-1
13681,train,-1
18125,train,-1
7080,train,-1
3844,train,-1
9060,train,-1
13644,train,-1
8003,train,-1
8550,train,-1
10459,train,-1
7287,train,-1
16658,train,-1
3794,train,-1
12057,train,-1
16766,train,-1
2849,train,-1
5185,train,-1
1605,train,-1
10473,train,-1
12424,train,-1
13750,train,-1
13499,train,-1
9091,train,-1
20472,train,-1
11571,train,-1
184,train,-1
5300,train,-1
17448,train,-1
1789,train,-1
16995,train,-1
14648,train,-1
16182,train,-1
9594,train,-1
13120,train,-1
8788,train,-1
15750,train,-1
18613,train,-1
4233,train,-1
6872,train,-1
2465,train,-1
16947,train,-1
19999,train,-1
11831,train,-1
18270,train,-1
14759,train,-1
18356,train,-1
3651,train,-1
18120,train,-1
4926,train,-1
12736,train,-1
13074,train,-1
9172,train,-1
20383,train,-1
16950,train,-1
2068,train,-1
9315,train,-1
20307,train,-1
8466,train,-1
10187,train,-1
1797,train,-1
3002,train,-1
19516,train,-1
1914,train,-1
822,train,-1
11447,train,-1
8605,train,-1
4362,train,-1
18011,train,-1
5203,train,-1
18726,train,-1
17955,train,-1
12450,train,-1
15046,train,-1
10469,train,-1
15159,train,-1
1663,train,-1
3390,train,-1
2821,train,-1
8507,train,-1
846,train,-1
18634,train,-1
9331,train,-1
2641,train,-1
5969,train,-1
10201,train,-1
15594,train,-1
2257,train,-1
16297,train,-1
17244,train,-1
2280,train,-1
18032,train,-1
8233,train,-1
6708,train,-1
8980,train,-1
8072,train,-1
2802,train,-1
17387,train,-1
5176,train,-1
16890,train,-1
778,train,-1
18510,train,-1
10675,train,-1
12348,train,-1
755,train,-1
17636,train,-1
16959,train,-1
20447,train,-1
19810,train,-1
418,train,-1
9212,train,-1
19437,train,-1
17979,train,-1
1243,train,-1
13345,train,-1
5753,train,-1
6278,train,-1
19624,train,-1
1906,train,-1
20050,train,-1
19408,train,-1
10148,train,-1
18265,train,-1
501,train,-1
17127,train,-1
10434,train,-1
2318,train,-1
5340,train,-1
9316,train,-1
10388,train,-1
10696,train,-1
18087,train,-1
2829,train,-1
16841,train,-1
4856,train,-1
13175,train,-1
17318,train,-1
19288,train,-1
15352,train,-1
7962,train,-1
11559,train,-1
11489,train,-1
3247,train,-1
12707,train,-1
25,train,-1
17774,train,-1
10213,train,-1
17822,train,-1
9386,train,-1
16522,train,-1
18071,train,-1
5423,train,-1
18353,train,-1
11231,train,-1
13155,train,-1
2882,train,-1
16317,train,-1
3805,train,-1
15495,train,-1
15197,train,-1
4602,train,-1
7013,train,-1
7757,train,-1
4131,train,-1
1547,train,-1
7017,train,-1
8508,train,-1
2692,train,-1
10552,train,-1
804,train,-1
6500,train,-1
1521,train,-1
10538,train,-1
16672,train,-1
6138,train,-1
15173,train,-1
3729,train,-1
6146,train,-1
824,train,-1
1649,train,-1
14881,train,-1
18707,train,-1
696,train,-1
14815,train,-1
18607,train,-1
12200,train,-1
19321,train,-1
19527,train,-1
330,train,-1
7480,train,-1
2347,train,-1
10178,train,-1
16288,train,-1
8778,train,-1
16147,train,-1
20162,train,-1
2477,train,-1
11601,train,-1
19830,train,-1
18212,train,-1
7508,train,-1
18914,train,-1
2827,train,-1
6164,train,-1
6879,train,-1
12342,train,-1
5463,train,-1
983,train,-1
12417,train,-1
7778,train,-1
7332,train,-1
4418,train,-1
2861,train,-1
5499,train,-1
19631,train,-1
4863,train,-1
7748,train,-1
11764,train,-1
8200,train,-1
11874,train,-1
15152,train,-1
18876,train,-1
5835,train,-1
9444,train,-1
14132,train,-1
6706,train,-1
2359,train,-1
16187,train,-1
15232,train,-1
7895,train,-1
4659,train,-1
13043,train,-1
18544,train,-1
17196,train,-1
13868,train,-1
10572,train,-1
8104,train,-1
15298,train,-1
3479,train,-1
10775,train,-1
19897,train,-1
5346,train,-1
20560,train,-1
6754,train,-1
18153,train,-1
14419,train,-1
17447,train,-1
1222,train,-1
10545,train,-1
13440,train,-1
13970,train,-1
275,train,-1
13945,train,-1
10686,train,-1
15627,train,-1
9058,train,-1
2593,train,-1
154,train,-1
17602,train,-1
3530,train,-1
8957,train,-1
6661,train,-1
20538,train,-1
6914,train,-1
7637,train,-1
18127,train,-1
7526,train,-1
16275,train,-1
8905,train,-1
17920,train,-1
2367,train,-1
14411,train,-1
14023,train,-1
7528,train,-1
15773,train,-1
12813,train,-1
839,train,-1
9240,train,-1
10480,train,-1
17419,train,-1
5211,train,-1
6259,train,-1
19522,train,-1
9119,train,-1
8608,train,-1
2430,train,-1
14135,train,-1
17716,train,-1
6394,train,-1
4272,train,-1
14245,train,-1
7458,train,-1
17549,train,-1
632,train,-1
20569,train,-1
1225,train,-1
9890,train,-1
2078,train,-1
9505,train,-1
12441,train,-1
1540,train,-1
16547,train,-1
2210,train,-1
20034,train,-1
15012,train,-1
19057,train,-1
2594,train,-1
5963,train,-1
13989,train,-1
18591,train,-1
16728,train,-1
14358,train,-1
3974,train,-1
13825,train,-1
17643,train,-1
18809,train,-1
8024,train,-1
2452,train,-1
12330,train,-1
9431,train,-1
9676,train,-1
19309,train,-1
19974,train,-1
216,train,-1
13221,train,-1
3775,train,-1
7954,train,-1
10294,train,-1
17363,train,-1
5199,train,-1
4657,train,-1
10169,train,-1
1603,train,-1
3459,train,-1
17271,train,-1
4115,train,-1
19339,train,-1
17532,train,-1
17431,train,-1
3495,train,-1
10861,train,-1
7289,train,-1
792,train,-1
7680,train,-1
1289,train,-1
14662,train,-1
10627,train,-1
15178,train,-1
18866,train,-1
212,train,-1
14011,train,-1
20180,train,-1
3087,train,-1
16832,train,-1
15087,train,-1
18848,train,-1
5221,train,-1
14139,train,-1
3309,train,-1
12252,train,-1
18777,train,-1
2662,train,-1
7864,train,-1
2966,train,-1
7657,train,-1
12055,train,-1
20450,train,-1
12732,train,-1
11923,train,-1
3349,train,-1
286,train,-1
18460,train,-1
6665,train,-1
5556,train,-1
6844,train,-1
10339,train,-1
14766,train,-1
15636,train,-1
19953,train,-1
6214,train,-1
353,train,-1
7438,train,-1
3465,train,-1
15824,train,-1
15597,train,-1
19172,train,-1
16230,train,-1
6988,train,-1
18257,train,-1
4164,train,-1
2500,train,-1
18715,train,-1
7537,train,-1
4872,train,-1
2258,train,-1
11713,train,-1
7907,train,-1
743,train,-1
18944,train,-1
16502,train,-1
17438,train,-1
11229,train,-1
492,train,-1
7565,train,-1
17386,train,-1
2792,train,-1
16271,train,-1
4904,train,-1
16978,train,-1
19686,train,-1
8859,train,-1
1076,train,-1
6938,train,-1
4617,train,-1
11911,train,-1
14434,train,-1
9107,train,-1
13429,train,-1
10440,train,-1
569,train,-1
5492,train,-1
8198,train,-1
8260,train,-1
18554,train,-1
13501,train,-1
9798,train,-1
18696,train,-1
17305,train,-1
14794,train,-1
1240,train,-1
7672,train,-1
13210,train,-1
258,train,-1
17014,train,-1
19883,train,-1
6167,train,-1
72,train,-1
16903,train,-1
11505,train,-1
11109,train,-1
11295,train,-1
3632,train,-1
9275,train,-1
18525,train,-1
3887,train,-1
17268,train,-1
15802,train,-1
15036,train,-1
2234,train,-1
16309,train,-1
14086,train,-1
19926,train,-1
1527,train,-1
4539,train,-1
1499,train,-1
19278,train,-1
1841,train,-1
8406,train,-1
1487,train,-1
4315,train,-1
12662,train,-1
1313,train,-1
20285,train,-1
16474,train,-1
11019,train,-1
2764,train,-1
11810,train,-1
4917,train,-1
1135,train,-1
4140,train,-1
6179,train,-1
8494,train,-1
15432,train,-1
11908,train,-1
5594,train,-1
19777,train,-1
6901,train,-1
16847,train,-1
6210,train,-1
10774,train,-1
10265,train,-1
17683,train,-1
1184,train,-1
15806,train,-1
8422,train,-1
12787,train,-1
1129,train,-1
9087,train,-1
3488,train,-1
7413,train,-1
14629,train,-1
6523,train,-1
17119,train,-1
7547,train,-1
16654,train,-1
10743,train,-1
12250,train,-1
1746,train,-1
12611,train,-1
130,train,-1
2388,train,-1
2260,train,-1
1743,train,-1
5339,train,-1
10925,train,-1
2324,train,-1
16307,train,-1
10633,train,-1
10124,train,-1
20619,train,-1
4854,train,-1
9390,train,-1
8379,train,-1
17663,train,-1
11037,train,-1
11323,train,-1
3578,train,-1
19561,train,-1
9844,train,-1
18411,train,-1
12659,train,-1
4805,train,-1
14363,train,-1
10504,train,-1
17926,train,-1
131,train,-1
16292,train,-1
4982,train,-1
14627,train,-1
3855,train,-1
18701,train,-1
17585,train,-1
15778,train,-1
19351,train,-1
9716,train,-1
15390,train,-1
9910,train,-1
19187,train,-1
18964,train,-1
9564,train,-1
10350,train,-1
16459,train,-1
11026,train,-1
16135,train,-1
20255,train,-1
16561,train,-1
10224,train,-1
1625,train,-1
20175,train,-1
10031,train,-1
9030,train,-1
10927,train,-1
4321,train,-1
153,train,-1
8588,train,-1
12938,train,-1
11909,train,-1
8475,train,-1
7059,train,-1
3022,train,-1
20008,train,-1
5431,train,-1
9734,train,-1
6951,train,-1
18226,train,-1
18340,train,-1
12798,train,-1
11449,train,-1
1247,train,-1
15808,train,-1
2985,train,-1
6097,train,-1
13726,train,-1
13609,train,-1
16249,train,-1
5365,train,-1
18092,train,-1
16452,train,-1
8672,train,-1
12946,train,-1
7645,train,-1
950,train,-1
11094,train,-1
18740,train,-1
12854,train,-1
2736,train,-1
11728,train,-1
7697,train,-1
6047,train,-1
13323,train,-1
2604,train,-1
2955,train,-1
4881,train,-1
4910,train,-1
2928,train,-1
6534,train,-1
20583,train,-1
16598,train,-1
14179,train,-1
14837,train,-1
5447,train,-1
19365,train,-1
10942,train,-1
18300,train,-1
5434,train,-1
8175,train,-1
5859,train,-1
9658,train,-1
2065,train,-1
13493,train,-1
16404,train,-1
868,train,-1
721,train,-1
17333,train,-1
3090,train,-1
2909,train,-1
13295,train,-1
16815,train,-1
17557,train,-1
10877,train,-1
8713,train,-1
6751,train,-1
12842,train,-1
10252,train,-1
8865,train,-1
3925,train,-1
2775,train,-1
6769,train,-1
17627,train,-1
19366,train,-1
18273,train,-1
15022,train,-1
11926,train,-1
17423,train,-1
4665,train,-1
1931,train,-1
17930,train,-1
7345,train,-1
14017,train,-1
18727,train,-1
1791,train,-1
9639,train,-1
13503,train,-1
9546,train,-1
6166,train,-1
935,train,-1
13559,train,-1
20473,train,-1
14984,train,-1
4467,train,-1
17432,train,-1
1975,train,-1
7925,train,-1
6837,train,-1
9544,train,-1
7852,train,-1
14896,train,-1
20586,train,-1
3812,train,-1
6556,train,-1
2630,train,-1
16064,train,-1
9409,train,-1
10887,train,-1
2644,train,-1
505,train,-1
14018,train,-1
11187,train,-1
14469,train,-1
273,train,-1
562,train,-1
3481,train,-1
10958,train,-1
20220,train,-1
1659,train,-1
4720,train,-1
11739,train,-1
6489,train,-1
9621,train,-1
365,train,-1
9792,train,-1
18368,train,-1
10185,train,-1
11010,train,-1
18013,train,-1
15334,train,-1
18471,train,-1
17802,train,-1
8,train,-1
4987,train,-1
14588,train,-1
17824,train,-1
2023,train,-1
268,train,-1
4561,train,-1
1612,train,-1
8354,train,-1
7967,train,-1
2303,train,-1
15031,train,-1
669,train,-1
13895,train,-1
18853,train,-1
5034,train,-1
9397,train,-1
463,train,-1
11436,train,-1
9353,train,-1
11597,train,-1
7839,train,-1
8618,train,-1
6979,train,-1
7346,train,-1
2272,train,-1
6221,train,-1
4889,train,-1
7260,train,-1
14025,train,-1
16108,train,-1
10753,train,-1
5485,train,-1
12643,train,-1
3450,train,-1
13044,train,-1
19732,train,-1
7665,train,-1
18285,train,-1
15474,train,-1
18201,train,-1
19072,train,-1
7005,train,-1
9945,train,-1
13963,train,-1
3341,train,-1
16960,train,-1
15511,train,-1
19903,train,-1
5132,train,-1
11794,train,-1
8785,train,-1
1468,train,-1
3817,train,-1
19298,train,-1
4378,train,-1
4395,train,-1
4955,train,-1
11185,train,-1
15958,train,-1
13651,train,-1
2037,train,-1
6568,train,-1
11400,train,-1
1696,train,-1
19902,train,-1
19428,train,-1
14173,train,-1
13039,train,-1
13403,train,-1
13363,train,-1
17506,train,-1
16418,train,-1
2437,train,-1
17350,train,-1
14749,train,-1
8356,train,-1
8432,train,-1
14848,train,-1
383,train,-1
19980,train,-1
4207,train,-1
2035,train,-1
7235,train,-1
9653,train,-1
15129,train,-1
1070,train,-1
5091,train,-1
5259,train,-1
3944,train,-1
6723,train,-1
8893,train,-1
1213,train,-1
7794,train,-1
17478,train,-1
20139,train,-1
10895,train,-1
5522,train,-1
7979,train,-1
4090,train,-1
3193,train,-1
2535,train,-1
3703,train,-1
4399,train,-1
9768,train,-1
17639,train,-1
9153,train,-1
19314,train,-1
19303,train,-1
1925,train,-1
3686,train,-1
17553,train,-1
19730,train,-1
1762,train,-1
18645,train,-1
1279,train,-1
13914,train,-1
14958,train,-1
6432,train,-1
7635,train,-1
14932,train,-1
18789,train,-1
15225,train,-1
1553,train,-1
15605,train,-1
12168,train,-1
15561,train,-1
6277,train,-1
14238,train,-1
15549,train,-1
2094,train,-1
16662,train,-1
