user,rank,item,score
306,1,181,68
306,2,50,64
306,3,100,56
306,4,117,53
306,5,7,51
306,6,1,50
306,7,56,48
306,8,174,46
306,9,98,45
306,10,121,45
307,1,181,68
307,2,50,64
307,3,100,56
307,4,117,53
307,5,7,51
307,6,1,50
307,7,56,48
307,8,174,46
307,9,98,45
307,10,121,45
319,1,181,68
319,2,50,64
319,3,100,56
319,4,117,53
319,5,7,51
319,6,1,50
319,7,56,48
319,8,174,46
319,9,98,45
319,10,121,45
330,1,181,68
330,2,50,64
330,3,100,56
330,4,117,53
330,5,7,51
330,6,1,50
330,7,56,48
330,8,174,46
330,9,98,45
330,10,121,45
343,1,181,68
343,2,50,64
343,3,100,56
343,4,117,53
343,5,7,51
343,6,1,50
343,7,56,48
343,8,174,46
343,9,98,45
343,10,121,45
367,1,181,68
367,2,50,64
367,3,100,56
367,4,117,53
367,5,7,51
367,6,1,50
367,7,56,48
367,8,174,46
367,9,98,45
367,10,121,45
382,1,181,68
382,2,117,53
382,3,1,50
382,4,174,46
382,5,121,45
382,6,294,43
382,7,118,42
382,8,237,42
382,9,204,41
382,10,79,39
402,1,181,68
402,2,50,64
402,3,100,56
402,4,117,53
402,5,7,51
402,6,1,50
402,7,56,48
402,8,174,46
402,9,98,45
402,10,121,45
407,1,7,51
407,2,1,50
407,3,121,45
407,4,258,44
407,5,294,43
407,6,118,42
407,7,237,42
407,8,79,39
407,9,151,39
407,10,222,39
416,1,181,68
416,2,50,64
416,3,100,56
416,4,117,53
416,5,7,51
416,6,1,50
416,7,56,48
416,8,174,46
416,9,98,45
416,10,121,45
452,1,181,68
452,2,100,56
452,3,117,53
452,4,7,51
452,5,1,50
452,6,56,48
452,7,121,45
452,8,258,44
452,9,294,43
452,10,118,42
514,1,117,53
514,2,56,48
514,3,121,45
514,4,294,43
514,5,151,39
514,6,257,39
514,7,288,39
514,8,235,36
514,9,127,35
514,10,300,35
518,1,181,68
518,2,50,64
518,3,100,56
518,4,117,53
518,5,7,51
518,6,1,50
518,7,56,48
518,8,174,46
518,9,98,45
518,10,121,45
532,1,181,68
532,2,50,64
532,3,100,56
532,4,117,53
532,5,7,51
532,6,1,50
532,7,56,48
532,8,174,46
532,9,98,45
532,10,121,45
543,1,181,68
543,2,50,64
543,3,100,56
543,4,7,51
543,5,1,50
543,6,121,45
543,7,258,44
543,8,294,43
543,9,237,42
543,10,79,39
554,1,181,68
554,2,50,64
554,3,100,56
554,4,117,53
554,5,7,51
554,6,1,50
554,7,56,48
554,8,174,46
554,9,98,45
554,10,121,45
593,1,7,51
593,2,258,44
593,3,294,43
593,4,237,42
593,5,151,39
593,6,222,39
593,7,257,39
593,8,288,39
593,9,64,36
593,10,235,36
601,1,181,68
601,2,50,64
601,3,100,56
601,4,117,53
601,5,7,51
601,6,1,50
601,7,56,48
601,8,174,46
601,9,98,45
601,10,121,45
638,1,181,68
638,2,50,64
638,3,100,56
638,4,117,53
638,5,7,51
638,6,1,50
638,7,56,48
638,8,174,46
638,9,98,45
638,10,121,45
647,1,181,68
647,2,50,64
647,3,100,56
647,4,117,53
647,5,7,51
647,6,1,50
647,7,56,48
647,8,174,46
647,9,98,45
647,10,121,45
664,1,181,68
664,2,50,64
664,3,100,56
664,4,117,53
664,5,7,51
664,6,1,50
664,7,56,48
664,8,174,46
664,9,98,45
664,10,121,45
680,1,181,68
680,2,50,64
680,3,100,56
680,4,117,53
680,5,7,51
680,6,1,50
680,7,56,48
680,8,174,46
680,9,98,45
680,10,121,45
689,1,181,68
689,2,50,64
689,3,100,56
689,4,117,53
689,5,7,51
689,6,1,50
689,7,56,48
689,8,174,46
689,9,98,45
689,10,121,45
711,1,100,56
711,2,117,53
711,3,7,51
711,4,1,50
711,5,56,48
711,6,174,46
711,7,98,45
711,8,294,43
711,9,118,42
711,10,237,42
712,1,100,56
712,2,117,53
712,3,7,51
712,4,1,50
712,5,56,48
712,6,98,45
712,7,121,45
712,8,258,44
712,9,294,43
712,10,118,42
735,1,181,68
735,2,50,64
735,3,100,56
735,4,117,53
735,5,7,51
735,6,1,50
735,7,56,48
735,8,174,46
735,9,98,45
735,10,121,45
764,1,181,68
764,2,50,64
764,3,100,56
764,4,117,53
764,5,7,51
764,6,1,50
764,7,56,48
764,8,174,46
764,9,98,45
764,10,121,45
770,1,56,48
770,2,174,46
770,3,98,45
770,4,121,45
770,5,237,42
770,6,204,41
770,7,79,39
770,8,64,36
770,9,235,36
770,10,127,35
772,1,181,68
772,2,50,64
772,3,100,56
772,4,117,53
772,5,7,51
772,6,1,50
772,7,56,48
772,8,174,46
772,9,98,45
772,10,121,45
860,1,181,68
860,2,50,64
860,3,100,56
860,4,117,53
860,5,7,51
860,6,1,50
860,7,56,48
860,8,174,46
860,9,98,45
860,10,121,45
870,1,100,56
870,2,117,53
870,3,1,50
870,4,98,45
870,5,121,45
870,6,258,44
870,7,294,43
870,8,118,42
870,9,237,42
870,10,79,39
875,1,181,68
875,2,50,64
875,3,100,56
875,4,117,53
875,5,7,51
875,6,1,50
875,7,56,48
875,8,174,46
875,9,98,45
875,10,121,45
881,1,181,68
881,2,50,64
881,3,100,56
881,4,117,53
881,5,7,51
881,6,1,50
881,7,56,48
881,8,174,46
881,9,98,45
881,10,121,45
937,1,181,68
937,2,50,64
937,3,100,56
937,4,117,53
937,5,7,51
937,6,1,50
937,7,56,48
937,8,174,46
937,9,98,45
937,10,121,45
