row,x,y,lof,flag
84,5.6567049820180717,7.6467814406400301,1.0235628967503461,0
85,5.7141415628947456,6.9475480317170017,0.98903803056272954,0
86,6.6735427519246127,4.536471305520549,0.97850777998172733,0
87,5.6181362424344634,5.5405359904998717,1.0213528352624472,0
88,5.0353981348441961,6.9183826095698633,0.9721230578769382,0
89,6.4915317668194534,5.5009497857858971,0.9462419219694389,0
90,5.4633915220301201,7.9120673482955866,1.084034199631519,0
91,7.5997111860230007,4.909411160776834,1.0972906762342398,0
92,5.9822085871701027,8.0452878570077928,1.1331937743366827,0
93,6.3470447395906033,7.468843716302068,1.0632993969905851,0
94,5.813258024500553,4.0794133989582324,1.3204578394473026,0
95,5.8720682934408845,5.9487777257637395,0.99182336152151784,0
96,6.2723096957690831,6.0386515298612995,1.004968389367543,0
97,7.4810953049517419,4.9555738169895145,1.1157742053872206,0
98,4.6022381760229152,6.848108219548573,1.1242082593604492,0
99,6.5467506486324805,5.679704077006356,0.94646846406231633,0
100,5.3473006773518685,5.0735801410338626,1.0527783521874148,0
101,7.7636506368020317,6.3851170155228463,1.309384268906272,0
102,7.7359084048875291,6.1364026411174182,1.1822783342418939,0
103,6.1253869778114964,5.358711161753841,0.96692981985241144,0
104,7.8302362802799355,7.1833152302282288,1.300887526280148,0
105,5.0299630358270822,6.8129804778211236,0.97212305787693853,0
106,4.8897247297020581,5.5891452387257177,1.1269615825995427,0
107,7.1869496828117896,4.3571999881223906,1.0842578031377605,0
108,8.0169668301194434,7.0231996665799397,1.3561050151594987,0
109,5.3641655225663092,7.7866345271787738,1.0789237013175292,0
110,6.4252470539416846,4.8371330784957474,0.94775345558831503,0
111,7.8801062310381589,4.907201924058179,1.1315227372252465,0
112,6.2042620471097152,6.8323992916457668,1.0031615116062629,0
113,5.3389826343727158,5.3812992242293864,1.060734129904281,0
114,6.703117745274807,5.8591696599884102,1.0010447887869802,0
115,7.0168137806991133,4.7981881002151701,1.0350923991103296,0
116,6.9749368565733425,7.121515525040647,1.1345265670430502,0
117,6.5618539932745978,5.6539321102359859,0.92753835648435401,0
118,5.0612267664474864,5.0447995401062631,1.1330851068623602,0
119,5.0269747625646737,6.6162021577547891,0.99418338862950695,0
120,3,3,3.3714878327758635,1
121,-4,5,16.393525649705769,1
122,12,0,6.9916353030635756,1
