feature_i,feature_j,pearson
6,1,0.266011
6,2,0.705559
6,3,0.676176
6,4,0.538108
6,5,0.878211
6,6,1
6,7,0.916932
6,8,0.508621
6,9,0.351309
6,10,0.625649
6,11,0.0418279
6,12,0.654856
6,13,0.626963
6,14,0.122303
6,15,0.661913
6,16,0.683946
6,17,0.681471
6,18,0.195608
6,19,0.450295
6,20,0.674884
6,21,0.262863
6,22,0.716187
6,23,0.667659
6,24,0.46385
6,25,0.741288
6,26,0.878843
6,27,0.861412
6,28,0.412559
6,29,0.514222
7,0,0.819866
7,1,0.254969
7,2,0.848801
7,3,0.822526
7,4,0.562277
7,5,0.823937
7,6,0.916932
7,7,1
7,8,0.45346
7,9,0.168874
7,10,0.699268
7,11,-0.00971333
7,12,0.714488
7,13,0.71445
7,14,0.0499805
7,15,0.477709
7,16,0.419267
7,17,0.602408
7,18,0.108748
7,19,0.250953
7,20,0.824777
7,21,0.251772
7,22,0.850187
7,23,0.810711
7,24,0.45282
7,25,0.644424
7,26,0.731135
7,27,0.904283
7,28,0.362556
7,29,0.352859
8,0,0.123541
8,1,0.0509257
8,2,0.15968
8,3,0.126225
8,4,0.554355
8,5,0.601779
8,6,0.508621
8,7,0.45346
8,8,1
8,9,0.486045
8,10,0.277091
8,11,0.106968
8,12,0.285975
8,13,0.205397
8,14,0.19738
8,15,0.434625
8,16,0.365773
8,17,0.398885
8,18,0.438776
8,19,0.334683
8,20,0.160335
8,21,0.0756079
8,22,0.194396
8,23,0.153188
8,24,0.423232
8,25,0.470892
8,26,0.443971
8,27,0.429307
8,28,0.70024
8,29,0.435004
9,0,-0.316864
9,1,-0.084242
9,2,-0.266972
9,3,-0.286392
9,4,0.589626
9,5,0.574624
9,6,0.351309
9,7,0.168874
9,8,0.486045
9,9,1
9,10,-0.00580601
9,11,0.138377
9,12,0.0265655
9,13,-0.0958022
9,14,0.391294
9,15,0.562556
9,16,0.461057
9,17,0.359292
9,18,0.334014
9,19,0.676343
9,20,-0.260137
9,21,-0.0569401
9,22,-0.212588
9,23,-0.236516
9,24,0.51876
9,25,0.474172
9,26,0.372946
9,27,0.193223
9,28,0.340614
9,29,0.763739
10,0,0.680419
10,1,0.265027
10,2,0.691856
10,3,0.723595
10,4,0.301042
10,5,0.488067
10,6,0.625649
10,7,0.699268
10,8,0.277091
10,9,-0.00580601
10,10,1
10,11,0.190153
10,12,0.972515
10,13,0.956703
10,14,0.187489
10,15,0.344381
10,16,0.326906
10,17,0.502737
10,18,0.262798
10,19,0.227174
10,20,0.705603
10,21,0.174452
10,22,0.706768
10,23,0.728403
10,24,0.13803
10,25,0.265714
10,26,0.366317
10,27,0.52302
10,28,0.0866456
10,29,0.0343903
11,0,-0.119196
11,1,0.385464
11,2,-0.111347
11,3,-0.0865148
11,4,0.0539083
11,5,0.00176749
11,6,0.0418279
11,7,-0.00971333
11,8,0.106968
11,9,0.138377
11,10,0.190153
11,11,1
11,12,0.186275
11,13,0.0985886
11,14,0.420472
11,15,0.186151
11,16,0.158806
11,17,0.182788
11,18,0.405501
11,19,0.236444
11,20,-0.138426
11,21,0.401461
11,22,-0.133968
11,23,-0.106434
11,24,-0.0911062
11,25,-0.131533
11,26,-0.101841
11,27,-0.15852
11,28,-0.144012
11,29,-0.0817672
12,0,0.680458
12,1,0.271217
12,2,0.698044
12,3,0.72362
12,4,0.300642
12,5,0.538365
12,6,0.654856
12,7,0.714488
12,8,0.285975
12,9,0.0265655
12,10,0.972515
12,11,0.186275
12,12,1
12,13,0.945763
12,14,0.173225
12,15,0.396094
12,16,0.345906
12,17,0.530502
12,18,0.279837
12,19,0.228081
12,20,0.692519
12,21,0.182112
12,22,0.713972
12,23,0.712939
12,24,0.131819
12,25,0.325634
12,26,0.4078
12,27,0.552086
12,28,0.102276
12,29,0.0715149
13,0,0.761001
13,1,0.254761
13,2,0.768937
13,3,0.811273
13,4,0.25486
13,5,0.462856
13,6,0.626963
13,7,0.71445
13,8,0.205397
13,9,-0.0958022
13,10,0.956703
13,11,0.0985886
13,12,0.945763
13,13,1
13,14,0.107429
13,15,0.280159
13,16,0.267126
13,17,0.404968
13,18,0.172776
13,19,0.130354
13,20,0.766541
13,21,0.183118
13,22,0.766979
13,23,0.798793
13,24,0.12578
13,25,0.272237
13,26,0.377978
13,27,0.544657
13,28,0.0703598
13,29,0.00763085
14,0,-0.196167
14,1,0.0216405
14,2,-0.176189
14,3,-0.14221
14,4,0.33236
14,5,0.149151
14,6,0.122303
14,7,0.0499805
14,8,0.19738
14,9,0.391294
14,10,0.187489
14,11,0.420472
14,12,0.173225
14,13,0.107429
14,14,1
14,15,0.343555
14,16,0.279086
14,17,0.349283
14,18,0.403085
14,19,0.435652
14,20,-0.215391
14,21,-0.0653071
14,22,-0.202982
14,23,-0.171065
14,24,0.310207
14,25,-0.0553342
14,26,-0.0439063
14,27,-0.0931302
14,28,-0.111949
14,29,0.0838438
15,0,0.187616
15,1,0.166612
15,2,0.232034
15,3,0.19522
15,4,0.322975
15,5,0.730633
15,6,0.661913
15,7,0.477709
15,8,0.434625
15,9,0.562556
15,10,0.344381
15,11,0.186151
15,12,0.396094
15,13,0.280159
15,14,0.343555
15,15,1
15,16,0.785661
15,17,0.737699
15,18,0.39349
15,19,0.799719
15,20,0.184647
15,21,0.116913
15,22,0.241604
15,23,0.182217
15,24,0.233669
15,25,0.680044
15,26,0.643405
15,27,0.483153
15,28,0.292552
15,29,0.5932
16,0,0.170371
16,1,0.118822
16,2,0.20339
16,3,0.186102
16,4,0.256858
16,5,0.553205
16,6,0.683946
16,7,0.419267
16,8,0.365773
16,9,0.461057
16,10,0.326906
16,11,0.158806
16,12,0.345906
16,13,0.267126
16,14,0.279086
16,15,0.785661
16,16,1
16,17,0.771719
16,18,0.314285
16,19,0.732887
16,20,0.164488
16,21,0.072304
16,22,0.202936
16,23,0.168983
16,24,0.17889
16,25,0.473257
16,26,0.663751
16,27,0.430065
16,28,0.217488
16,29,0.444877
17,0,0.34746
17,1,0.132057
17,2,0.378424
17,3,0.344161
17,4,0.390008
17,5,0.634081
17,6,0.681471
17,7,0.602408
17,8,0.398885
17,9,0.359292
17,10,0.502737
17,11,0.182788
17,12,0.530502
17,13,0.404968
17,14,0.349283
17,15,0.737699
17,16,0.771719
17,17,1
17,18,0.303059
17,19,0.624301
17,20,0.331345
17,21,0.0475109
17,22,0.367338
17,23,0.317659
17,24,0.213173
17,25,0.44451
17,26,0.548001
17,27,0.593514
17,28,0.142769
17,29,0.313456
18,0,-0.0925091
18,1,0.00538674
18,2,-0.0699883
18,3,-0.0583159
18,4,0.219659
18,5,0.236414
18,6,0.195608
18,7,0.108748
18,8,0.438776
18,9,0.334014
18,10,0.262798
18,11,0.405501
18,12,0.279837
18,13,0.172776
18,14,0.403085
18,15,0.39349
18,16,0.314285
18,17,0.303059
18,18,1
18,19,0.34876
18,20,-0.117046
18,21,-0.0750502
18,22,-0.0946867
18,23,-0.0976545
18,24,-0.00710198
18,25,0.0730868
18,26,0.0643101
18,27,-0.0129325
18,28,0.400762
18,29,0.0734973
19,0,-0.0491633
19,1,0.0401701
19,2,-0.0135506
19,3,-0.0247246
19,4,0.272856
19,5,0.494646
19,6,0.450295
19,7,0.250953
19,8,0.334683
19,9,0.676343
19,10,0.227174
19,11,0.236444
19,12,0.228081
19,13,0.130354
19,14,0.435652
19,15,0.799719
19,16,0.732887
19,17,0.624301
19,18,0.34876
19,19,1
19,20,-0.0471953
19,21,-0.0214513
19,22,-0.0117592
19,23,-0.0304572
19,24,0.164596
19,25,0.387261
19,26,0.390364
19,27,0.217265
19,28,0.113379
19,29,0.57807
20,0,0.96952
20,1,0.329022
20,2,0.969168
20,3,0.961408
20,4,0.202202
20,5,0.517996
20,6,0.674884
20,7,0.824777
20,8,0.160335
20,9,-0.260137
20,10,0.705603
20,11,-0.138426
20,12,0.692519
20,13,0.766541
20,14,-0.215391
20,15,0.184647
20,16,0.164488
20,17,0.331345
20,18,-0.117046
20,19,-0.0471953
20,20,1
20,21,0.336725
20,22,0.993448
20,23,0.987205
20,24,0.212395
20,25,0.449666
20,26,0.549268
20,27,0.776405
20,28,0.232318
20,29,0.0823571
21,0,0.272312
21,1,0.90989
21,2,0.277262
21,3,0.263574
21,4,-0.00196128
21,5,0.210825
21,6,0.262863
21,7,0.251772
21,8,0.0756079
21,9,-0.0569401
21,10,0.174452
21,11,0.401461
21,12,0.182112
21,13,0.183118
21,14,-0.0653071
21,15,0.116913
21,16,0.072304
21,17,0.0475109
21,18,-0.0750502
21,19,-0.0214513
21,20,0.336725
21,21,1
21,22,0.340271
21,23,0.330385
21,24,0.199559
21,25,0.3231
21,26,0.328563
21,27,0.318988
21,28,0.207558
21,29,0.20277
22,0,0.965872
22,1,0.333336
22,2,0.97096
22,3,0.958248
22,4,0.228054
22,5,0.574206
22,6,0.716187
22,7,0.850187
22,8,0.194396
22,9,-0.212588
22,10,0.706768
22,11,-0.133968
22,12,0.713972
22,13,0.766979
22,14,-0.202982
22,15,0.241604
22,16,0.202936
22,17,0.367338
22,18,-0.0946867
22,19,-0.0117592
22,20,0.993448
22,21,0.340271
22,22,1
22,23,0.980186
22,24,0.232398
22,25,0.505629
22,26,0.594803
22,27,0.806974
22,28,0.257319
22,29,0.129674
23,0,0.946924
23,1,0.326991
23,2,0.946949
23,3,0.958977
23,4,0.198051
23,5,0.498984
23,6,0.667659
23,7,0.810711
23,8,0.153188
23,9,-0.236516
23,10,0.728403
23,11,-0.106434
23,12,0.712939
23,13,0.798793
23,14,-0.171065
23,15,0.182217
23,16,0.168983
23,17,0.317659
23,18,-0.0976545
23,19,-0.0304572
23,20,0.987205
23,21,0.330385
23,22,0.980186
23,23,1
23,24,0.20912
23,25,0.420489
23,26,0.525961
23,27,0.743175
23,28,0.205171
23,29,0.0741984
24,0,0.116704
24,1,0.0528587
24,2,0.149216
24,3,0.122952
24,4,0.785568
24,5,0.581293
24,6,0.46385
24,7,0.45282
24,8,0.423232
24,9,0.51876
24,10,0.13803
24,11,-0.0911062
24,12,0.131819
24,13,0.12578
24,14,0.310207
24,15,0.233669
24,16,0.17889
24,17,0.213173
24,18,-0.00710198
24,19,0.164596
24,20,0.212395
24,21,0.199559
24,22,0.232398
24,23,0.20912
24,24,1
24,25,0.570721
24,26,0.521778
24,27,0.545048
24,28,0.482374
24,29,0.606585
25,0,0.387393
25,1,0.234277
25,2,0.430684
25,3,0.367955
25,4,0.46461
25,5,0.859553
25,6,0.741288
25,7,0.644424
25,8,0.470892
25,9,0.474172
25,10,0.265714
25,11,-0.131533
25,12,0.325634
25,13,0.272237
25,14,-0.0553342
25,15,0.680044
25,16,0.473257
25,17,0.44451
25,18,0.0730868
25,19,0.387261
25,20,0.449666
25,21,0.3231
25,22,0.505629
25,23,0.420489
25,24,0.570721
25,25,1
25,26,0.887936
25,27,0.796431
25,28,0.613294
25,29,0.822275
26,0,0.501718
26,1,0.262153
26,2,0.539826
26,3,0.490699
26,4,0.431373
26,5,0.811765
26,6,0.878843
26,7,0.731135
26,8,0.443971
26,9,0.372946
26,10,0.366317
26,11,-0.101841
26,12,0.4078
26,13,0.377978
26,14,-0.0439063
26,15,0.643405
26,16,0.663751
26,17,0.548001
26,18,0.0643101
26,19,0.390364
26,20,0.549268
26,21,0.328563
26,22,0.594803
26,23,0.525961
26,24,0.521778
26,25,0.887936
26,26,1
26,27,0.845658
26,28,0.539644
26,29,0.70285
27,0,0.733041
27,1,0.255816
27,2,0.761558
27,3,0.713462
27,4,0.499325
27,5,0.818545
27,6,0.861412
27,7,0.904283
27,8,0.429307
27,9,0.193223
27,10,0.52302
27,11,-0.15852
27,12,0.552086
27,13,0.544657
27,14,-0.0931302
27,15,0.483153
27,16,0.430065
27,17,0.593514
27,18,-0.0129325
27,19,0.217265
27,20,0.776405
27,21,0.318988
27,22,0.806974
27,23,0.743175
27,24,0.545048
27,25,0.796431
27,26,0.845658
27,27,1
27,28,0.501066
27,29,0.515314
28,0,0.148889
28,1,0.0688738
28,2,0.174711
28,3,0.131911
28,4,0.382913
28,5,0.507801
28,6,0.412559
28,7,0.362556
28,8,0.70024
28,9,0.340614
28,10,0.0866456
28,11,-0.144012
28,12,0.102276
28,13,0.0703598
28,14,-0.111949
28,15,0.292552
28,16,0.217488
28,17,0.142769
28,18,0.400762
28,19,0.113379
28,20,0.232318
28,21,0.207558
28,22,0.257319
28,23,0.205171
28,24,0.482374
28,25,0.613294
28,26,0.539644
28,27,0.501066
28,28,1
28,29,0.538474
29,0,-0.00322014
29,1,0.0969669
29,2,0.0405883
29,3,-0.00330298
29,4,0.46888
29,5,0.68361
29,6,0.514222
29,7,0.352859
29,8,0.435004
29,9,0.763739
29,10,0.0343903
29,11,-0.0817672
29,12,0.0715149
29,13,0.00763085
29,14,0.0838438
29,15,0.5932
29,16,0.444877
29,17,0.313456
29,18,0.0734973
29,19,0.57807
29,20,0.0823571
29,21,0.20277
29,22,0.129674
29,23,0.0741984
29,24,0.606585
29,25,0.822275
29,26,0.70285
29,27,0.515314
29,28,0.538474
29,29,1
