index,term,idf
344,"bit",5.89285
345,"boy",5.89285
346,"boytoy",5.89285
347,"came",5.89285
348,"chikku",5.89285
349,"christmas",5.89285
350,"collect",5.89285
351,"congratulations",5.89285
352,"cool",5.89285
353,"cost",5.89285
354,"de",5.89285
355,"delivery",5.89285
356,"den",5.89285
357,"driving",5.89285
358,"easy",5.89285
359,"email",5.89285
360,"family",5.89285
361,"fast",5.89285
362,"feeling",5.89285
363,"forgot",5.89285
364,"guaranteed",5.89285
365,"head",5.89285
366,"his",5.89285
367,"hour",5.89285
368,"job",5.89285
369,"jus",5.89285
370,"landline",5.89285
371,"lets",5.89285
372,"little",5.89285
373,"live",5.89285
374,"message",5.89285
375,"most",5.89285
376,"pa",5.89285
377,"pay",5.89285
378,"play",5.89285
379,"same",5.89285
380,"saw",5.89285
381,"says",5.89285
382,"sleep",5.89285
383,"someone",5.89285
384,"speak",5.89285
385,"taking",5.89285
386,"talk",5.89285
387,"texts",5.89285
388,"though",5.89285
389,"tmr",5.89285
390,"tomo",5.89285
391,"tone",5.89285
392,"tot",5.89285
393,"tv",5.89285
394,"urgent",5.89285
395,"wait",5.89285
396,"water",5.89285
397,"wk",5.89285
398,"yar",5.89285
399,"year",5.89285
400,"years",5.89285
401,"yesterday",5.89285
402,"yours",5.89285
403,"10",6.07517
404,"12",6.07517
405,"150ppm",6.07517
406,"750",6.07517
407,"8",6.07517
408,"aft",6.07517
409,"ah",6.07517
410,"apply",6.07517
411,"awarded",6.07517
412,"away",6.07517
413,"babe",6.07517
414,"babes",6.07517
415,"believe",6.07517
416,"bf",6.07517
417,"big",6.07517
418,"box",6.07517
419,"brother",6.07517
420,"called",6.07517
421,"calls",6.07517
422,"camera",6.07517
423,"cause",6.07517
424,"change",6.07517
425,"co",6.07517
426,"com",6.07517
427,"could",6.07517
428,"darren",6.07517
429,"date",6.07517
430,"didnt",6.07517
431,"dis",6.07517
432,"does",6.07517
433,"drive",6.07517
434,"dude",6.07517
435,"early",6.07517
436,"eat",6.07517
437,"end",6.07517
438,"english",6.07517
439,"enough",6.07517
440,"entry",6.07517
441,"eve",6.07517
442,"evening",6.07517
443,"face",6.07517
444,"final",6.07517
445,"finished",6.07517
446,"fucking",6.07517
447,"fun",6.07517
448,"g",6.07517
449,"gd",6.07517
450,"guess",6.07517
451,"hair",6.07517
452,"happen",6.07517
453,"happened",6.07517
454,"having",6.07517
455,"hmmm",6.07517
456,"holiday",6.07517
457,"hours",6.07517
458,"hungry",6.07517
459,"important",6.07517
460,"info",6.07517
461,"j",6.07517
462,"jay",6.07517
463,"juz",6.07517
464,"lar",6.07517
465,"late",6.07517
466,"least",6.07517
467,"lei",6.07517
468,"lemme",6.07517
469,"may",6.07517
470,"might",6.07517
471,"move",6.07517
472,"mrng",6.07517
473,"network",6.07517
474,"neva",6.07517
475,"nice",6.07517
476,"nokia",6.07517
477,"order",6.07517
478,"over",6.07517
479,"plan",6.07517
480,"players",6.07517
481,"pounds",6.07517
482,"respond",6.07517
483,"ringtone",6.07517
484,"room",6.07517
485,"run",6.07517
486,"sent",6.07517
487,"set",6.07517
488,"shall",6.07517
489,"shop",6.07517
490,"shopping",6.07517
491,"sitting",6.07517
492,"smile",6.07517
493,"sms",6.07517
494,"smth",6.07517
495,"sounds",6.07517
496,"tel",6.07517
497,"than",6.07517
498,"thanx",6.07517
499,"their",6.07517
500,"tickets",6.07517
501,"till",6.07517
502,"together",6.07517
503,"took",6.07517
504,"treat",6.07517
505,"try",6.07517
506,"ugh",6.07517
507,"uncle",6.07517
508,"unlimited",6.07517
509,"vl",6.07517
510,"wants",6.07517
511,"while",6.07517
512,"wit",6.07517
513,"wkly",6.07517
514,"working",6.07517
515,"xmas",6.07517
516,"y",6.07517
517,"yo",6.07517
518,"20p",6.29832
519,"250",6.29832
520,"2mrw",6.29832
521,"across",6.29832
522,"actually",6.29832
523,"add",6.29832
524,"alright",6.29832
525,"anyone",6.29832
526,"anytime",6.29832
527,"aren",6.29832
528,"baby",6.29832
529,"bb",6.29832
530,"beautiful",6.29832
531,"bed",6.29832
532,"bored",6.29832
533,"bout",6.29832
534,"bus",6.29832
535,"caller",6.29832
536,"camcorder",6.29832
537,"cant",6.29832
538,"cars",6.29832
539,"charged",6.29832
540,"cheers",6.29832
541,"chennai",6.29832
542,"close",6.29832
543,"coz",6.29832
544,"cut",6.29832
545,"damn",6.29832
546,"dead",6.29832
547,"decided",6.29832
548,"details",6.29832
549,"dinner",6.29832
550,"doesn",6.29832
551,"drink",6.29832
552,"drug",6.29832
553,"eh",6.29832
554,"entered",6.29832
555,"especially",6.29832
556,"everyone",6.29832
557,"excellent",6.29832
558,"finally",6.29832
559,"flower",6.29832
560,"forget",6.29832
561,"found",6.29832
562,"freemsg",6.29832
563,"fren",6.29832
564,"frens",6.29832
565,"friday",6.29832
566,"frm",6.29832
567,"gas",6.29832
568,"gift",6.29832
569,"girl",6.29832
570,"gives",6.29832
571,"giving",6.29832
572,"goes",6.29832
573,"goin",6.29832
574,"gotta",6.29832
575,"gr8",6.29832
576,"grins",6.29832
577,"half",6.29832
578,"happening",6.29832
579,"havent",6.29832
580,"hot",6.29832
581,"hrs",6.29832
582,"hurt",6.29832
583,"id",6.29832
584,"india",6.29832
585,"into",6.29832
586,"join",6.29832
587,"kind",6.29832
588,"lazy",6.29832
589,"lect",6.29832
590,"lose",6.29832
591,"lots",6.29832
592,"mah",6.29832
593,"mail",6.29832
594,"man",6.29832
595,"married",6.29832
596,"match",6.29832
597,"matches",6.29832
598,"mayb",6.29832
599,"means",6.29832
600,"meds",6.29832
601,"meeting",6.29832
602,"merry",6.29832
603,"mine",6.29832
604,"minute",6.29832
605,"missing",6.29832
606,"mm",6.29832
607,"mob",6.29832
608,"mon",6.29832
609,"mu",6.29832
610,"ni8",6.29832
611,"nope",6.29832
612,"ones",6.29832
613,"online",6.29832
614,"oso",6.29832
615,"outside",6.29832
616,"park",6.29832
617,"part",6.29832
618,"planned",6.29832
619,"plus",6.29832
620,"po",6.29832
621,"possible",6.29832
622,"pretty",6.29832
623,"princess",6.29832
624,"private",6.29832
625,"project",6.29832
626,"question",6.29832
627,"questions",6.29832
628,"rakhesh",6.29832
629,"registered",6.29832
630,"ringtones",6.29832
631,"rply",6.29832
632,"sale",6.29832
633,"saying",6.29832
634,"sch",6.29832
635,"school",6.29832
636,"sea",6.29832
637,"search",6.29832
638,"seems",6.29832
639,"seen",6.29832
640,"selected",6.29832
641,"sending",6.29832
642,"services",6.29832
643,"sexy",6.29832
644,"shd",6.29832
645,"show",6.29832
646,"situation",6.29832
647,"sleeping",6.29832
648,"slept",6.29832
649,"sound",6.29832
650,"spend",6.29832
651,"start",6.29832
652,"started",6.29832
653,"studying",6.29832
654,"ta",6.29832
655,"these",6.29832
656,"tho",6.29832
657,"til",6.29832
658,"times",6.29832
659,"tones",6.29832
660,"tried",6.29832
661,"trip",6.29832
662,"type",6.29832
663,"unsubscribe",6.29832
664,"valid",6.29832
665,"voucher",6.29832
666,"vouchers",6.29832
667,"w",6.29832
668,"wake",6.29832
669,"wasn",6.29832
670,"watch",6.29832
671,"watching",6.29832
672,"wats",6.29832
673,"weather",6.29832
674,"willing",6.29832
675,"word",6.29832
676,"workin",6.29832
677,"world",6.29832
678,"worry",6.29832
679,"xx",6.29832
680,"yourself",6.29832
681,"yr",6.29832
682,"050703",6.586
683,"08000930705",6.586
684,"08001950382",6.586
685,"0870",6.586
686,"08707509020",6.586
687,"08712405020",6.586
688,"08712460324",6.586
689,"09071512433",6.586
690,"1000",6.586
691,"10am",6.586
692,"11",6.586
693,"1250",6.586
694,"125gift",6.586
695,"1327",6.586
696,"150",6.586
697,"20",6.586
698,"2000",6.586
699,"2003",6.586
700,"24",6.586
701,"30",6.586
702,"5000",6.586
703,"530",6.586
704,"5wb",6.586
705,"80062",6.586
706,"86688",6.586
707,"87066",6.586
708,"87575",6.586
709,"abiola",6.586
710,"able",6.586
711,"accept",6.586
712,"activate",6.586
713,"affairs",6.586
714,"ago",6.586
715,"aint",6.586
716,"aiyah",6.586
717,"al",6.586
718,"alex",6.586
719,"american",6.586
720,"answer",6.586
721,"anthony",6.586
722,"appreciate",6.586
723,"argh",6.586
724,"arrange",6.586
725,"arrive",6.586
726,"askd",6.586
727,"asleep",6.586
728,"available",6.586
729,"awake",6.586
730,"award",6.586
731,"awesome",6.586
732,"b4",6.586
733,"bak",6.586
734,"basically",6.586
735,"bath",6.586
736,"battery",6.586
737,"bcoz",6.586
738,"between",6.586
739,"bills",6.586
740,"bite",6.586
741,"blackberry",6.586
742,"blue",6.586
743,"bonus",6.586
744,"book",6.586
745,"booked",6.586
746,"both",6.586
747,"busy",6.586
748,"butt",6.586
749,"call2optout",6.586
750,"callcost",6.586
751,"calling",6.586
752,"cam",6.586
753,"cancel",6.586
754,"card",6.586
755,"cd",6.586
756,"cell",6.586
757,"centre",6.586
758,"choose",6.586
759,"cinema",6.586
760,"club",6.586
761,"coffee",6.586
762,"cold",6.586
763,"collecting",6.586
764,"college",6.586
765,"colour",6.586
766,"comes",6.586
767,"comp",6.586
768,"congrats",6.586
769,"content",6.586
770,"correct",6.586
771,"cr9",6.586
772,"crazy",6.586
773,"cross",6.586
774,"croydon",6.586
775,"cs",6.586
776,"csbcm4235wc1n3xx",6.586
777,"custcare",6.586
778,"cuz",6.586
779,"daddy",6.586
780,"dating",6.586
781,"days",6.586
782,"dey",6.586
783,"died",6.586
784,"difficulties",6.586
785,"dint",6.586
786,"direct",6.586
787,"discreet",6.586
788,"doesnt",6.586
789,"dollars",6.586
790,"download",6.586
791,"dream",6.586
792,"drove",6.586
793,"drugs",6.586
794,"during",6.586
795,"eating",6.586
796,"ebay",6.586
797,"elsewhere",6.586
798,"em",6.586
799,"ends",6.586
800,"eng",6.586
801,"england",6.586
802,"enter",6.586
803,"er",6.586
804,"eta",6.586
805,"extra",6.586
806,"eyes",6.586
807,"f",6.586
808,"fair",6.586
809,"fall",6.586
810,"fancy",6.586
811,"faster",6.586
812,"figure",6.586
813,"five",6.586
814,"forward",6.586
815,"fr",6.586
816,"full",6.586
817,"future",6.586
818,"gals",6.586
819,"game",6.586
820,"games",6.586
821,"garage",6.586
822,"gautham",6.586
823,"gee",6.586
824,"generally",6.586
825,"gets",6.586
826,"girls",6.586
827,"goodmorning",6.586
828,"group",6.586
829,"hand",6.586
830,"handset",6.586
831,"happiness",6.586
832,"hell",6.586
833,"hit",6.586
834,"hl",6.586
835,"hmm",6.586
836,"hold",6.586
837,"hospital",6.586
838,"house",6.586
839,"hr",6.586
840,"http",6.586
841,"hug",6.586
842,"hurts",6.586
843,"ic",6.586
844,"idea",6.586
845,"imagine",6.586
846,"immediately",6.586
847,"incident",6.586
848,"infernal",6.586
849,"instead",6.586
850,"interview",6.586
851,"intro",6.586
852,"invited",6.586
853,"isnt",6.586
854,"italian",6.586
855,"jesus",6.586
856,"jiu",6.586
857,"john",6.586
858,"kb",6.586
859,"kinda",6.586
860,"knew",6.586
861,"knw",6.586
862,"la",6.586
863,"law",6.586
864,"leaves",6.586
865,"lessons",6.586
866,"lies",6.586
867,"lift",6.586
868,"lik",6.586
869,"line",6.586
870,"link",6.586
871,"loads",6.586
872,"longer",6.586
873,"lou",6.586
874,"loved",6.586
875,"ltd",6.586
876,"lucky",6.586
877,"luv",6.586
878,"makes",6.586
879,"mark",6.586
880,"masters",6.586
881,"max",6.586
882,"meant",6.586
883,"med",6.586
884,"mmm",6.586
885,"mmmm",6.586
886,"mnth",6.586
887,"mo",6.586
888,"mobiles",6.586
889,"mobilesvary",6.586
890,"mode",6.586
891,"mom",6.586
892,"moment",6.586
893,"moments",6.586
894,"monday",6.586
895,"mood",6.586
896,"mother",6.586
897,"movies",6.586
898,"mrt",6.586
899,"msgs",6.586
900,"music",6.586
901,"must",6.586
902,"muz",6.586
903,"myself",6.586
904,"nah",6.586
905,"needs",6.586
906,"never",6.586
907,"nite",6.586
908,"nobody",6.586
909,"noe",6.586
910,"none",6.586
911,"noon",6.586
912,"normal",6.586
913,"nt",6.586
914,"ntt",6.586
915,"ntwk",6.586
916,"numbers",6.586
917,"office",6.586
918,"ola",6.586
919,"orchard",6.586
920,"oredi",6.586
921,"otherwise",6.586
922,"owns",6.586
923,"p",6.586
924,"party",6.586
925,"pass",6.586
926,"passionate",6.586
927,"pending",6.586
928,"person",6.586
929,"phones",6.586
930,"photos",6.586
931,"picking",6.586
932,"pie",6.586
933,"pilates",6.586
934,"pin",6.586
935,"plz",6.586
936,"poly",6.586
937,"polyphonic",6.586
938,"poor",6.586
939,"pound",6.586
940,"pray",6.586
941,"price",6.586
942,"property",6.586
943,"quality",6.586
944,"queen",6.586
945,"quiz",6.586
946,"raining",6.586
947,"random",6.586
948,"receive",6.586
949,"received",6.586
950,"renewal",6.586
951,"request",6.586
952,"respect",6.586
953,"rest",6.586
954,"reward",6.586
955,"ring",6.586
956,"roommates",6.586
957,"safe",6.586
958,"salary",6.586
959,"seeing",6.586
960,"semester",6.586
961,"sex",6.586
962,"sha",6.586
963,"shame",6.586
964,"shit",6.586
965,"shower",6.586
966,"shows",6.586
967,"sick",6.586
968,"silence",6.586
969,"simply",6.586
970,"slowly",6.586
971,"smoke",6.586
972,"smokes",6.586
973,"sometime",6.586
974,"somtimes",6.586
975,"sony",6.586
976,"sort",6.586
977,"south",6.586
978,"space",6.586
979,"spent",6.586
980,"stand",6.586
981,"star",6.586
982,"statement",6.586
983,"stay",6.586
984,"stupid",6.586
985,"subscription",6.586
986,"sun",6.586
987,"sunday",6.586
988,"sunshine",6.586
989,"support",6.586
990,"sura",6.586
991,"takin",6.586
992,"tells",6.586
993,"ten",6.586
994,"th",6.586
995,"those",6.586
996,"three",6.586
997,"through",6.586
998,"tht",6.586
999,"thurs",6.586
