false_positive_rate,true_positive_rate
0.481195,0.977099
0.482301,0.977099
0.483407,0.977099
0.484513,0.977099
0.485619,0.977099
0.486726,0.977099
0.487832,0.977099
0.488938,0.977099
0.490044,0.977099
0.49115,0.977099
0.492257,0.977099
0.493363,0.977099
0.494469,0.977099
0.495575,0.977099
0.496681,0.977099
0.497788,0.977099
0.498894,0.977099
0.498894,0.984733
0.5,0.984733
0.501106,0.984733
0.502212,0.984733
0.503319,0.984733
0.504425,0.984733
0.505531,0.984733
0.506637,0.984733
0.507743,0.984733
0.50885,0.984733
0.509956,0.984733
0.511062,0.984733
0.512168,0.984733
0.513274,0.984733
0.514381,0.984733
0.515487,0.984733
0.516593,0.984733
0.517699,0.984733
0.518805,0.984733
0.519912,0.984733
0.521018,0.984733
0.522124,0.984733
0.52323,0.984733
0.524336,0.984733
0.525442,0.984733
0.526549,0.984733
0.527655,0.984733
0.528761,0.984733
0.529867,0.984733
0.530973,0.984733
0.53208,0.984733
0.533186,0.984733
0.534292,0.984733
0.535398,0.984733
0.536504,0.984733
0.537611,0.984733
0.538717,0.984733
0.539823,0.984733
0.540929,0.984733
0.542035,0.984733
0.543142,0.984733
0.544248,0.984733
0.545354,0.984733
0.54646,0.984733
0.547566,0.984733
0.548673,0.984733
0.549779,0.984733
0.550885,0.984733
0.551991,0.984733
0.553097,0.984733
0.554204,0.984733
0.55531,0.984733
0.556416,0.984733
0.557522,0.984733
0.558628,0.984733
0.559735,0.984733
0.560841,0.984733
0.561947,0.984733
0.563053,0.984733
0.564159,0.984733
0.565265,0.984733
0.566372,0.984733
0.567478,0.984733
0.568584,0.984733
0.56969,0.984733
0.570796,0.984733
0.571903,0.984733
0.573009,0.984733
0.574115,0.984733
0.575221,0.984733
0.576327,0.984733
0.577434,0.984733
0.57854,0.984733
0.579646,0.984733
0.580752,0.984733
0.581858,0.984733
0.582965,0.984733
0.584071,0.984733
0.585177,0.984733
0.586283,0.984733
0.587389,0.984733
0.588496,0.984733
0.589602,0.984733
0.590708,0.984733
0.591814,0.984733
0.59292,0.984733
0.594027,0.984733
0.595133,0.984733
0.596239,0.984733
0.597345,0.984733
0.598451,0.984733
0.599558,0.984733
0.600664,0.984733
0.60177,0.984733
0.602876,0.984733
0.603982,0.984733
0.605088,0.984733
0.606195,0.984733
0.607301,0.984733
0.608407,0.984733
0.609513,0.984733
0.610619,0.984733
0.611726,0.984733
0.612832,0.984733
0.613938,0.984733
0.615044,0.984733
0.61615,0.984733
0.617257,0.984733
0.618363,0.984733
0.619469,0.984733
0.620575,0.984733
0.621681,0.984733
0.622788,0.984733
0.623894,0.984733
0.625,0.984733
0.626106,0.984733
0.627212,0.984733
0.628319,0.984733
0.629425,0.984733
0.630531,0.984733
0.631637,0.984733
0.632743,0.984733
0.63385,0.984733
0.634956,0.984733
0.636062,0.984733
0.637168,0.984733
0.638274,0.984733
0.639381,0.984733
0.640487,0.984733
0.641593,0.984733
0.642699,0.984733
0.643805,0.984733
0.644912,0.984733
0.646018,0.984733
0.647124,0.984733
0.64823,0.984733
0.649336,0.984733
0.650442,0.984733
0.651549,0.984733
0.652655,0.984733
0.652655,0.992366
0.653761,0.992366
0.654867,0.992366
0.655973,0.992366
0.65708,0.992366
0.658186,0.992366
0.659292,0.992366
0.660398,0.992366
0.661504,0.992366
0.662611,0.992366
0.663717,0.992366
0.664823,0.992366
0.665929,0.992366
0.667035,0.992366
0.668142,0.992366
0.669248,0.992366
0.670354,0.992366
0.67146,0.992366
0.672566,0.992366
0.673673,0.992366
0.674779,0.992366
0.675885,0.992366
0.676991,0.992366
0.678097,0.992366
0.679204,0.992366
0.68031,0.992366
0.681416,0.992366
0.682522,0.992366
0.683628,0.992366
0.684735,0.992366
0.685841,0.992366
0.686947,0.992366
0.688053,0.992366
0.689159,0.992366
0.690265,0.992366
0.691372,0.992366
0.692478,0.992366
0.693584,0.992366
0.69469,0.992366
0.695796,0.992366
0.696903,0.992366
0.698009,0.992366
0.699115,0.992366
0.700221,0.992366
0.701327,0.992366
0.702434,0.992366
0.70354,0.992366
0.704646,0.992366
0.705752,0.992366
0.706858,0.992366
0.707965,0.992366
0.709071,0.992366
0.710177,0.992366
0.711283,0.992366
0.712389,0.992366
0.713496,0.992366
0.714602,0.992366
0.715708,0.992366
0.716814,0.992366
0.71792,0.992366
0.719027,0.992366
0.720133,0.992366
0.721239,0.992366
0.722345,0.992366
0.723451,0.992366
0.724558,0.992366
0.725664,0.992366
0.72677,0.992366
0.727876,0.992366
0.728982,0.992366
0.730088,0.992366
0.731195,0.992366
0.732301,0.992366
0.733407,0.992366
0.734513,0.992366
0.735619,0.992366
0.736726,0.992366
0.737832,0.992366
0.738938,0.992366
0.740044,0.992366
0.74115,0.992366
0.742257,0.992366
0.743363,0.992366
0.744469,0.992366
0.745575,0.992366
0.746681,0.992366
0.747788,0.992366
0.748894,0.992366
0.75,0.992366
0.751106,0.992366
0.752212,0.992366
0.753319,0.992366
0.754425,0.992366
0.755531,0.992366
0.756637,0.992366
0.757743,0.992366
0.75885,0.992366
0.759956,0.992366
0.761062,0.992366
0.762168,0.992366
0.763274,0.992366
0.764381,0.992366
0.765487,0.992366
0.766593,0.992366
0.767699,0.992366
0.768805,0.992366
0.769912,0.992366
0.771018,0.992366
0.772124,0.992366
0.77323,0.992366
0.774336,0.992366
0.775442,0.992366
0.776549,0.992366
0.777655,0.992366
0.778761,0.992366
0.779867,0.992366
0.780973,0.992366
0.78208,0.992366
0.783186,0.992366
0.784292,0.992366
0.785398,0.992366
0.786504,0.992366
0.787611,0.992366
0.788717,0.992366
0.789823,0.992366
0.790929,0.992366
0.792035,0.992366
0.793142,0.992366
0.794248,0.992366
0.795354,0.992366
0.79646,0.992366
0.797566,0.992366
0.798673,0.992366
0.799779,0.992366
0.800885,0.992366
0.801991,0.992366
0.801991,1
0.803097,1
0.804204,1
0.80531,1
0.806416,1
0.807522,1
0.808628,1
0.809735,1
0.810841,1
0.811947,1
0.813053,1
0.814159,1
0.815265,1
0.816372,1
0.817478,1
0.818584,1
0.81969,1
0.820796,1
0.821903,1
0.823009,1
0.824115,1
0.825221,1
0.826327,1
0.827434,1
0.82854,1
0.829646,1
0.830752,1
0.831858,1
0.832965,1
0.834071,1
0.835177,1
0.836283,1
0.837389,1
0.838496,1
0.839602,1
0.840708,1
0.841814,1
0.84292,1
0.844027,1
0.845133,1
0.846239,1
0.847345,1
0.848451,1
0.849558,1
0.850664,1
0.85177,1
0.852876,1
0.853982,1
0.855088,1
0.856195,1
0.857301,1
0.858407,1
0.859513,1
0.860619,1
0.861726,1
0.862832,1
0.863938,1
0.865044,1
0.86615,1
0.867257,1
0.868363,1
0.869469,1
0.870575,1
0.871681,1
0.872788,1
0.873894,1
0.875,1
0.876106,1
0.877212,1
0.878319,1
0.879425,1
0.880531,1
0.881637,1
0.882743,1
0.88385,1
0.884956,1
0.886062,1
0.887168,1
0.888274,1
0.889381,1
0.890487,1
0.891593,1
0.892699,1
0.893805,1
0.894912,1
0.896018,1
0.897124,1
0.89823,1
0.899336,1
0.900442,1
0.901549,1
0.902655,1
0.903761,1
0.904867,1
0.905973,1
0.90708,1
0.908186,1
0.909292,1
0.910398,1
0.911504,1
0.912611,1
0.913717,1
0.914823,1
0.915929,1
0.917035,1
0.918142,1
0.919248,1
0.920354,1
0.92146,1
0.922566,1
0.923673,1
0.924779,1
0.925885,1
0.926991,1
0.928097,1
0.929204,1
0.93031,1
0.931416,1
0.932522,1
0.933628,1
0.934735,1
0.935841,1
0.936947,1
0.938053,1
0.939159,1
0.940265,1
0.941372,1
0.942478,1
0.943584,1
0.94469,1
0.945796,1
0.946903,1
0.948009,1
0.949115,1
0.950221,1
0.951327,1
0.952434,1
0.95354,1
0.954646,1
0.955752,1
0.956858,1
0.957965,1
0.959071,1
0.960177,1
0.961283,1
0.962389,1
0.963496,1
0.964602,1
0.965708,1
0.966814,1
0.96792,1
0.969027,1
0.970133,1
0.971239,1
0.972345,1
0.973451,1
0.974558,1
0.975664,1
0.97677,1
0.977876,1
0.978982,1
0.980088,1
0.981195,1
0.982301,1
0.983407,1
0.984513,1
0.985619,1
0.986726,1
0.987832,1
0.988938,1
0.990044,1
0.99115,1
0.992257,1
0.993363,1
0.994469,1
0.995575,1
0.996681,1
0.997788,1
0.998894,1
1,1
1,1
