user,rank,item,score
875,6,56,4.46471
875,7,483,4.41159
875,8,174,4.40547
875,9,205,4.39772
875,10,180,4.367
881,1,169,4.65786
881,2,408,4.58672
881,3,114,4.52692
881,4,182,4.51791
881,5,318,4.47396
881,6,56,4.46471
881,7,483,4.41159
881,8,174,4.40547
881,9,205,4.39772
881,10,180,4.367
937,1,169,4.65786
937,2,408,4.58672
937,3,114,4.52692
937,4,182,4.51791
937,5,318,4.47396
937,6,56,4.46471
937,7,483,4.41159
937,8,174,4.40547
937,9,205,4.39772
937,10,180,4.367
