source_row,timestamp,partition
85809,874775465,train
14745,874775535,train
66137,874775535,train
9298,874775580,train
9944,874775580,train
49228,874775580,train
69705,874775580,train
97815,874775614,train
69438,874775647,train
11884,874775680,train
11239,874775731,train
43337,874775815,train
75217,874775815,train
12375,874775849,train
6479,874775914,train
40447,874775914,train
9025,874775945,train
18708,874775945,train
23159,874775980,train
24037,874775980,train
50037,874777260,train
37485,874777440,train
42629,874777491,train
62942,874777491,train
45807,874777528,train
48366,874777528,train
58703,874777528,train
60646,874777583,train
41772,874777623,train
52322,874777623,train
92928,874777658,train
45487,874777701,train
62959,874777735,train
82804,874777735,train
91409,874777735,train
72919,874777765,train
67059,874777833,train
75999,874777890,train
79166,874777925,train
48539,874777948,train
39633,874777974,train
70073,874777998,train
45266,874778065,train
49384,874778065,train
61587,874778065,train
38080,874778095,train
82265,874778096,train
85149,874778154,train
66032,874778181,train
70202,874778207,train
40740,874778240,train
42647,874778240,train
82676,874778240,train
37860,874778274,train
39970,874778274,train
42393,874778274,train
75348,874778274,train
40326,874778299,train
60345,874778299,train
57392,874778345,train
76495,874778345,train
56383,874778366,train
54064,874778424,train
56569,874778479,train
58137,874778479,train
58197,874778479,train
77582,874778479,train
88967,874778479,train
42238,874778515,train
50854,874778515,train
84694,874778515,train
47163,874778568,train
82129,874778568,train
39573,874778569,train
41106,874778569,train
52966,874778569,train
84903,874778569,train
38173,874778612,train
40608,874778612,train
42362,874778612,train
79566,874778612,train
65140,874778613,train
81641,874778696,train
51149,874778722,train
74671,874778756,train
84596,874778756,train
97719,874778756,train
50106,874780832,train
34006,874780860,train
49244,874780864,train
85018,874780864,train
75867,874780909,train
45344,874780945,train
18408,874780969,train
7413,874780996,train
75713,874781004,train
94936,874781004,train
15768,874781037,train
47449,874781037,train
99445,874781050,train
4405,874781067,train
39176,874781068,train
47125,874781076,train
97877,874781076,train
38868,874781173,train
41065,874781173,train
96,874781198,train
19131,874781198,train
25747,874781198,train
28845,874781198,train
88658,874781198,train
77760,874781207,train
2836,874781257,train
23078,874781257,train
68547,874781257,train
10401,874781303,train
13286,874781303,train
31540,874781351,train
57361,874781352,train
62308,874781352,train
17127,874781407,train
36621,874781407,train
73331,874781460,train
6464,874781547,train
27672,874781547,train
88951,874781628,train
27757,874781698,train
566,874781742,train
8070,874781742,train
3259,874781779,train
74970,874781779,train
7040,874781829,train
57759,874781829,train
5222,874781872,train
7896,874781915,train
14178,874781915,train
9138,874781994,train
11725,874781994,train
73273,874781994,train
3896,874782022,train
68296,874782022,train
4213,874782068,train
6133,874782068,train
33875,874782100,train
6851,874782127,train
3239,874782190,train
74415,874782190,train
85737,874782191,train
34861,874782228,train
48679,874783018,train
34985,874783052,train
66635,874783052,train
34872,874783298,train
90748,874783470,train
33631,874784095,train
340,874784266,train
52661,874784337,train
82057,874784337,train
37374,874784338,train
30372,874784385,train
19242,874784440,train
22911,874784440,train
23498,874784440,train
95578,874784440,train
19995,874784466,train
39796,874784466,train
76096,874784466,train
12549,874784497,train
21055,874784538,train
25894,874784557,train
26516,874784575,train
17123,874784615,train
9106,874784638,train
32925,874784638,train
15684,874784668,train
33141,874784668,train
56973,874784712,train
34899,874784972,train
22151,874785024,train
22287,874785165,train
25307,874785165,train
14105,874785194,train
19933,874785233,train
27378,874785233,train
66267,874785233,train
2546,874785348,train
62273,874785447,train
82770,874785448,train
23931,874785474,train
42036,874785474,train
6657,874785526,train
15469,874785526,train
21797,874785526,train
23472,874785526,train
70788,874785526,train
47135,874785551,train
73637,874785552,train
6232,874785582,train
74732,874785582,train
9302,874785624,train
41603,874785624,train
55658,874785624,train
37664,874785652,train
3381,874785675,train
44172,874785701,train
3617,874785728,train
42408,874785728,train
23870,874785756,train
35137,874785756,train
1974,874785809,train
7840,874785809,train
35788,874785809,train
59963,874785809,train
1321,874785843,train
12840,874785843,train
16036,874785843,train
88554,874785843,train
92746,874785843,train
1938,874785889,train
18448,874785889,train
5244,874785926,train
17211,874785926,train
26439,874785926,train
44594,874785926,train
36233,874785957,train
40797,874785957,train
63454,874785957,train
16458,874785985,train
13978,874786016,train
46891,874786016,train
29211,874786037,train
14406,874786066,train
6925,874786098,train
21426,874786098,train
37859,874786098,train
92581,874786098,train
39261,874786122,train
14478,874786220,train
20814,874786220,train
37251,874786244,train
20414,874786337,train
99295,874786338,train
834,874786366,train
42921,874786366,train
193,874786392,train
13962,874786392,train
31960,874786392,train
1057,874786419,train
20132,874786419,train
32051,874786419,train
53440,874786419,train
59559,874786438,train
62761,874786439,train
97143,874786460,train
308,874786462,train
14889,874786467,train
29764,874786467,train
64741,874786467,train
79310,874786467,train
741,874786488,train
75865,874786488,train
40732,874786512,train
15897,874786513,train
1735,874786517,train
59497,874786517,train
19770,874786538,train
7876,874786568,train
13465,874786568,train
30088,874786568,train
44662,874786568,train
48904,874786568,train
8805,874786605,train
13609,874786605,train
28888,874786605,train
88830,874786605,train
6753,874786632,train
21317,874786632,train
86111,874786632,train
13125,874786657,train
37942,874786657,train
59821,874786657,train
63130,874786664,train
98552,874786664,train
2123,874786686,train
6051,874786686,train
22649,874786686,train
55521,874786686,train
77943,874786686,train
91485,874786686,train
61610,874786695,train
24043,874786713,train
42836,874786713,train
55406,874786713,train
48051,874786734,train
31836,874786746,train
14668,874786756,train
43961,874786756,train
83995,874786756,train
4761,874786770,train
6513,874786770,train
4823,874786784,train
82212,874786784,train
92789,874786784,train
6567,874786793,train
1480,874786807,train
25304,874786807,train
40258,874786807,train
2541,874786831,train
22608,874786831,train
6931,874786854,train
37744,874786854,train
52019,874786854,train
14235,874786876,train
15366,874786876,train
55010,874786880,train
9244,874786897,train
9650,874786897,train
11381,874786903,train
22541,874786924,train
54335,874786924,train
59744,874786924,train
79380,874786924,train
445,874786926,train
29786,874786945,train
47894,874786950,train
16492,874786964,train
3583,874786974,train
64756,874786993,train
21637,874787006,train
37254,874787006,train
97163,874787016,train
34880,874787017,train
34838,874787044,train
57002,874787044,train
35472,874787059,train
38853,874787065,train
57713,874787065,train
89582,874787083,train
17722,874787090,train
22206,874787091,train
68734,874787109,train
4248,874787116,train
51977,874787116,train
45277,874787144,train
7672,874787150,train
8389,874787150,train
47472,874787150,train
9689,874787162,train
14680,874787172,train
27435,874787172,train
11486,874787195,train
26566,874787195,train
8179,874787204,train
57720,874787204,train
28193,874787214,train
6486,874787237,train
87764,874787256,train
26970,874787288,train
21823,874787300,train
5229,874787330,train
49952,874787330,train
1552,874787350,train
2278,874787353,train
13782,874787353,train
22063,874787353,train
25483,874787353,train
4748,874787370,train
96245,874787376,train
84397,874787387,train
38374,874787407,train
45452,874787407,train
49821,874787407,train
72157,874787407,train
4702,874787410,train
725,874787441,train
16344,874787441,train
43487,874787441,train
50566,874787441,train
90529,874787441,train
27653,874787449,train
13175,874787467,train
71119,874787467,train
87647,874787467,train
4041,874787496,train
6400,874787496,train
39450,874787496,train
3025,874787497,train
539,874787526,train
1335,874787526,train
26698,874787526,train
30962,874787526,train
53387,874787526,train
21091,874787549,train
80656,874787549,train
97380,874787549,train
96009,874787587,train
10246,874787647,train
99852,874787738,train
9420,874787774,train
3092,874787860,train
10405,874787861,train
8506,874788045,train
15403,874788187,train
9974,874788290,train
70630,874788318,train
28274,874788388,train
70262,874788443,train
48599,874788566,train
91874,874788755,train
77647,874788804,train
39406,874788957,train
30631,874789001,train
69178,874789005,train
57673,874789084,train
95601,874789109,train
78100,874789155,train
10391,874789279,train
25671,874789279,train
12947,874789299,train
35586,874789332,train
48000,874789474,train
51343,874789538,train
70797,874789704,train
76088,874789704,train
43106,874790439,train
32044,874790629,train
36288,874790629,train
1822,874790773,train
17085,874790773,train
32863,874790773,train
64156,874790801,train
45122,874790813,train
627,874790826,train
97303,874790826,train
1855,874790855,train
13889,874790855,train
31089,874790875,train
13604,874790903,train
14560,874790903,train
37166,874790903,train
17500,874790926,train
36242,874790930,train
40354,874790952,train
3353,874790972,train
72263,874790995,train
8891,874790996,train
54670,874790996,train
44045,874790998,train
84,874791025,train
43298,874791025,train
17423,874791048,train
7522,874791101,train
21456,874791101,train
33534,874791101,train
78203,874791101,train
42632,874791102,train
73026,874791102,train
81304,874791102,train
25457,874791123,train
8161,874791145,train
78637,874791145,train
2633,874791169,train
3986,874791169,train
18434,874791169,train
46587,874791172,train
19368,874791194,train
31239,874791194,train
34492,874791194,train
36620,874791194,train
42154,874791214,train
47154,874791236,train
12758,874791257,train
35933,874791297,train
18092,874791316,train
45527,874791339,train
88192,874791339,train
2193,874791383,train
21028,874791383,train
49349,874791383,train
24139,874791407,train
66928,874791407,train
68143,874791420,train
2605,874791444,train
23227,874791464,train
18777,874791487,train
88751,874791488,train
4056,874791506,train
37270,874791506,train
4055,874791527,train
2826,874791623,train
4477,874791623,train
10743,874791623,train
11806,874791623,train
17963,874791623,train
45164,874791623,train
11934,874791667,train
17033,874791667,train
20962,874791667,train
39897,874791667,train
31102,874791671,train
5708,874791694,train
27752,874791695,train
19523,874791747,train
32516,874791786,train
38787,874791786,train
44,874791805,train
26409,874791805,train
7283,874791806,train
7751,874791806,train
39403,874791830,train
35289,874791850,train
74539,874791870,train
583,874791871,train
2806,874791871,train
33365,874791871,train
50933,874791871,train
27839,874791894,train
50007,874791894,train
39,874791932,train
28048,874791932,train
26510,874791960,train
30274,874791960,train
32234,874791960,train
38546,874791960,train
47876,874791960,train
36188,874791976,train
42775,874791976,train
4534,874791993,train
45715,874791993,train
53914,874791993,train
16471,874792018,train
45662,874792018,train
88442,874792018,train
53785,874792031,train
3030,874792040,train
3380,874792094,train
11065,874792094,train
13336,874792094,train
32428,874792094,train
36578,874792094,train
13042,874792118,train
21463,874792118,train
27105,874792142,train
5206,874792143,train
59257,874792143,train
7416,874792168,train
2556,874792189,train
99097,874792194,train
20643,874792216,train
56520,874792232,train
60425,874792237,train
13847,874792277,train
78468,874792277,train
60544,874792285,train
61069,874792285,train
17870,874792310,train
63913,874792310,train
73140,874792310,train
32361,874792366,train
46450,874792366,train
71308,874792366,train
82571,874792366,train
57763,874792369,train
99195,874792369,train
4531,874792401,train
30376,874792401,train
32259,874792402,train
40373,874792402,train
40987,874792402,train
72642,874792403,train
78943,874792435,train
81614,874792435,train
353,874792436,train
6356,874792436,train
24202,874792436,train
27427,874792436,train
45572,874792436,train
75975,874792442,train
7373,874792483,train
8167,874792483,train
13414,874792483,train
45620,874792483,train
89250,874792483,train
92966,874792483,train
63791,874792491,train
80593,874792491,train
70885,874792519,train
1900,874792520,train
10453,874792520,train
15379,874792520,train
40129,874792520,train
92338,874792520,train
59645,874792521,train
84112,874792521,train
684,874792547,train
15565,874792547,train
17373,874792547,train
44603,874792547,train
67528,874792547,train
60406,874792570,train
97370,874792570,train
1982,874792574,train
2089,874792574,train
25693,874792574,train
80311,874792591,train
15061,874792601,train
67494,874792601,train
2895,874792634,train
10672,874792634,train
12571,874792634,train
12771,874792634,train
30137,874792634,train
33017,874792634,train
89465,874792650,train
8238,874792663,train
16245,874792663,train
20356,874792663,train
50502,874792663,train
52748,874792663,train
59387,874792663,train
83170,874792663,train
6142,874792692,train
11118,874792692,train
12892,874792692,train
15475,874792692,train
47442,874792692,train
59001,874792692,train
67619,874792692,train
95268,874792698,train
10587,874792711,train
5484,874792745,train
15215,874792745,train
29431,874792745,train
77896,874792752,train
85404,874792752,train
10303,874792767,train
16432,874792767,train
70117,874792778,train
15895,874792793,train
1746,874792794,train
76259,874792794,train
64605,874792813,train
87218,874792813,train
61588,874792835,train
5503,874792839,train
5952,874792839,train
8960,874792839,train
79766,874792839,train
85054,874792860,train
10174,874792870,train
10523,874792870,train
10947,874792870,train
31396,874792870,train
65700,874792870,train
86873,874792870,train
78492,874792889,train
99974,874792889,train
632,874792907,train
1100,874792907,train
15685,874792907,train
28746,874792907,train
34208,874792907,train
547,874792945,train
10941,874792945,train
21738,874792969,train
53977,874792969,train
2706,874792989,train
61230,874793022,train
70447,874793022,train
95743,874793022,train
237,874793035,train
17100,874793035,train
22788,874793035,train
63640,874793035,train
83059,874793049,train
25276,874793062,train
59313,874793062,train
22370,874793092,train
40274,874793118,train
54384,874793130,train
63689,874793196,train
43540,874793198,train
59946,874793218,train
87905,874793218,train
64084,874793368,train
96409,874793418,train
78004,874793469,train
89824,874793469,train
57569,874793517,train
62669,874793517,train
68713,874793517,train
96032,874793517,train
64521,874793574,train
68330,874793574,train
93933,874793574,train
60074,874793649,train
66814,874793649,train
75611,874793649,train
59718,874793773,train
64038,874793773,train
74776,874793773,train
62480,874793806,train
73891,874793847,train
99450,874793847,train
57604,874793848,train
93763,874793848,train
97085,874793848,train
91168,874793852,train
61979,874793898,train
73615,874793898,train
85282,874793898,train
87833,874793898,train
64688,874793933,train
92010,874793969,train
80078,874794386,train
96426,874794386,train
7279,874795448,train
36364,874795500,train
35449,874795538,train
98294,874795574,train
8723,874795613,train
28836,874795613,train
31924,874795634,train
33070,874795637,train
34192,874795637,train
14133,874795704,train
35530,874795704,train
8394,874795729,train
22074,874795729,train
8047,874795751,train
1825,874795772,train
48932,874795772,train
35570,874795795,train
45582,874795795,train
99998,874795795,train
31448,874795823,train
34320,874795823,train
75195,874795823,train
91567,874795823,train
26736,874795868,train
32139,874795888,train
14401,874795928,train
19987,874795949,train
28613,874795951,train
4699,874795988,train
15908,874795988,train
3831,874796116,train
87985,874796151,train
36186,874796201,train
8182,874796373,train
47374,874796373,train
53413,874796373,train
37536,874796400,train
5084,874796412,train
7179,874796412,train
41353,874796412,train
40241,874796421,train
3459,874805453,train
20006,874805453,train
50219,874805577,train
34314,874805610,train
7890,874805668,train
29668,874805699,train
46022,874805699,train
4873,874805768,train
18546,874805804,train
21374,874805804,train
69436,874805804,train
39670,874805860,train
77260,874805860,train
41049,874805892,train
51169,874805892,train
98525,874805892,train
63815,874805893,train
2095,874805927,train
16429,874805927,train
18330,874805927,train
46744,874805927,train
66344,874805927,train
6009,874805958,train
14066,874805958,train
26682,874805958,train
35663,874805984,train
46425,874805984,train
88406,874805984,train
35308,874806006,train
19835,874809057,train
50565,874809057,train
12373,874809091,train
7944,874809192,train
36323,874809292,train
83141,874809850,train
32415,874813268,train
39391,874813477,train
4052,874813703,train
11154,874813703,train
12884,874813703,train
16480,874813703,train
88455,874813703,train
79973,874815541,train
84660,874815542,train
87882,874815542,train
73503,874815593,train
89630,874815593,train
91810,874815593,train
54298,874815649,train
80711,874815649,train
58224,874815679,train
65410,874815679,train
66914,874815789,train
68908,874815789,train
72595,874815789,train
56588,874815835,train
69419,874815835,train
93219,874815835,train
97818,874815835,train
59440,874815836,train
61238,874815836,train
91617,874815836,train
54798,874815885,train
78345,874815885,train
94789,874815885,train
55253,874815947,train
58986,874815947,train
67065,874815947,train
69124,874815947,train
83889,874815947,train
88158,874815947,train
93525,874815947,train
98148,874815947,train
60093,874816007,train
65800,874816007,train
66078,874816007,train
76632,874816007,train
93390,874816007,train
23398,874824313,train
10517,874825826,train
10695,874825826,train
12614,874825826,train
26319,874825826,train
37880,874825826,train
41282,874825826,train
44136,874825826,train
34058,874825827,train
69801,874826502,train
93881,874826502,train
71712,874826565,train
62441,874826629,train
82076,874827023,train
71564,874827062,train
89411,874827103,train
56249,874827247,train
84148,874827283,train
98326,874827486,train
81686,874827508,train
92344,874827526,train
92576,874827595,train
48675,874827614,train
87263,874827623,train
67827,874827725,train
74367,874827755,train
82432,874827755,train
66743,874827789,train
95768,874827818,train
56692,874827884,train
62703,874827920,train
71130,874827960,train
52977,874828027,train
78174,874828027,train
71069,874828097,train
85310,874828163,train
96603,874828198,train
48925,874828242,train
58615,874828278,train
65092,874828296,train
89758,874828296,train
94431,874828296,train
52286,874828349,train
94611,874828384,train
68655,874828391,train
93759,874828453,train
62513,874828569,train
98928,874828569,train
80029,874828592,train
82023,874828592,train
79749,874828640,train
86113,874828640,train
71833,874828649,train
96457,874828649,train
71373,874828769,train
66198,874828772,train
87860,874828772,train
89829,874828772,train
78573,874828812,train
50307,874828826,train
54787,874828826,train
75300,874828826,train
96847,874828826,train
67891,874828864,train
76162,874828864,train
81381,874828864,train
88464,874828864,train
69185,874828897,train
64873,874828902,train
97764,874828903,train
57881,874828967,train
79136,874828967,train
79846,874828967,train
90565,874828967,train
85249,874828981,train
74290,874829010,train
88697,874829035,train
73883,874829056,train
85166,874829129,train
50041,874829152,train
53134,874829152,train
69934,874829152,train
80393,874829161,train
88174,874829161,train
58438,874829174,train
96382,874829187,train
88974,874829230,train
70846,874829249,train
75853,874829249,train
49528,874829258,train
83971,874829258,train
87004,874829258,train
94652,874829258,train
67201,874829287,train
73137,874829287,train
66641,874829296,train
84166,874829296,train
56814,874829333,train
95535,874829333,train
96452,874829355,train
98793,874829373,train
81630,874829427,train
74546,874829446,train
88482,874829484,train
59501,874829637,train
67740,874829637,train
95488,874829637,train
64433,874829670,train
91392,874829705,train
78830,874829706,train
62411,874829733,train
62950,874829733,train
81072,874829743,train
90727,874829743,train
86697,874829753,train
74160,874829883,train
96444,874829883,train
52158,874829924,train
52304,874829924,train
77624,874829924,train
78127,874829924,train
74314,874829968,train
75250,874829990,train
69816,874830026,train
69421,874830068,train
74260,874830101,train
65576,874830103,train
84316,874830122,train
83830,874830137,train
69909,874830160,train
93799,874830160,train
61481,874830168,train
90431,874830305,train
96566,874830313,train
99585,874830314,train
71524,874830338,train
55647,874830344,train
66552,874830344,train
77548,874830372,train
81019,874830372,train
86613,874830424,train
68142,874830432,train
84118,874830513,train
91736,874830550,train
79752,874830598,train
55614,874830675,train
95965,874830748,train
94833,874830790,train
96155,874830819,train
57528,874830864,train
85849,874830864,train
48612,874830908,train
50709,874830908,train
77108,874830954,train
57627,874830998,train
50957,874831050,train
98376,874831050,train
54329,874831194,train
51502,874831227,train
81378,874831227,train
48819,874831383,train
50309,874831383,train
54129,874831383,train
69172,874831383,train
70096,874831383,train
76794,874831383,train
76906,874831383,train
77614,874831383,train
82714,874831383,train
84762,874831383,train
70533,874832096,train
81835,874832096,train
59134,874832132,train
52326,874832788,train
62768,874832788,train
51453,874833603,train
1206,874833668,train
78120,874833668,train
92122,874833668,train
19949,874833687,train
3270,874833705,train
94890,874833726,train
2098,874833746,train
22374,874833746,train
41073,874833788,train
1171,874833827,train
28155,874833841,train
44194,874833857,train
24,874833878,train
48409,874833878,train
4848,874833911,train
25195,874833936,train
42086,874833936,train
57764,874833936,train
3310,874833962,train
40633,874833962,train
40783,874833962,train
21079,874833983,train
24239,874834001,train
54006,874834019,train
78108,874834019,train
75351,874834037,train
57092,874834054,train
60602,874834054,train
60402,874834071,train
28442,874834128,train
31983,874834146,train
42465,874834165,train
98203,874834165,train
11732,874834184,train
41023,874834220,train
97187,874834236,train
3808,874834254,train
20980,874834254,train
3859,874834289,train
33161,874834308,train
13423,874834323,train
9287,874834345,train
22931,874834345,train
7776,874834358,train
36183,874834388,train
70406,874834388,train
54191,874834389,train
87060,874834389,train
1702,874834481,train
3264,874834481,train
5124,874834481,train
17024,874834481,train
18046,874834481,train
32558,874834481,train
43417,874834481,train
43909,874834481,train
44316,874834481,train
49119,874834481,train
8507,874834701,train
20797,874834701,train
29628,874834701,train
67253,874834701,train
32107,874834735,train
56905,874834735,train
83737,874834735,train
2642,874834768,train
5723,874834768,train
6714,874834768,train
10623,874834768,train
24163,874834768,train
78574,874834768,train
2944,874834799,train
6467,874834799,train
13405,874834799,train
22656,874834799,train
28635,874834799,train
31171,874834799,train
51177,874834799,train
4231,874834827,train
7544,874834827,train
22441,874834827,train
61684,874834827,train
4451,874834850,train
25822,874834850,train
32109,874834850,train
8301,874834875,train
14194,874834875,train
31986,874834875,train
7784,874834876,train
2564,874834895,train
68131,874834895,train
3560,874834914,train
21540,874834914,train
33548,874834914,train
19,874834944,train
3232,874834944,train
6693,874834944,train
14058,874834944,train
72259,874834944,train
99474,874834944,train
2762,874834963,train
5765,874834963,train
29027,874834963,train
27127,874835024,train
48970,874835024,train
73965,874835024,train
8538,874835062,train
9401,874835062,train
28395,874835062,train
33561,874835062,train
60969,874835062,train
65811,874835062,train
85,874835091,train
18572,874835091,train
13691,874835116,train
33873,874835116,train
3458,874835141,train
16839,874835141,train
34109,874835141,train
757,874835165,train
11202,874835165,train
27219,874835165,train
73360,874835165,train
13446,874835198,train
28394,874835198,train
66795,874835198,train
87932,874835198,train
51360,874835218,train
2183,874835242,train
27880,874835242,train
96564,874835242,train
6533,874835279,train
28113,874835279,train
36628,874836608,train
55080,874836608,train
52720,874836629,train
79124,874836629,train
3059,874836682,train
24199,874836682,train
32648,874836682,train
54233,874836703,train
91695,874836725,train
67277,874853605,train
74159,874853605,train
74926,874853605,train
76343,874853605,train
96049,874853634,train
84647,874853635,train
92655,874853635,train
70847,874853666,train
86349,874853666,train
90498,874853688,train
67559,874853734,train
86501,874853734,train
90350,874853734,train
84897,874853755,train
66792,874853779,train
86527,874853779,train
84145,874853819,train
95324,874853819,train
96277,874853819,train
90581,874853846,train
81296,874853869,train
89454,874853898,train
94801,874853899,train
78243,874853927,train
95749,874853927,train
98259,874853927,train
68187,874853957,train
83968,874853957,train
88414,874853957,train
94351,874853957,train
67049,874853977,train
81419,874853977,train
92371,874854009,train
70919,874854031,train
79593,874854031,train
90954,874854062,train
96989,874854062,train
75954,874854081,train
85456,874854100,train
91660,874854100,train
67367,874854135,train
73110,874854135,train
88342,874854135,train
99059,874854135,train
72924,874854161,train
99318,874854161,train
81267,874854190,train
94831,874854190,train
95563,874854190,train
70722,874854217,train
74369,874854217,train
87136,874854217,train
69635,874854251,train
81969,874854251,train
92004,874854251,train
95582,874854251,train
67129,874854294,train
78926,874854294,train
93621,874854294,train
82366,874854315,train
85066,874854338,train
85685,874854338,train
76907,874854383,train
77115,874854383,train
91334,874854383,train
95138,874854383,train
97330,874854402,train
87670,874854424,train
94145,874854424,train
82747,874854444,train
97318,874854444,train
91719,874854461,train
82171,874854479,train
84522,874854589,train
87336,874854589,train
68748,874854611,train
79323,874854611,train
78691,874854629,train
97783,874854651,train
85845,874854652,train
67302,874854678,train
73826,874854678,train
80611,874854678,train
99039,874854696,train
84584,874854697,train
84193,874854723,train
92459,874854723,train
94893,874854723,train
84027,874854745,train
97978,874854745,train
75967,874854762,train
95357,874854783,train
99581,874854783,train
93550,874854813,train
69759,874854853,train
91467,874854874,train
97530,874854874,train
74618,874854932,train
83101,874854932,train
89892,874854932,train
66676,874854953,train
87199,874854953,train
92608,874854994,train
97268,874854994,train
74921,874855020,train
98050,874855020,train
99732,874855020,train
77539,874855069,train
95821,874855069,train
88540,874855104,train
98668,874855104,train
95835,874855121,train
93172,874855138,train
45501,874861639,train
44150,874861699,train
50258,874861699,train
32743,874861792,train
70808,874861792,train
34928,874862036,train
52023,874862036,train
27870,874862229,train
35508,874862229,train
98604,874862646,train
57515,874862734,train
31157,874862879,train
30979,874862966,train
54031,874862967,train
91853,874862967,train
31425,874863035,train
63743,874863035,train
83196,874863035,train
97744,874863035,train
50627,874863155,train
53541,874863155,train
54106,874863155,train
83819,874863155,train
36622,874863269,train
44320,874863269,train
77224,874863269,train
91709,874863269,train
37259,874863336,train
48350,874863336,train
99083,874863336,train
38778,874863436,train
48562,874863436,train
86370,874863436,train
48277,874863549,train
51276,874863549,train
71197,874863549,train
47526,874863550,train
36883,874863734,train
57061,874863734,train
35436,874863803,train
67813,874863803,train
77435,874863803,train
93412,874863803,train
50642,874863878,train
58133,874863878,train
71559,874864034,train
72599,874864034,train
86430,874864034,train
69520,874864094,train
31810,874864182,train
37515,874864182,train
84186,874864182,train
77228,874864183,train
45372,874864346,train
57524,874864346,train
58072,874864346,train
78957,874864346,train
47226,874864347,train
45863,874864421,train
33769,874864666,train
63920,874864666,train
97765,874864666,train
43925,874864736,train
53561,874864737,train
54457,874864737,train
37347,874864857,train
34794,874864870,train
38724,874864870,train
43831,874864870,train
81192,874864870,train
33046,874865635,train
37960,874865635,train
37979,874865635,train
60947,874865636,train
29680,874865728,train
42223,874865728,train
66115,874865923,train
55457,874866116,train
78055,874866116,train
43789,874866208,train
49874,874866208,train
50052,874866208,train
58453,874866208,train
33300,874866319,train
52559,874866319,train
38604,874866535,train
39096,874866535,train
47685,874866535,train
54800,874866535,train
88883,874866535,train
52279,874867740,train
3872,874867741,train
21531,874867741,train
4818,874867757,train
7351,874867757,train
24068,874867785,train
40803,874867785,train
53688,874867785,train
9431,874867786,train
7888,874867824,train
27300,874867824,train
3683,874867852,train
30864,874867852,train
61829,874867852,train
24877,874867912,train
73940,874867912,train
6474,874867966,train
73010,874867994,train
10958,874868027,train
36980,874868027,train
37031,874868027,train
53320,874868027,train
9028,874868045,train
1924,874868097,train
1705,874868146,train
2139,874868146,train
44317,874868146,train
58008,874868169,train
42121,874868210,train
2932,874868255,train
10148,874868255,train
32452,874868284,train
37903,874868304,train
12385,874868327,train
55469,874868327,train
27254,874868382,train
41790,874868382,train
31517,874868580,train
5580,874868629,train
25740,874868629,train
16912,874868647,train
11569,874868791,train
