row_id,cluster,silhouette,external_species
120,0,0.567597,0
121,0,0.568914,0
122,0,0.547608,0
123,0,0.491636,0
124,0,0.464592,0
125,0,0.536596,0
126,0,0.60226,0
127,0,0.485023,0
128,0,0.561373,0
129,0,0.20342,0
130,0,0.619342,0
131,0,0.575693,0
132,0,0.60386,0
133,0,0.411477,0
134,0,0.612361,0
135,0,0.558466,0
136,0,0.563063,0
137,0,0.523875,0
138,0,0.530322,0
139,0,0.502353,0
140,0,0.556281,0
141,0,0.587533,0
142,0,0.395057,0
143,0,0.541703,0
144,0,0.526759,0
145,0,0.637494,0
146,0,0.554226,0
147,0,0.616393,0
148,0,0.559661,0
149,0,0.592687,0
150,0,0.545163,0
151,0,0.485954,0
152,0,0.508494,1
153,0,0.3976,1
154,0,0.397466,1
155,0,0.575989,1
156,0,0.333474,1
157,0,0.416931,1
158,0,0.534368,1
159,0,0.303301,1
160,0,0.460727,1
161,0,0.371222,1
162,0,0.462858,1
163,0,0.381669,1
164,0,0.461413,1
165,0,0.14904,1
166,0,0.46988,1
167,0,0.311733,1
168,0,0.425175,1
169,0,0.192045,1
170,0,0.548254,1
171,0,0.243759,1
172,0,0.563645,1
173,0,0.432714,1
174,0,0.497198,1
175,0,0.409531,1
176,0,0.485971,1
177,0,0.259423,1
178,0,0.348371,1
179,0,0.370765,1
180,0,0.495713,1
181,0,0.108167,1
182,0,0.53606,1
183,0,0.203756,1
184,0,0.527333,1
185,0,0.20795,1
186,0,0.419264,1
187,0,0.20053,1
188,0,0.440849,1
189,0,0.0500319,1
190,0,0.399282,1
191,0,0.0962188,1
192,0,0.2315,1
193,0,0.500338,1
194,0,0.395263,1
195,0,0.422957,1
196,0,0.315144,1
197,0,0.111949,1
198,0,0.413644,1
199,0,0.120069,1
200,0,0.418639,1
201,0,0.266774,1
202,0,0.253355,1
203,0,0.272627,1
204,0,0.470643,1
205,0,0.284684,1
206,0,0.5758,1
207,0,0.341105,1
208,0,0.449313,1
209,0,0.329567,1
210,0,0.311313,1
211,0,0.553371,1
212,0,0.217115,1
213,0,0.375712,1
214,0,0.41134,1
215,0,0.109872,1
216,0,0.483913,1
217,0,0.39675,1
218,0,0.107131,1
219,0,0.360187,1
220,1,0.572231,2
221,1,0.61303,2
222,1,0.571898,2
223,1,0.672631,2
224,1,0.698092,2
225,1,0.587068,2
226,1,0.633042,2
227,1,0.70043,2
228,1,0.485968,2
229,1,0.681303,2
230,1,0.497486,2
231,1,0.639456,2
232,1,0.632844,2
233,1,0.640629,2
234,1,0.468824,2
235,1,0.639817,2
236,1,0.392982,2
237,1,0.599157,2
238,1,0.621704,2
239,1,0.708747,2
240,1,0.66942,2
241,1,0.678076,2
242,1,0.582319,2
243,1,0.638196,2
244,1,0.587791,2
245,1,0.686347,2
246,1,0.479055,2
247,1,0.673818,2
248,1,0.608432,2
249,1,0.688128,2
250,1,0.702374,2
251,1,0.526539,2
252,1,0.59383,2
253,1,0.438534,2
254,1,0.712057,2
255,1,0.644151,2
256,1,0.585488,2
257,1,0.457322,2
258,1,0.481456,2
259,1,0.590665,2
260,1,0.3215,2
261,1,0.649518,2
262,1,0.519409,2
263,1,0.654876,2
264,1,0.661566,2
265,1,0.634774,2
266,1,0.491306,2
267,1,0.660619,2
268,1,0.633008,2
269,1,0.625208,2
270,1,0.646897,2
271,1,0.704475,2
272,1,0.533355,2
273,1,0.67633,2
274,1,0.699482,2
275,1,0.659225,2
276,1,0.459344,2
277,1,0.685086,2
278,1,0.458425,2
279,1,0.681047,2
280,1,0.463791,2
281,1,0.701354,2
282,1,0.587352,2
283,1,0.583002,2
284,1,0.66551,2
285,1,0.581422,2
286,1,0.651107,2
287,1,0.617781,2
288,1,0.614041,2
289,1,0.683109,2
290,1,0.67067,2
291,1,0.668597,2
292,1,0.688665,2
293,1,0.708331,2
294,1,0.654701,2
295,1,0.621212,2
296,1,0.598823,2
297,1,0.591358,2
298,1,0.649935,2
299,1,0.565984,2
300,1,0.623388,2
301,1,0.643624,2
302,1,0.651647,2
303,1,0.667656,2
304,1,0.626108,2
305,1,0.54548,2
306,1,0.591704,2
307,1,0.673549,2
308,1,0.668569,2
309,1,0.555665,2
310,1,0.703506,2
311,1,0.549003,2
312,1,0.641072,2
313,1,0.649917,2
314,1,0.642029,2
315,1,0.657145,2
316,1,0.637535,2
317,1,0.692534,2
318,1,0.497905,2
319,1,0.609271,2
320,1,0.689837,2
321,1,0.503632,2
322,1,0.666475,2
323,1,0.67689,2
324,1,0.667418,2
325,1,0.623509,2
326,1,0.473986,2
327,1,0.610821,2
328,1,0.510743,2
329,1,0.630992,2
330,1,0.666022,2
331,1,0.616178,2
332,1,0.536822,2
333,1,0.607664,2
334,1,0.598664,2
335,1,0.556287,2
336,1,0.597769,2
337,1,0.608938,2
338,1,0.674963,2
339,0,0.370362,2
340,1,0.690256,2
341,1,0.656708,2
342,1,0.655621,2
343,1,0.614849,2
