row_id,partition,fold
373,cv_train,0
318,cv_train,0
202,cv_train,0
13,cv_train,0
305,cv_train,0
59,cv_train,0
275,cv_train,0
351,cv_train,0
422,cv_train,0
319,cv_train,0
154,cv_train,0
361,cv_train,0
417,cv_train,0
166,cv_train,0
223,cv_train,0
270,cv_train,0
337,cv_train,0
81,cv_train,0
215,cv_train,0
255,cv_train,0
398,cv_train,0
268,cv_train,0
330,cv_train,0
3,cv_train,0
394,cv_train,0
155,cv_train,0
108,cv_train,0
184,cv_train,0
427,cv_train,0
31,cv_train,0
28,cv_train,0
277,cv_train,0
178,cv_train,0
20,cv_train,0
35,cv_train,0
424,cv_train,0
344,cv_train,0
174,cv_train,0
230,cv_train,0
372,cv_train,0
377,cv_train,0
46,cv_train,0
182,cv_train,0
363,cv_train,0
382,cv_train,0
386,cv_train,0
412,cv_train,0
123,cv_train,0
80,cv_train,0
168,cv_train,0
150,cv_train,0
90,cv_train,0
36,cv_train,0
415,cv_train,0
392,cv_train,0
206,cv_train,0
76,cv_train,0
429,cv_train,0
293,cv_train,0
406,cv_train,0
53,cv_train,0
320,cv_train,0
133,cv_train,0
331,cv_train,0
287,cv_train,0
140,cv_train,0
204,cv_train,0
340,cv_train,0
407,cv_train,0
227,cv_train,0
391,cv_train,0
29,cv_train,0
288,cv_train,0
109,cv_train,0
353,cv_train,0
245,cv_train,0
315,cv_train,0
190,cv_train,0
375,cv_train,0
259,cv_train,0
119,cv_train,0
25,cv_train,0
395,cv_train,0
338,cv_train,0
99,cv_train,0
63,cv_train,0
254,cv_train,0
374,cv_train,0
102,cv_train,0
191,cv_train,0
388,cv_train,0
400,cv_train,0
364,cv_train,0
335,cv_train,0
349,cv_train,0
350,cv_train,0
198,cv_train,0
55,cv_train,0
339,cv_train,0
251,cv_train,0
9,cv_train,0
432,cv_train,0
281,cv_train,0
84,cv_train,0
97,cv_train,0
142,cv_train,0
387,cv_train,0
172,cv_train,0
91,cv_train,0
118,cv_train,0
32,cv_train,0
11,cv_train,0
221,cv_train,0
173,cv_train,0
381,cv_train,0
285,cv_train,0
6,cv_train,0
116,cv_train,0
66,cv_train,0
367,cv_train,0
143,cv_train,0
137,cv_train,0
146,cv_train,0
413,cv_train,0
164,cv_train,0
37,cv_train,0
219,cv_train,0
329,cv_train,0
22,cv_train,0
132,cv_train,0
346,cv_train,0
71,cv_train,0
175,cv_train,0
379,cv_train,0
263,cv_train,0
359,cv_train,0
153,cv_train,0
241,cv_train,0
200,cv_train,0
411,cv_train,0
77,cv_train,0
240,cv_train,0
271,cv_train,0
292,cv_train,0
302,cv_train,0
87,cv_train,0
265,cv_train,0
234,cv_train,0
235,cv_train,0
266,cv_train,0
389,cv_train,0
383,cv_train,0
125,cv_train,0
17,cv_train,0
129,cv_train,0
148,cv_train,0
437,cv_train,0
430,cv_train,0
27,cv_train,0
308,cv_train,0
64,cv_train,0
409,cv_train,0
14,cv_train,0
201,cv_train,0
96,cv_train,0
355,cv_train,0
348,cv_train,0
56,cv_train,0
180,cv_train,0
435,cv_train,0
332,cv_train,0
199,cv_train,0
145,cv_train,0
171,cv_train,0
224,cv_validation,0
52,cv_validation,0
278,cv_validation,0
136,cv_validation,0
176,cv_validation,0
54,cv_validation,0
210,cv_validation,0
151,cv_validation,0
24,cv_validation,0
390,cv_validation,0
323,cv_validation,0
426,cv_validation,0
110,cv_validation,0
62,cv_validation,0
358,cv_validation,0
354,cv_validation,0
384,cv_validation,0
236,cv_validation,0
73,cv_validation,0
1,cv_validation,0
38,cv_validation,0
423,cv_validation,0
209,cv_validation,0
414,cv_validation,0
220,cv_validation,0
404,cv_validation,0
104,cv_validation,0
114,cv_validation,0
334,cv_validation,0
244,cv_validation,0
290,cv_validation,0
51,cv_validation,0
68,cv_validation,0
48,cv_validation,0
128,cv_validation,0
58,cv_validation,0
169,cv_validation,0
0,cv_validation,0
438,cv_validation,0
45,cv_validation,0
425,cv_validation,0
380,cv_validation,0
163,cv_validation,0
317,cv_validation,0
298,cv_validation,0
120,cv_validation,0
280,cv_validation,0
88,cv_validation,0
414,cv_train,1
326,cv_train,1
170,cv_train,1
376,cv_train,1
93,cv_train,1
264,cv_train,1
408,cv_train,1
224,cv_train,1
317,cv_train,1
286,cv_train,1
114,cv_train,1
69,cv_train,1
282,cv_train,1
258,cv_train,1
128,cv_train,1
390,cv_train,1
431,cv_train,1
309,cv_train,1
334,cv_train,1
187,cv_train,1
385,cv_train,1
167,cv_train,1
62,cv_train,1
88,cv_train,1
373,cv_train,1
13,cv_train,1
59,cv_train,1
351,cv_train,1
422,cv_train,1
154,cv_train,1
361,cv_train,1
417,cv_train,1
358,cv_train,1
166,cv_train,1
223,cv_train,1
337,cv_train,1
81,cv_train,1
354,cv_train,1
215,cv_train,1
255,cv_train,1
398,cv_train,1
404,cv_train,1
330,cv_train,1
3,cv_train,1
155,cv_train,1
108,cv_train,1
184,cv_train,1
58,cv_train,1
427,cv_train,1
31,cv_train,1
52,cv_train,1
28,cv_train,1
178,cv_train,1
20,cv_train,1
244,cv_train,1
35,cv_train,1
424,cv_train,1
344,cv_train,1
54,cv_train,1
438,cv_train,1
230,cv_train,1
372,cv_train,1
377,cv_train,1
425,cv_train,1
46,cv_train,1
182,cv_train,1
363,cv_train,1
382,cv_train,1
51,cv_train,1
386,cv_train,1
412,cv_train,1
80,cv_train,1
168,cv_train,1
150,cv_train,1
163,cv_train,1
36,cv_train,1
415,cv_train,1
76,cv_train,1
293,cv_train,1
151,cv_train,1
380,cv_train,1
406,cv_train,1
68,cv_train,1
320,cv_train,1
133,cv_train,1
0,cv_train,1
331,cv_train,1
287,cv_train,1
140,cv_train,1
204,cv_train,1
340,cv_train,1
407,cv_train,1
227,cv_train,1
48,cv_train,1
391,cv_train,1
29,cv_train,1
288,cv_train,1
109,cv_train,1
353,cv_train,1
73,cv_train,1
426,cv_train,1
315,cv_train,1
375,cv_train,1
119,cv_train,1
136,cv_train,1
25,cv_train,1
338,cv_train,1
209,cv_train,1
99,cv_train,1
254,cv_train,1
38,cv_train,1
374,cv_train,1
191,cv_train,1
323,cv_train,1
388,cv_train,1
400,cv_train,1
364,cv_train,1
335,cv_train,1
349,cv_train,1
198,cv_train,1
55,cv_train,1
339,cv_train,1
251,cv_train,1
236,cv_train,1
9,cv_train,1
432,cv_train,1
281,cv_train,1
142,cv_train,1
172,cv_train,1
91,cv_train,1
118,cv_train,1
32,cv_train,1
221,cv_train,1
173,cv_train,1
381,cv_train,1
110,cv_train,1
285,cv_train,1
66,cv_train,1
367,cv_train,1
210,cv_train,1
137,cv_train,1
146,cv_train,1
413,cv_train,1
164,cv_train,1
37,cv_train,1
219,cv_train,1
384,cv_train,1
120,cv_train,1
1,cv_train,1
22,cv_train,1
346,cv_train,1
175,cv_train,1
379,cv_train,1
298,cv_train,1
153,cv_train,1
169,cv_train,1
411,cv_train,1
77,cv_train,1
240,cv_train,1
271,cv_train,1
220,cv_train,1
302,cv_train,1
87,cv_train,1
265,cv_train,1
234,cv_train,1
235,cv_train,1
104,cv_train,1
266,cv_train,1
24,cv_train,1
383,cv_train,1
125,cv_train,1
423,cv_train,1
17,cv_train,1
129,cv_train,1
278,cv_train,1
290,cv_train,1
280,cv_train,1
308,cv_train,1
409,cv_train,1
14,cv_train,1
201,cv_train,1
96,cv_train,1
176,cv_train,1
355,cv_train,1
348,cv_train,1
56,cv_train,1
180,cv_train,1
332,cv_train,1
199,cv_train,1
145,cv_train,1
171,cv_train,1
45,cv_train,1
356,cv_validation,1
292,cv_validation,1
241,cv_validation,1
263,cv_validation,1
89,cv_validation,1
116,cv_validation,1
259,cv_validation,1
395,cv_validation,1
392,cv_validation,1
202,cv_validation,1
102,cv_validation,1
389,cv_validation,1
329,cv_validation,1
350,cv_validation,1
435,cv_validation,1
53,cv_validation,1
90,cv_validation,1
63,cv_validation,1
275,cv_validation,1
430,cv_validation,1
174,cv_validation,1
135,cv_validation,1
84,cv_validation,1
143,cv_validation,1
123,cv_validation,1
11,cv_validation,1
148,cv_validation,1
27,cv_validation,1
319,cv_validation,1
206,cv_validation,1
387,cv_validation,1
97,cv_validation,1
277,cv_validation,1
305,cv_validation,1
437,cv_validation,1
318,cv_validation,1
394,cv_validation,1
200,cv_validation,1
270,cv_validation,1
268,cv_validation,1
6,cv_validation,1
132,cv_validation,1
359,cv_validation,1
245,cv_validation,1
71,cv_validation,1
64,cv_validation,1
429,cv_validation,1
190,cv_validation,1
89,cv_train,2
414,cv_train,2
326,cv_train,2
170,cv_train,2
376,cv_train,2
356,cv_train,2
408,cv_train,2
224,cv_train,2
317,cv_train,2
135,cv_train,2
114,cv_train,2
282,cv_train,2
258,cv_train,2
128,cv_train,2
390,cv_train,2
431,cv_train,2
309,cv_train,2
334,cv_train,2
167,cv_train,2
62,cv_train,2
88,cv_train,2
318,cv_train,2
202,cv_train,2
13,cv_train,2
305,cv_train,2
59,cv_train,2
275,cv_train,2
319,cv_train,2
154,cv_train,2
361,cv_train,2
358,cv_train,2
166,cv_train,2
223,cv_train,2
270,cv_train,2
81,cv_train,2
354,cv_train,2
398,cv_train,2
268,cv_train,2
404,cv_train,2
330,cv_train,2
3,cv_train,2
394,cv_train,2
155,cv_train,2
108,cv_train,2
184,cv_train,2
58,cv_train,2
427,cv_train,2
52,cv_train,2
28,cv_train,2
277,cv_train,2
178,cv_train,2
20,cv_train,2
244,cv_train,2
35,cv_train,2
424,cv_train,2
54,cv_train,2
174,cv_train,2
438,cv_train,2
230,cv_train,2
372,cv_train,2
425,cv_train,2
46,cv_train,2
363,cv_train,2
382,cv_train,2
51,cv_train,2
412,cv_train,2
123,cv_train,2
168,cv_train,2
90,cv_train,2
163,cv_train,2
392,cv_train,2
206,cv_train,2
429,cv_train,2
293,cv_train,2
151,cv_train,2
380,cv_train,2
406,cv_train,2
68,cv_train,2
53,cv_train,2
320,cv_train,2
133,cv_train,2
0,cv_train,2
331,cv_train,2
287,cv_train,2
140,cv_train,2
204,cv_train,2
227,cv_train,2
48,cv_train,2
391,cv_train,2
288,cv_train,2
109,cv_train,2
353,cv_train,2
245,cv_train,2
73,cv_train,2
426,cv_train,2
315,cv_train,2
190,cv_train,2
259,cv_train,2
119,cv_train,2
136,cv_train,2
25,cv_train,2
395,cv_train,2
338,cv_train,2
209,cv_train,2
63,cv_train,2
254,cv_train,2
38,cv_train,2
102,cv_train,2
191,cv_train,2
323,cv_train,2
388,cv_train,2
400,cv_train,2
364,cv_train,2
349,cv_train,2
350,cv_train,2
198,cv_train,2
339,cv_train,2
251,cv_train,2
236,cv_train,2
281,cv_train,2
84,cv_train,2
97,cv_train,2
142,cv_train,2
387,cv_train,2
91,cv_train,2
32,cv_train,2
11,cv_train,2
221,cv_train,2
381,cv_train,2
110,cv_train,2
285,cv_train,2
6,cv_train,2
116,cv_train,2
66,cv_train,2
367,cv_train,2
210,cv_train,2
143,cv_train,2
413,cv_train,2
164,cv_train,2
37,cv_train,2
219,cv_train,2
384,cv_train,2
120,cv_train,2
329,cv_train,2
1,cv_train,2
22,cv_train,2
132,cv_train,2
346,cv_train,2
71,cv_train,2
379,cv_train,2
263,cv_train,2
298,cv_train,2
359,cv_train,2
241,cv_train,2
200,cv_train,2
169,cv_train,2
411,cv_train,2
77,cv_train,2
240,cv_train,2
220,cv_train,2
292,cv_train,2
87,cv_train,2
265,cv_train,2
234,cv_train,2
235,cv_train,2
104,cv_train,2
24,cv_train,2
389,cv_train,2
423,cv_train,2
17,cv_train,2
129,cv_train,2
148,cv_train,2
437,cv_train,2
278,cv_train,2
290,cv_train,2
430,cv_train,2
280,cv_train,2
27,cv_train,2
308,cv_train,2
64,cv_train,2
409,cv_train,2
14,cv_train,2
96,cv_train,2
176,cv_train,2
355,cv_train,2
348,cv_train,2
56,cv_train,2
180,cv_train,2
435,cv_train,2
332,cv_train,2
145,cv_train,2
45,cv_train,2
340,cv_validation,2
302,cv_validation,2
373,cv_validation,2
187,cv_validation,2
153,cv_validation,2
417,cv_validation,2
36,cv_validation,2
99,cv_validation,2
9,cv_validation,2
201,cv_validation,2
432,cv_validation,2
173,cv_validation,2
374,cv_validation,2
171,cv_validation,2
55,cv_validation,2
271,cv_validation,2
76,cv_validation,2
29,cv_validation,2
255,cv_validation,2
150,cv_validation,2
125,cv_validation,2
344,cv_validation,2
182,cv_validation,2
146,cv_validation,2
199,cv_validation,2
80,cv_validation,2
415,cv_validation,2
175,cv_validation,2
172,cv_validation,2
407,cv_validation,2
266,cv_validation,2
335,cv_validation,2
215,cv_validation,2
337,cv_validation,2
118,cv_validation,2
31,cv_validation,2
385,cv_validation,2
137,cv_validation,2
93,cv_validation,2
386,cv_validation,2
286,cv_validation,2
383,cv_validation,2
69,cv_validation,2
377,cv_validation,2
422,cv_validation,2
351,cv_validation,2
375,cv_validation,2
264,cv_validation,2
89,cv_train,3
414,cv_train,3
326,cv_train,3
356,cv_train,3
93,cv_train,3
264,cv_train,3
408,cv_train,3
224,cv_train,3
317,cv_train,3
286,cv_train,3
135,cv_train,3
114,cv_train,3
69,cv_train,3
128,cv_train,3
390,cv_train,3
309,cv_train,3
334,cv_train,3
187,cv_train,3
385,cv_train,3
167,cv_train,3
62,cv_train,3
88,cv_train,3
373,cv_train,3
318,cv_train,3
202,cv_train,3
305,cv_train,3
275,cv_train,3
351,cv_train,3
422,cv_train,3
319,cv_train,3
361,cv_train,3
417,cv_train,3
358,cv_train,3
166,cv_train,3
223,cv_train,3
270,cv_train,3
337,cv_train,3
81,cv_train,3
354,cv_train,3
215,cv_train,3
255,cv_train,3
398,cv_train,3
268,cv_train,3
404,cv_train,3
330,cv_train,3
3,cv_train,3
394,cv_train,3
184,cv_train,3
58,cv_train,3
427,cv_train,3
31,cv_train,3
52,cv_train,3
277,cv_train,3
178,cv_train,3
244,cv_train,3
35,cv_train,3
424,cv_train,3
344,cv_train,3
54,cv_train,3
174,cv_train,3
438,cv_train,3
377,cv_train,3
425,cv_train,3
46,cv_train,3
182,cv_train,3
51,cv_train,3
386,cv_train,3
123,cv_train,3
80,cv_train,3
150,cv_train,3
90,cv_train,3
163,cv_train,3
36,cv_train,3
415,cv_train,3
392,cv_train,3
206,cv_train,3
76,cv_train,3
429,cv_train,3
293,cv_train,3
151,cv_train,3
380,cv_train,3
406,cv_train,3
68,cv_train,3
53,cv_train,3
0,cv_train,3
287,cv_train,3
204,cv_train,3
340,cv_train,3
407,cv_train,3
227,cv_train,3
48,cv_train,3
391,cv_train,3
29,cv_train,3
353,cv_train,3
245,cv_train,3
73,cv_train,3
426,cv_train,3
315,cv_train,3
190,cv_train,3
375,cv_train,3
259,cv_train,3
119,cv_train,3
136,cv_train,3
395,cv_train,3
338,cv_train,3
209,cv_train,3
99,cv_train,3
63,cv_train,3
38,cv_train,3
374,cv_train,3
102,cv_train,3
191,cv_train,3
323,cv_train,3
364,cv_train,3
335,cv_train,3
349,cv_train,3
350,cv_train,3
55,cv_train,3
236,cv_train,3
9,cv_train,3
432,cv_train,3
84,cv_train,3
97,cv_train,3
387,cv_train,3
172,cv_train,3
118,cv_train,3
11,cv_train,3
173,cv_train,3
110,cv_train,3
285,cv_train,3
6,cv_train,3
116,cv_train,3
66,cv_train,3
367,cv_train,3
210,cv_train,3
143,cv_train,3
137,cv_train,3
146,cv_train,3
413,cv_train,3
37,cv_train,3
384,cv_train,3
120,cv_train,3
329,cv_train,3
1,cv_train,3
132,cv_train,3
346,cv_train,3
71,cv_train,3
175,cv_train,3
263,cv_train,3
298,cv_train,3
359,cv_train,3
153,cv_train,3
241,cv_train,3
200,cv_train,3
169,cv_train,3
411,cv_train,3
271,cv_train,3
220,cv_train,3
292,cv_train,3
302,cv_train,3
87,cv_train,3
234,cv_train,3
104,cv_train,3
266,cv_train,3
24,cv_train,3
389,cv_train,3
383,cv_train,3
125,cv_train,3
423,cv_train,3
17,cv_train,3
129,cv_train,3
148,cv_train,3
437,cv_train,3
278,cv_train,3
290,cv_train,3
430,cv_train,3
280,cv_train,3
27,cv_train,3
308,cv_train,3
64,cv_train,3
14,cv_train,3
201,cv_train,3
176,cv_train,3
355,cv_train,3
56,cv_train,3
180,cv_train,3
435,cv_train,3
332,cv_train,3
199,cv_train,3
145,cv_train,3
171,cv_train,3
45,cv_train,3
281,cv_validation,3
170,cv_validation,3
77,cv_validation,3
133,cv_validation,3
363,cv_validation,3
240,cv_validation,3
331,cv_validation,3
28,cv_validation,3
376,cv_validation,3
164,cv_validation,3
155,cv_validation,3
258,cv_validation,3
96,cv_validation,3
59,cv_validation,3
109,cv_validation,3
108,cv_validation,3
388,cv_validation,3
91,cv_validation,3
20,cv_validation,3
140,cv_validation,3
219,cv_validation,3
235,cv_validation,3
142,cv_validation,3
254,cv_validation,3
372,cv_validation,3
265,cv_validation,3
13,cv_validation,3
22,cv_validation,3
288,cv_validation,3
251,cv_validation,3
198,cv_validation,3
32,cv_validation,3
25,cv_validation,3
230,cv_validation,3
154,cv_validation,3
282,cv_validation,3
339,cv_validation,3
412,cv_validation,3
381,cv_validation,3
431,cv_validation,3
168,cv_validation,3
320,cv_validation,3
379,cv_validation,3
409,cv_validation,3
221,cv_validation,3
382,cv_validation,3
400,cv_validation,3
348,cv_validation,3
89,cv_train,4
414,cv_train,4
170,cv_train,4
376,cv_train,4
356,cv_train,4
93,cv_train,4
264,cv_train,4
224,cv_train,4
317,cv_train,4
286,cv_train,4
135,cv_train,4
114,cv_train,4
69,cv_train,4
282,cv_train,4
258,cv_train,4
128,cv_train,4
390,cv_train,4
431,cv_train,4
334,cv_train,4
187,cv_train,4
385,cv_train,4
62,cv_train,4
88,cv_train,4
373,cv_train,4
318,cv_train,4
202,cv_train,4
13,cv_train,4
305,cv_train,4
59,cv_train,4
275,cv_train,4
351,cv_train,4
422,cv_train,4
319,cv_train,4
154,cv_train,4
417,cv_train,4
358,cv_train,4
270,cv_train,4
337,cv_train,4
354,cv_train,4
215,cv_train,4
255,cv_train,4
268,cv_train,4
404,cv_train,4
394,cv_train,4
155,cv_train,4
108,cv_train,4
58,cv_train,4
31,cv_train,4
52,cv_train,4
28,cv_train,4
277,cv_train,4
20,cv_train,4
244,cv_train,4
344,cv_train,4
54,cv_train,4
174,cv_train,4
438,cv_train,4
230,cv_train,4
372,cv_train,4
377,cv_train,4
425,cv_train,4
182,cv_train,4
363,cv_train,4
382,cv_train,4
51,cv_train,4
386,cv_train,4
412,cv_train,4
123,cv_train,4
80,cv_train,4
168,cv_train,4
150,cv_train,4
90,cv_train,4
163,cv_train,4
36,cv_train,4
415,cv_train,4
392,cv_train,4
206,cv_train,4
76,cv_train,4
429,cv_train,4
151,cv_train,4
380,cv_train,4
68,cv_train,4
53,cv_train,4
320,cv_train,4
133,cv_train,4
0,cv_train,4
331,cv_train,4
140,cv_train,4
340,cv_train,4
407,cv_train,4
48,cv_train,4
29,cv_train,4
288,cv_train,4
109,cv_train,4
245,cv_train,4
73,cv_train,4
426,cv_train,4
190,cv_train,4
375,cv_train,4
259,cv_train,4
136,cv_train,4
25,cv_train,4
395,cv_train,4
209,cv_train,4
99,cv_train,4
63,cv_train,4
254,cv_train,4
38,cv_train,4
374,cv_train,4
102,cv_train,4
323,cv_train,4
388,cv_train,4
400,cv_train,4
335,cv_train,4
350,cv_train,4
198,cv_train,4
55,cv_train,4
339,cv_train,4
251,cv_train,4
236,cv_train,4
9,cv_train,4
432,cv_train,4
281,cv_train,4
84,cv_train,4
97,cv_train,4
142,cv_train,4
387,cv_train,4
172,cv_train,4
91,cv_train,4
118,cv_train,4
32,cv_train,4
11,cv_train,4
221,cv_train,4
173,cv_train,4
381,cv_train,4
110,cv_train,4
6,cv_train,4
116,cv_train,4
210,cv_train,4
143,cv_train,4
137,cv_train,4
146,cv_train,4
164,cv_train,4
219,cv_train,4
384,cv_train,4
120,cv_train,4
329,cv_train,4
1,cv_train,4
22,cv_train,4
132,cv_train,4
71,cv_train,4
175,cv_train,4
379,cv_train,4
263,cv_train,4
298,cv_train,4
359,cv_train,4
153,cv_train,4
241,cv_train,4
200,cv_train,4
169,cv_train,4
77,cv_train,4
240,cv_train,4
271,cv_train,4
220,cv_train,4
292,cv_train,4
302,cv_train,4
265,cv_train,4
235,cv_train,4
104,cv_train,4
266,cv_train,4
24,cv_train,4
389,cv_train,4
383,cv_train,4
125,cv_train,4
423,cv_train,4
148,cv_train,4
437,cv_train,4
278,cv_train,4
290,cv_train,4
430,cv_train,4
280,cv_train,4
27,cv_train,4
64,cv_train,4
409,cv_train,4
201,cv_train,4
96,cv_train,4
176,cv_train,4
348,cv_train,4
435,cv_train,4
199,cv_train,4
171,cv_train,4
45,cv_train,4
413,cv_validation,4
285,cv_validation,4
367,cv_validation,4
349,cv_validation,4
178,cv_validation,4
223,cv_validation,4
315,cv_validation,4
330,cv_validation,4
355,cv_validation,4
167,cv_validation,4
353,cv_validation,4
56,cv_validation,4
81,cv_validation,4
398,cv_validation,4
424,cv_validation,4
119,cv_validation,4
87,cv_validation,4
3,cv_validation,4
37,cv_validation,4
361,cv_validation,4
166,cv_validation,4
391,cv_validation,4
309,cv_validation,4
287,cv_validation,4
46,cv_validation,4
234,cv_validation,4
427,cv_validation,4
406,cv_validation,4
332,cv_validation,4
191,cv_validation,4
338,cv_validation,4
308,cv_validation,4
17,cv_validation,4
293,cv_validation,4
35,cv_validation,4
66,cv_validation,4
14,cv_validation,4
180,cv_validation,4
145,cv_validation,4
408,cv_validation,4
227,cv_validation,4
364,cv_validation,4
184,cv_validation,4
346,cv_validation,4
411,cv_validation,4
204,cv_validation,4
326,cv_validation,4
129,cv_validation,4
