feature_i,feature_j,pearson
9,8,0.437268
9,9,1
9,10,0.0762085
9,11,0.141748
9,12,0.095089
9,13,-0.106369
9,14,0.448552
9,15,0.553253
9,16,0.491526
9,17,0.405582
9,18,0.326547
9,19,0.690684
9,20,-0.430145
9,21,-0.111488
9,22,-0.366388
9,23,-0.389244
9,24,0.496015
9,25,0.433099
9,26,0.375256
9,27,0.17717
9,28,0.255023
9,29,0.794755
10,0,0.38436
10,1,0.19701
10,2,0.407504
10,3,0.445119
10,4,0.201073
10,5,0.379965
10,6,0.496064
10,7,0.588804
10,8,0.319446
10,9,0.0762085
10,10,1
10,11,0.287612
10,12,0.932623
10,13,0.923281
10,14,0.249057
10,15,0.372792
10,16,0.331922
10,17,0.539482
10,18,0.409527
10,19,0.369404
10,20,0.45694
10,21,0.0887904
10,22,0.462477
10,23,0.505202
10,24,0.0032804
10,25,0.140016
10,26,0.223282
10,27,0.356849
10,28,0.0416499
10,29,0.00948877
11,0,-0.228243
11,1,0.470645
11,2,-0.224797
11,3,-0.196895
11,4,0.0270735
11,5,-0.0328383
11,6,0.0306311
11,7,-0.0564345
11,8,0.118889
11,9,0.141748
11,10,0.287612
11,11,1
11,12,0.248056
11,13,0.134584
11,14,0.385645
11,15,0.15414
11,16,0.132572
11,17,0.166219
11,18,0.474171
11,19,0.220867
11,20,-0.239472
11,21,0.490942
11,22,-0.238169
11,23,-0.203473
11,24,-0.10855
11,25,-0.153486
11,26,-0.11177
11,27,-0.217323
11,28,-0.151815
11,29,-0.0564138
12,0,0.426759
12,1,0.219518
12,2,0.458125
12,3,0.486332
12,4,0.177349
12,5,0.459904
12,6,0.549586
12,7,0.625287
12,8,0.321362
12,9,0.095089
12,10,0.932623
12,11,0.248056
12,12,1
12,13,0.896343
12,14,0.194984
12,15,0.440275
12,16,0.346521
12,17,0.572336
12,18,0.399727
12,19,0.343059
12,20,0.491009
12,21,0.117962
12,22,0.538546
12,23,0.538058
12,24,-0.0105021
12,25,0.279603
12,26,0.327371
12,27,0.450125
12,28,0.101937
12,29,0.0980161
13,0,0.646045
13,1,0.207976
13,2,0.665225
13,3,0.706573
13,4,0.12366
13,5,0.383125
13,6,0.540099
13,7,0.703588
13,8,0.227
13,9,-0.106369
13,10,0.923281
13,11,0.134584
13,12,0.896343
13,13,1
13,14,0.0922974
13,15,0.31253
13,16,0.267645
13,17,0.487602
13,18,0.252447
13,19,0.221064
13,20,0.70442
13,21,0.120137
13,22,0.707484
13,23,0.756311
13,24,-0.0246079
13,25,0.206763
13,26,0.300558
13,27,0.498129
13,28,0.0598581
13,29,-0.0453363
14,0,-0.344087
14,1,0.0801186
14,2,-0.323092
14,3,-0.289973
14,4,0.358415
14,5,0.194716
14,6,0.149487
14,7,0.0814456
14,8,0.239678
14,9,0.448552
14,10,0.249057
14,11,0.385645
14,12,0.194984
14,13,0.0922974
14,14,1
14,15,0.335072
14,16,0.24107
14,17,0.359752
14,18,0.42471
14,19,0.43671
14,20,-0.345089
14,21,-0.00279992
14,22,-0.330736
14,23,-0.288507
14,24,0.397942
14,25,-0.0344681
14,26,-0.0288075
14,27,-0.0998636
14,28,-0.0699484
14,29,0.194472
15,0,0.0517377
15,1,0.108058
15,2,0.104117
15,3,0.0769574
15,4,0.178541
15,5,0.737726
15,6,0.716217
15,7,0.455706
15,8,0.37088
15,9,0.553253
15,10,0.372792
15,11,0.15414
15,12,0.440275
15,13,0.31253
15,14,0.335072
15,15,1
15,16,0.778502
15,17,0.747904
15,18,0.408284
15,19,0.815241
15,20,0.058774
15,21,0.0532489
15,22,0.137978
15,23,0.0809601
15,24,0.105215
15,25,0.694951
15,26,0.664872
15,27,0.467276
15,28,0.263047
15,29,0.63115
16,0,0.022105
16,1,0.0678761
16,2,0.0617393
16,3,0.0552734
16,4,0.144285
16,5,0.548502
16,6,0.81553
16,7,0.413755
16,8,0.312955
16,9,0.491526
16,10,0.331922
16,11,0.132572
16,12,0.346521
16,13,0.267645
16,14,0.24107
16,15,0.778502
16,16,1
16,17,0.78078
16,18,0.291114
16,19,0.751283
16,20,0.0363187
16,21,0.023412
16,22,0.0885668
16,23,0.0657769
16,24,0.0905208
16,25,0.490479
16,26,0.738715
16,27,0.442976
16,28,0.206982
16,29,0.51965
17,0,0.216363
17,1,0.0438199
17,2,0.260274
17,3,0.240895
17,4,0.318691
17,5,0.653033
17,6,0.768345
17,7,0.664184
17,8,0.361759
17,9,0.405582
17,10,0.539482
17,11,0.166219
17,12,0.572336
17,13,0.487602
17,14,0.359752
17,15,0.747904
17,16,0.78078
17,17,1
17,18,0.310015
17,19,0.668599
17,20,0.201584
17,21,-0.0466605
17,22,0.254014
17,23,0.218717
17,24,0.119766
17,25,0.428206
17,26,0.554735
17,27,0.594286
17,28,0.0680051
17,29,0.351595
18,0,-0.20891
18,1,0.0975701
18,2,-0.187106
18,3,-0.162872
18,4,0.15162
18,5,0.217487
18,6,0.202185
18,7,0.0837875
18,8,0.414598
18,9,0.326547
18,10,0.409527
18,11,0.474171
18,12,0.399727
18,13,0.252447
18,14,0.42471
18,15,0.408284
18,16,0.291114
18,17,0.310015
18,18,1
18,19,0.383801
18,20,-0.211711
18,21,-0.0033613
18,22,-0.179357
18,23,-0.161388
18,24,-0.0465287
18,25,0.0755956
18,26,0.0662265
18,27,-0.0727494
18,28,0.349531
18,29,0.112402
19,0,-0.141223
19,1,0.0335281
19,2,-0.0976151
19,3,-0.106017
19,4,0.209028
19,5,0.564401
19,6,0.596796
19,7,0.305321
19,8,0.321657
19,9,0.690684
19,10,0.369404
19,11,0.220867
19,12,0.343059
19,13,0.221064
19,14,0.43671
19,15,0.815241
19,16,0.751283
19,17,0.668599
19,18,0.383801
19,19,1
19,20,-0.138672
19,21,-0.0446269
19,22,-0.0872121
19,23,-0.105617
19,24,0.105964
19,25,0.401769
19,26,0.444483
19,27,0.234801
19,28,0.0853452
19,29,0.639361
20,0,0.975008
20,1,0.119733
20,2,0.975304
20,3,0.975061
20,4,-0.0390724
20,5,0.278551
20,6,0.41281
20,7,0.67218
20,8,-0.0281969
20,9,-0.430145
20,10,0.45694
20,11,-0.239472
20,12,0.491009
20,13,0.70442
20,14,-0.345089
20,15,0.058774
20,16,0.0363187
20,17,0.201584
20,18,-0.211711
20,19,-0.138672
20,20,1
20,21,0.139099
20,22,0.988346
20,23,0.985963
20,24,-0.0627231
20,25,0.301199
20,26,0.346812
20,27,0.641964
20,28,0.106532
20,29,-0.127436
21,0,0.0902428
21,1,0.909263
21,2,0.0905774
21,3,0.105201
21,4,-0.152241
21,5,0.00484377
21,6,0.0805169
21,7,0.0255105
21,8,-0.0203901
21,9,-0.111488
21,10,0.0887904
21,11,0.490942
21,12,0.117962
21,13,0.120137
21,14,-0.00279992
21,15,0.0532489
21,16,0.023412
21,17,-0.0466605
21,18,-0.0033613
21,19,-0.0446269
21,20,0.139099
21,21,1
21,22,0.145868
21,23,0.15114
21,24,0.0137712
21,25,0.132658
21,26,0.139269
21,27,0.0966803
21,28,0.0963804
21,29,0.0415626
22,0,0.962783
22,1,0.12737
22,2,0.970557
22,3,0.965504
22,4,-0.0150547
22,5,0.356687
22,6,0.474246
22,7,0.708031
22,8,0.0110681
22,9,-0.366388
22,10,0.462477
22,11,-0.238169
22,12,0.538546
22,13,0.707484
22,14,-0.330736
22,15,0.137978
22,16,0.0885668
22,17,0.254014
22,18,-0.179357
22,19,-0.0872121
22,20,0.988346
22,21,0.145868
22,22,1
22,23,0.977056
22,24,-0.0384485
22,25,0.392677
22,26,0.420931
22,27,0.697015
22,28,0.154783
22,29,-0.043414
23,0,0.950625
23,1,0.140731
23,2,0.953326
23,3,0.974771
23,4,-0.0294559
23,5,0.285878
23,6,0.449063
23,7,0.691245
23,8,-0.00123188
23,9,-0.389244
23,10,0.505202
23,11,-0.203473
23,12,0.538058
23,13,0.756311
23,14,-0.288507
23,15,0.0809601
23,16,0.0657769
23,17,0.218717
23,18,-0.161388
23,19,-0.105617
23,20,0.985963
23,21,0.15114
23,22,0.977056
23,23,1
23,24,-0.0424593
23,25,0.294765
23,26,0.361546
23,27,0.638371
23,28,0.114924
23,29,-0.107476
24,0,-0.151334
24,1,-0.125206
24,2,-0.120825
24,3,-0.126155
24,4,0.768872
24,5,0.465309
24,6,0.276088
24,7,0.324222
24,8,0.322657
24,9,0.496015
24,10,0.0032804
24,11,-0.10855
24,12,-0.0105021
24,13,-0.0246079
24,14,0.397942
24,15,0.105215
24,16,0.0905208
24,17,0.119766
24,18,-0.0465287
24,19,0.105964
24,20,-0.0627231
24,21,0.0137712
24,22,-0.0384485
24,23,-0.0424593
24,24,1
24,25,0.401909
24,26,0.324997
24,27,0.391656
24,28,0.4023
24,29,0.511563
25,0,0.244207
25,1,0.0483721
25,2,0.294941
25,3,0.24556
25,4,0.294818
25,5,0.819263
25,6,0.693346
25,7,0.560712
25,8,0.345907
25,9,0.433099
25,10,0.140016
25,11,-0.153486
25,12,0.279603
25,13,0.206763
25,14,-0.0344681
25,15,0.694951
25,16,0.490479
25,17,0.428206
25,18,0.0755956
25,19,0.401769
25,20,0.301199
25,21,0.132658
25,22,0.392677
25,23,0.294765
25,24,0.401909
25,25,1
25,26,0.853782
25,27,0.764621
25,28,0.551165
25,29,0.771026
26,0,0.287465
26,1,0.0762358
26,2,0.333201
26,3,0.309461
26,4,0.217896
26,5,0.711555
26,6,0.877569
26,7,0.617149
26,8,0.311766
26,9,0.375256
26,10,0.223282
26,11,-0.11177
26,12,0.327371
26,13,0.300558
26,14,-0.0288075
26,15,0.664872
26,16,0.738715
26,17,0.554735
26,18,0.0662265
26,19,0.444483
26,20,0.346812
26,21,0.139269
26,22,0.420931
26,23,0.361546
26,24,0.324997
26,25,0.853782
26,26,1
26,27,0.788893
26,28,0.471064
26,29,0.676441
27,0,0.587486
27,1,0.0206948
27,2,0.628056
27,3,0.596574
27,4,0.351799
27,5,0.739001
27,6,0.78437
27,7,0.871052
27,8,0.295447
27,9,0.17717
27,10,0.356849
27,11,-0.217323
27,12,0.450125
27,13,0.498129
27,14,-0.0998636
27,15,0.467276
27,16,0.442976
27,17,0.594286
27,18,-0.0727494
27,19,0.234801
27,20,0.641964
27,21,0.0966803
27,22,0.697015
27,23,0.638371
27,24,0.391656
27,25,0.764621
27,26,0.788893
27,27,1
27,28,0.416964
27,29,0.462587
28,0,0.0232935
28,1,-0.0363834
28,2,0.0498939
28,3,0.0380575
28,4,0.26687
28,5,0.402986
28,6,0.337057
28,7,0.257814
28,8,0.652444
28,9,0.255023
28,10,0.0416499
28,11,-0.151815
28,12,0.101937
28,13,0.0598581
28,14,-0.0699484
28,15,0.263047
28,16,0.206982
28,17,0.0680051
28,18,0.349531
28,19,0.0853452
28,20,0.106532
28,21,0.0963804
28,22,0.154783
28,23,0.114924
28,24,0.4023
28,25,0.551165
28,26,0.471064
28,27,0.416964
28,28,1
28,29,0.444072
29,0,-0.18998
29,1,-0.02805
29,2,-0.139177
29,3,-0.166593
29,4,0.376387
29,5,0.698812
29,6,0.559121
29,7,0.305257
29,8,0.35461
29,9,0.794755
29,10,0.00948877
29,11,-0.0564138
29,12,0.0980161
29,13,-0.0453363
29,14,0.194472
29,15,0.63115
29,16,0.51965
29,17,0.351595
29,18,0.112402
29,19,0.639361
29,20,-0.127436
29,21,0.0415626
29,22,-0.043414
29,23,-0.107476
29,24,0.511563
29,25,0.771026
29,26,0.676441
29,27,0.462587
29,28,0.444072
29,29,1
