row,x,y,score,planted_outlier
33,0.0063505754453185318,0.60238136188742397,0.49375518235370258,0
34,0.39857970094140338,-0.14338853590639636,0.44488403841538976,0
35,0.33076319122652609,0.017864886617685791,0.42316766455326615,0
36,-0.29422318306645395,-0.030658877520576822,0.42750859670071806,0
37,-0.0029940142285480218,0.43020804248561906,0.45617873631084999,0
38,0.08733063894517186,-0.070320685684071321,0.4112566140749977,0
39,-0.26815448424936639,-0.23631354396240764,0.44439512587271307,0
40,-0.41458318873013816,-0.46294940678547053,0.50766180384477178,0
41,-0.19348621311145051,-0.1592843890335536,0.43917860834881728,0
42,0.33467382248005301,-0.099427719764661429,0.42572900574211742,0
43,0.17701119735645179,0.36052096615392487,0.45462060990915681,0
44,-1.0125262664183559,-0.14967363307229156,0.56105216308028993,0
45,0.20580538580503516,-0.011954265006989389,0.4130612775757192,0
46,0.025328121194870837,0.48720915110884588,0.47129601095645124,0
47,-0.11897766485071354,-0.35426577832785061,0.45500274922011497,0
48,-0.11461110188639519,0.37266942733827207,0.45073488799857153,0
49,-0.37856790995589212,0.10455299786350221,0.44724424249621714,0
50,0.099526330609114089,0.38448125893420604,0.44890037351760187,0
51,0.41838081251368942,-0.074484364300804143,0.43572398343670921,0
52,-0.68433049585374073,0.37135712690157896,0.53969132577274059,0
53,-0.45691971341954063,-0.019462760880412929,0.45429296753495807,0
54,0.36321035213536829,0.81261008892544173,0.54508378520497802,0
55,-0.51727249490971083,-0.027171363203181982,0.4704366920772578,0
56,0.10372032407047158,0.0058416737821911846,0.41614847554594298,0
57,0.44037170295106637,0.4195236471962574,0.49248786638659076,0
58,-0.35322258656884425,0.089701493852613098,0.44376988799927963,0
59,0.17356147160757895,-0.042323730242969919,0.41219705483054303,0
60,7.2928085664401143,5.0127036771517695,0.46591623140601485,0
61,3.7239158986671552,5.2538355417590541,0.5609790428930993,0
62,7.3171801142615251,6.116418951178404,0.4798003611449031,0
63,6.939022917474559,6.3583277476508497,0.46465009754161174,0
64,3.9521304561351611,6.2112226857958142,0.54684629314100741,0
65,6.1491581957809416,5.1036471835654895,0.44785306692058241,0
66,6.044518432808351,6.4120314810370775,0.44093386777358745,0
67,5.7906265821466683,5.439317092234103,0.44437182504876627,0
68,5.579032860943447,5.7243604463386317,0.44097173094621567,0
69,5.328581797358102,7.2149046544282252,0.47666238135247468,0
70,5.7108589822122839,7.0328481865943813,0.46201423663184399,0
71,3.9344133790611617,7.9287209936892147,0.60385548004457801,0
72,4.9928819075124711,6.6813719508314593,0.4784048814203663,0
73,7.1609026181077349,5.1473182529734292,0.46492593771948043,0
74,6.5686441074281143,5.0791622356208812,0.44870866521514169,0
75,4.5886500354012059,6.1251456470097576,0.51540083840742779,0
76,6.1419824954882296,8.1851662274345447,0.55773944771642869,0
77,6.6879067566840211,7.7709855553567895,0.53254085725554734,0
78,5.4574840524398276,7.3701832685302353,0.49072012270570992,0
79,5.8811105426722001,4.5478901217577814,0.48766285485327709,0
80,5.6202383428255605,6.2961669689493567,0.44269512461481941,0
81,5.4748619540109438,6.654000798495538,0.45245049783798746,0
82,6.1548882386769908,4.6979288889484057,0.47065307314128918,0
83,6.9409797034490124,9.0393883947497997,0.6103588587008929,0
84,5.6567049820180717,7.6467814406400301,0.50194824231561552,0
85,5.7141415628947456,6.9475480317170017,0.45753855903728519,0
86,6.6735427519246127,4.536471305520549,0.50002409316023277,0
87,5.6181362424344634,5.5405359904998717,0.44521171463397985,0
88,5.0353981348441961,6.9183826095698633,0.48080365682944548,0
89,6.4915317668194534,5.5009497857858971,0.44795247269334498,0
90,5.4633915220301201,7.9120673482955866,0.53116702330320553,0
91,7.5997111860230007,4.909411160776834,0.48966297572647821,0
92,5.9822085871701027,8.0452878570077928,0.5427829873935508,0
93,6.3470447395906033,7.468843716302068,0.5052899304794275,0
94,5.813258024500553,4.0794133989582324,0.52971991913637395,0
95,5.8720682934408845,5.9487777257637395,0.44872837122156645,0
96,6.2723096957690831,6.0386515298612995,0.45357078496046932,0
97,7.4810953049517419,4.9555738169895145,0.48436062275050751,0
98,4.6022381760229152,6.848108219548573,0.51583677168046382,0
99,6.5467506486324805,5.679704077006356,0.44509095911352142,0
100,5.3473006773518685,5.0735801410338626,0.46762378419836759,0
101,7.7636506368020317,6.3851170155228463,0.51445514739820908,0
102,7.7359084048875291,6.1364026411174182,0.50659849876323426,0
103,6.1253869778114964,5.358711161753841,0.44278506418475294,0
104,7.8302362802799355,7.1833152302282288,0.55392759170162498,0
105,5.0299630358270822,6.8129804778211236,0.47311713964740326,0
106,4.8897247297020581,5.5891452387257177,0.48074184632697486,0
107,7.1869496828117896,4.3571999881223906,0.52787243924125526,0
108,8.0169668301194434,7.0231996665799397,0.56515202835101497,0
109,5.3641655225663092,7.7866345271787738,0.51630843216723898,0
110,6.4252470539416846,4.8371330784957474,0.46867937759133904,0
111,7.8801062310381589,4.907201924058179,0.51769043398950343,0
112,6.2042620471097152,6.8323992916457668,0.45795053641652878,0
113,5.3389826343727158,5.3812992242293864,0.45888563159142759,0
114,6.703117745274807,5.8591696599884102,0.45903544683011011,0
115,7.0168137806991133,4.7981881002151701,0.47945207632791353,0
116,6.9749368565733425,7.121515525040647,0.49924851898020622,0
117,6.5618539932745978,5.6539321102359859,0.44586338320665775,0
118,5.0612267664474864,5.0447995401062631,0.49605868546083615,0
119,5.0269747625646737,6.6162021577547891,0.47435967369349624,0
120,3,3,0.64610468243958563,1
121,-4,5,0.6886222523425487,1
122,12,0,0.67740418172759731,1
