user,rank,item,score
111,8,12,4.33267
111,9,603,4.31622
111,10,98,4.30395
112,1,70,5
112,2,107,5
112,3,360,5
112,4,423,5
112,5,740,5
112,6,752,5
112,7,814,5
112,8,865,5
112,9,867,5
112,10,885,5
116,1,128,5
116,2,280,5
116,3,466,5
116,4,664,5
116,5,778,5
116,6,789,5
116,7,1170,5
116,8,1326,5
116,9,1474,5
116,10,1475,5
119,1,162,5
119,2,314,5
119,3,341,5
119,4,446,5
119,5,451,5
119,6,529,5
119,7,533,5
119,8,541,5
119,9,574,5
119,10,576,5
120,1,64,4.4447
120,2,408,4.444
120,3,483,4.42947
120,4,169,4.42363
120,5,318,4.39909
120,6,313,4.35154
120,7,50,4.33784
120,8,12,4.33267
120,9,603,4.31622
120,10,98,4.30395
121,1,64,4.4447
121,2,408,4.444
121,3,483,4.42947
121,4,169,4.42363
121,5,318,4.39909
121,6,313,4.35154
121,7,50,4.33784
121,8,12,4.33267
121,9,603,4.31622
121,10,98,4.30395
124,1,64,4.4447
124,2,408,4.444
124,3,483,4.42947
124,4,169,4.42363
124,5,318,4.39909
124,6,313,4.35154
124,7,50,4.33784
124,8,12,4.33267
124,9,603,4.31622
124,10,98,4.30395
125,1,2,5
125,2,3,5
125,3,17,5
125,4,62,5
125,5,72,5
125,6,75,5
125,7,84,5
125,8,111,5
125,9,118,5
125,10,123,5
132,1,64,4.4447
132,2,408,4.444
132,3,483,4.42947
132,4,169,4.42363
132,5,318,4.39909
132,6,313,4.35154
132,7,50,4.33784
132,8,12,4.33267
132,9,603,4.31622
132,10,98,4.30395
133,1,64,4.4447
133,2,408,4.444
133,3,483,4.42947
133,4,169,4.42363
133,5,318,4.39909
133,6,313,4.35154
133,7,50,4.33784
133,8,12,4.33267
133,9,603,4.31622
133,10,98,4.30395
134,1,64,4.4447
134,2,408,4.444
134,3,483,4.42947
134,4,169,4.42363
134,5,318,4.39909
134,6,313,4.35154
134,7,50,4.33784
134,8,12,4.33267
134,9,603,4.31622
134,10,98,4.30395
145,1,850,5
145,2,851,5
145,3,1179,5
145,4,1330,5
145,5,1333,5
145,6,1474,5
145,7,166,4.86884
145,8,1020,4.8674
145,9,963,4.83548
145,10,531,4.83371
146,1,64,4.4447
146,2,408,4.444
146,3,483,4.42947
146,4,169,4.42363
146,5,318,4.39909
146,6,313,4.35154
146,7,50,4.33784
146,8,12,4.33267
146,9,603,4.31622
146,10,98,4.30395
152,1,36,5
152,2,62,5
152,3,87,5
152,4,102,5
152,5,110,5
152,6,115,5
152,7,118,5
152,8,119,5
152,9,139,5
152,10,142,5
159,1,23,5
159,2,28,5
159,3,51,5
159,4,55,5
159,5,58,5
159,6,59,5
159,7,60,5
159,8,64,5
159,9,70,5
159,10,128,5
161,1,64,4.4447
161,2,408,4.444
161,3,483,4.42947
161,4,169,4.42363
161,5,318,4.39909
161,6,313,4.35154
161,7,50,4.33784
161,8,12,4.33267
161,9,603,4.31622
161,10,98,4.30395
163,1,64,4.4447
163,2,408,4.444
163,3,483,4.42947
163,4,169,4.42363
163,5,318,4.39909
163,6,313,4.35154
163,7,50,4.33784
163,8,12,4.33267
163,9,603,4.31622
163,10,98,4.30395
164,1,64,4.4447
164,2,408,4.444
164,3,483,4.42947
164,4,169,4.42363
164,5,318,4.39909
164,6,313,4.35154
164,7,50,4.33784
164,8,12,4.33267
164,9,603,4.31622
164,10,98,4.30395
167,1,64,4.4447
167,2,408,4.444
167,3,483,4.42947
167,4,169,4.42363
167,5,318,4.39909
167,6,313,4.35154
167,7,50,4.33784
167,8,12,4.33267
167,9,603,4.31622
167,10,98,4.30395
169,1,64,4.4447
169,2,408,4.444
169,3,483,4.42947
169,4,169,4.42363
169,5,318,4.39909
169,6,313,4.35154
169,7,50,4.33784
169,8,12,4.33267
169,9,603,4.31622
169,10,98,4.30395
171,1,64,4.4447
171,2,408,4.444
171,3,483,4.42947
171,4,169,4.42363
171,5,318,4.39909
171,6,313,4.35154
171,7,50,4.33784
171,8,12,4.33267
171,9,603,4.31622
171,10,98,4.30395
174,1,23,5
174,2,45,5
174,3,52,5
174,4,61,5
174,5,119,5
174,6,152,5
174,7,180,5
174,8,188,5
174,9,192,5
174,10,207,5
178,1,605,5
178,2,669,5
178,3,714,5
178,4,1099,5
178,5,1656,5
178,6,1068,4.75177
178,7,972,4.62448
178,8,1612,4.58961
178,9,527,4.57141
178,10,1039,4.56691
179,1,64,4.4447
179,2,408,4.444
179,3,483,4.42947
179,4,169,4.42363
179,5,318,4.39909
179,6,313,4.35154
179,7,50,4.33784
179,8,12,4.33267
179,9,603,4.31622
179,10,98,4.30395
183,1,64,4.4447
183,2,408,4.444
183,3,483,4.42947
183,4,169,4.42363
183,5,318,4.39909
183,6,313,4.35154
183,7,50,4.33784
183,8,12,4.33267
183,9,603,4.31622
183,10,98,4.30395
184,1,64,4.4447
184,2,408,4.444
184,3,483,4.42947
184,4,169,4.42363
184,5,318,4.39909
184,6,313,4.35154
184,7,50,4.33784
184,8,12,4.33267
184,9,603,4.31622
184,10,98,4.30395
186,1,40,5
186,2,57,5
186,3,94,5
186,4,128,5
186,5,160,5
186,6,215,5
186,7,248,5
186,8,286,5
186,9,306,5
186,10,312,5
189,1,64,4.4447
189,2,408,4.444
189,3,483,4.42947
189,4,169,4.42363
189,5,318,4.39909
189,6,313,4.35154
189,7,50,4.33784
189,8,12,4.33267
189,9,603,4.31622
189,10,98,4.30395
190,1,64,4.4447
190,2,408,4.444
190,3,483,4.42947
190,4,169,4.42363
190,5,318,4.39909
190,6,313,4.35154
190,7,50,4.33784
190,8,12,4.33267
190,9,603,4.31622
190,10,98,4.30395
191,1,64,4.4447
191,2,408,4.444
191,3,483,4.42947
191,4,169,4.42363
191,5,318,4.39909
191,6,313,4.35154
191,7,50,4.33784
191,8,12,4.33267
191,9,603,4.31622
191,10,98,4.30395
193,1,133,5
193,2,212,5
193,3,251,5
193,4,489,5
193,5,495,5
193,6,509,5
193,7,528,5
193,8,641,5
193,9,695,5
193,10,856,5
195,1,8,5
195,2,12,5
195,3,23,5
195,4,52,5
195,5,56,5
195,6,58,5
195,7,88,5
195,8,116,5
195,9,124,5
195,10,177,5
197,1,64,4.4447
197,2,408,4.444
197,3,483,4.42947
197,4,169,4.42363
197,5,318,4.39909
197,6,313,4.35154
197,7,50,4.33784
197,8,12,4.33267
197,9,603,4.31622
197,10,98,4.30395
200,1,341,5
200,2,442,5
200,3,484,5
200,4,516,5
200,5,603,5
200,6,730,5
200,7,786,5
200,8,817,5
200,9,835,5
200,10,872,5
204,1,64,4.4447
204,2,408,4.444
204,3,483,4.42947
204,4,169,4.42363
204,5,318,4.39909
204,6,313,4.35154
204,7,50,4.33784
204,8,12,4.33267
204,9,603,4.31622
204,10,98,4.30395
207,1,1360,5
207,2,1392,5
207,3,1405,5
207,4,1393,4.69982
207,5,1131,4.49321
207,6,1328,4.46996
207,7,498,4.44444
207,8,1295,4.38039
207,9,493,4.27319
207,10,136,4.24591
210,1,20,5
210,2,39,5
210,3,46,5
210,4,145,5
210,5,212,5
210,6,217,5
210,7,296,5
210,8,344,5
210,9,382,5
210,10,395,5
214,1,64,4.4447
214,2,408,4.444
214,3,483,4.42947
214,4,169,4.42363
214,5,318,4.39909
214,6,313,4.35154
214,7,50,4.33784
214,8,12,4.33267
214,9,603,4.31622
214,10,98,4.30395
215,1,64,4.4447
215,2,408,4.444
215,3,483,4.42947
215,4,169,4.42363
215,5,318,4.39909
215,6,313,4.35154
215,7,50,4.33784
215,8,12,4.33267
215,9,603,4.31622
215,10,98,4.30395
219,1,64,4.4447
219,2,408,4.444
219,3,483,4.42947
219,4,169,4.42363
219,5,318,4.39909
219,6,313,4.35154
219,7,50,4.33784
219,8,12,4.33267
219,9,603,4.31622
219,10,98,4.30395
223,1,64,4.4447
223,2,408,4.444
223,3,483,4.42947
223,4,169,4.42363
223,5,318,4.39909
223,6,313,4.35154
223,7,50,4.33784
223,8,12,4.33267
223,9,603,4.31622
223,10,98,4.30395
228,1,64,4.4447
228,2,408,4.444
228,3,483,4.42947
228,4,169,4.42363
228,5,318,4.39909
228,6,313,4.35154
228,7,50,4.33784
228,8,12,4.33267
228,9,603,4.31622
228,10,98,4.30395
229,1,64,4.4447
229,2,408,4.444
229,3,483,4.42947
229,4,169,4.42363
229,5,318,4.39909
229,6,313,4.35154
229,7,50,4.33784
229,8,12,4.33267
229,9,603,4.31622
229,10,98,4.30395
233,1,18,5
233,2,26,5
233,3,33,5
233,4,46,5
233,5,67,5
233,6,74,5
233,7,84,5
233,8,104,5
233,9,146,5
233,10,149,5
234,1,64,4.4447
234,2,408,4.444
234,3,483,4.42947
234,4,169,4.42363
234,5,318,4.39909
234,6,313,4.35154
234,7,50,4.33784
234,8,12,4.33267
234,9,603,4.31622
234,10,98,4.30395
235,1,64,4.4447
235,2,408,4.444
235,3,483,4.42947
235,4,169,4.42363
235,5,318,4.39909
235,6,313,4.35154
235,7,50,4.33784
235,8,12,4.33267
235,9,603,4.31622
235,10,98,4.30395
236,1,64,4.4447
236,2,408,4.444
236,3,483,4.42947
236,4,169,4.42363
236,5,318,4.39909
236,6,313,4.35154
236,7,50,4.33784
236,8,12,4.33267
236,9,603,4.31622
236,10,98,4.30395
247,1,64,4.4447
247,2,408,4.444
247,3,483,4.42947
247,4,169,4.42363
247,5,318,4.39909
247,6,313,4.35154
247,7,50,4.33784
247,8,12,4.33267
247,9,603,4.31622
247,10,98,4.30395
252,1,64,4.4447
252,2,408,4.444
252,3,483,4.42947
252,4,169,4.42363
252,5,318,4.39909
252,6,313,4.35154
252,7,50,4.33784
252,8,12,4.33267
252,9,603,4.31622
252,10,98,4.30395
253,1,64,4.4447
253,2,408,4.444
253,3,483,4.42947
253,4,169,4.42363
253,5,318,4.39909
253,6,313,4.35154
253,7,50,4.33784
253,8,12,4.33267
253,9,603,4.31622
253,10,98,4.30395
260,1,64,4.4447
260,2,408,4.444
260,3,483,4.42947
260,4,169,4.42363
260,5,318,4.39909
260,6,313,4.35154
260,7,50,4.33784
260,8,12,4.33267
260,9,603,4.31622
260,10,98,4.30395
261,1,64,4.4447
261,2,408,4.444
261,3,483,4.42947
261,4,169,4.42363
261,5,318,4.39909
261,6,313,4.35154
261,7,50,4.33784
261,8,12,4.33267
261,9,603,4.31622
261,10,98,4.30395
263,1,64,4.4447
263,2,408,4.444
263,3,483,4.42947
263,4,169,4.42363
263,5,318,4.39909
263,6,313,4.35154
263,7,50,4.33784
263,8,12,4.33267
263,9,603,4.31622
263,10,98,4.30395
266,1,64,4.4447
266,2,408,4.444
266,3,483,4.42947
266,4,169,4.42363
266,5,318,4.39909
266,6,313,4.35154
266,7,50,4.33784
266,8,12,4.33267
266,9,603,4.31622
266,10,98,4.30395
269,1,64,4.4447
269,2,408,4.444
269,3,483,4.42947
269,4,169,4.42363
269,5,318,4.39909
269,6,313,4.35154
269,7,50,4.33784
269,8,12,4.33267
269,9,603,4.31622
269,10,98,4.30395
273,1,64,4.4447
273,2,408,4.444
273,3,483,4.42947
273,4,169,4.42363
273,5,318,4.39909
273,6,313,4.35154
273,7,50,4.33784
273,8,12,4.33267
273,9,603,4.31622
273,10,98,4.30395
276,1,1347,5
276,2,1405,5
276,3,480,4.94863
276,4,483,4.92436
276,5,478,4.90339
276,6,134,4.89313
276,7,511,4.89217
276,8,493,4.89151
276,9,528,4.88832
276,10,654,4.87764
278,1,64,4.4447
278,2,408,4.444
278,3,483,4.42947
278,4,169,4.42363
278,5,318,4.39909
278,6,313,4.35154
278,7,50,4.33784
278,8,12,4.33267
278,9,603,4.31622
278,10,98,4.30395
279,1,1409,4.46007
279,2,1351,4.45723
279,3,965,4.45576
279,4,592,4.42809
279,5,1272,4.42369
279,6,1423,4.34389
279,7,1160,4.29291
279,8,1018,4.20457
279,9,1538,4.17828
279,10,1622,4.16493
280,1,64,4.4447
280,2,408,4.444
280,3,483,4.42947
280,4,169,4.42363
280,5,318,4.39909
280,6,313,4.35154
280,7,50,4.33784
280,8,12,4.33267
280,9,603,4.31622
280,10,98,4.30395
285,1,64,4.4447
285,2,408,4.444
285,3,483,4.42947
285,4,169,4.42363
285,5,318,4.39909
285,6,313,4.35154
285,7,50,4.33784
285,8,12,4.33267
285,9,603,4.31622
285,10,98,4.30395
286,1,308,5
286,2,351,5
286,3,359,5
286,4,361,5
286,5,437,5
286,6,438,5
286,7,439,5
286,8,442,5
286,9,668,5
286,10,776,5
294,1,4,5
294,2,22,5
294,3,28,5
294,4,59,5
294,5,66,5
294,6,81,5
294,7,83,5
294,8,86,5
294,9,95,5
294,10,96,5
299,1,1102,5
299,2,1305,5
299,3,1486,5
299,4,1493,5
299,5,1494,5
299,6,1414,4.64235
299,7,1417,4.64235
299,8,1290,4.59548
299,9,593,4.55823
299,10,1099,4.50861
312,1,64,4.4447
312,2,408,4.444
312,3,483,4.42947
312,4,169,4.42363
312,5,318,4.39909
312,6,313,4.35154
312,7,50,4.33784
312,8,12,4.33267
312,9,603,4.31622
312,10,98,4.30395
313,1,64,4.4447
313,2,408,4.444
313,3,483,4.42947
313,4,169,4.42363
313,5,318,4.39909
313,6,313,4.35154
313,7,50,4.33784
313,8,12,4.33267
313,9,603,4.31622
313,10,98,4.30395
317,1,64,4.4447
317,2,408,4.444
317,3,483,4.42947
317,4,169,4.42363
317,5,318,4.39909
317,6,313,4.35154
317,7,50,4.33784
317,8,12,4.33267
317,9,603,4.31622
317,10,98,4.30395
319,1,266,5
319,2,348,5
319,3,355,5
319,4,680,5
319,5,903,5
319,6,909,5
319,7,1295,5
319,8,1328,5
319,9,1360,5
319,10,1379,5
325,1,64,4.4447
325,2,408,4.444
325,3,483,4.42947
325,4,169,4.42363
325,5,318,4.39909
325,6,313,4.35154
325,7,50,4.33784
325,8,12,4.33267
325,9,603,4.31622
325,10,98,4.30395
328,1,1104,5
328,2,1375,5
328,3,1388,5
328,4,1394,5
328,5,1474,4.61627
328,6,279,4.58005
328,7,1242,4.56228
328,8,1405,4.53868
328,9,345,4.50741
328,10,19,4.46235
329,1,64,4.4447
329,2,408,4.444
329,3,483,4.42947
329,4,169,4.42363
329,5,318,4.39909
329,6,313,4.35154
329,7,50,4.33784
329,8,12,4.33267
329,9,603,4.31622
329,10,98,4.30395
332,1,4,5
332,2,10,5
332,3,23,5
332,4,30,5
332,5,46,5
332,6,52,5
332,7,59,5
332,8,81,5
332,9,132,5
332,10,133,5
333,1,64,4.4447
333,2,408,4.444
333,3,483,4.42947
333,4,169,4.42363
333,5,318,4.39909
333,6,313,4.35154
333,7,50,4.33784
333,8,12,4.33267
333,9,603,4.31622
333,10,98,4.30395
334,1,64,4.4447
334,2,408,4.444
334,3,483,4.42947
334,4,169,4.42363
334,5,318,4.39909
334,6,313,4.35154
334,7,50,4.33784
334,8,12,4.33267
334,9,603,4.31622
334,10,98,4.30395
335,1,64,4.4447
335,2,408,4.444
335,3,483,4.42947
335,4,169,4.42363
335,5,318,4.39909
335,6,313,4.35154
335,7,50,4.33784
335,8,12,4.33267
335,9,603,4.31622
335,10,98,4.30395
339,1,64,4.4447
339,2,408,4.444
339,3,483,4.42947
339,4,169,4.42363
339,5,318,4.39909
339,6,313,4.35154
339,7,50,4.33784
339,8,12,4.33267
339,9,603,4.31622
339,10,98,4.30395
341,1,64,4.4447
341,2,408,4.444
341,3,483,4.42947
341,4,169,4.42363
341,5,318,4.39909
341,6,313,4.35154
341,7,50,4.33784
341,8,12,4.33267
341,9,603,4.31622
341,10,98,4.30395
344,1,74,5
344,2,700,5
344,3,814,5
344,4,996,5
344,5,1022,5
344,6,1099,5
344,7,1104,5
344,8,1159,5
344,9,1367,5
344,10,1422,5
353,1,64,4.4447
353,2,408,4.444
353,3,483,4.42947
353,4,169,4.42363
353,5,318,4.39909
353,6,313,4.35154
353,7,50,4.33784
353,8,12,4.33267
353,9,603,4.31622
353,10,98,4.30395
354,1,64,4.4447
354,2,408,4.444
354,3,483,4.42947
354,4,169,4.42363
354,5,318,4.39909
354,6,313,4.35154
354,7,50,4.33784
354,8,12,4.33267
354,9,603,4.31622
354,10,98,4.30395
356,1,64,4.4447
356,2,408,4.444
356,3,483,4.42947
356,4,169,4.42363
356,5,318,4.39909
356,6,313,4.35154
356,7,50,4.33784
356,8,12,4.33267
356,9,603,4.31622
356,10,98,4.30395
358,1,64,4.4447
358,2,408,4.444
358,3,483,4.42947
358,4,169,4.42363
358,5,318,4.39909
358,6,313,4.35154
358,7,50,4.33784
358,8,12,4.33267
358,9,603,4.31622
358,10,98,4.30395
363,1,64,4.4447
363,2,408,4.444
363,3,483,4.42947
363,4,169,4.42363
363,5,318,4.39909
363,6,313,4.35154
363,7,50,4.33784
363,8,12,4.33267
363,9,603,4.31622
363,10,98,4.30395
365,1,64,4.4447
365,2,408,4.444
365,3,483,4.42947
365,4,169,4.42363
365,5,318,4.39909
365,6,313,4.35154
365,7,50,4.33784
365,8,12,4.33267
365,9,603,4.31622
365,10,98,4.30395
368,1,64,4.4447
368,2,408,4.444
368,3,483,4.42947
368,4,169,4.42363
368,5,318,4.39909
368,6,313,4.35154
368,7,50,4.33784
368,8,12,4.33267
368,9,603,4.31622
368,10,98,4.30395
369,1,64,4.4447
369,2,408,4.444
369,3,483,4.42947
369,4,169,4.42363
369,5,318,4.39909
369,6,313,4.35154
369,7,50,4.33784
369,8,12,4.33267
369,9,603,4.31622
369,10,98,4.30395
377,1,64,4.4447
377,2,408,4.444
377,3,483,4.42947
377,4,169,4.42363
377,5,318,4.39909
377,6,313,4.35154
377,7,50,4.33784
377,8,12,4.33267
377,9,603,4.31622
377,10,98,4.30395
378,1,882,5
378,2,884,5
378,3,909,5
378,4,1097,5
378,5,1234,5
378,6,1375,5
378,7,1394,5
378,8,1499,5
378,9,1294,4.48705
378,10,529,4.39072
379,1,360,5
379,2,442,5
379,3,723,5
379,4,766,5
379,5,887,5
379,6,964,5
379,7,1281,5
379,8,1302,5
379,9,1324,5
379,10,1347,5
381,1,64,4.4447
381,2,408,4.444
381,3,483,4.42947
381,4,169,4.42363
381,5,318,4.39909
381,6,313,4.35154
381,7,50,4.33784
381,8,12,4.33267
381,9,603,4.31622
381,10,98,4.30395
383,1,64,4.4447
383,2,408,4.444
383,3,483,4.42947
383,4,169,4.42363
383,5,318,4.39909
383,6,313,4.35154
383,7,50,4.33784
383,8,12,4.33267
383,9,603,4.31622
383,10,98,4.30395
384,1,64,4.4447
384,2,408,4.444
384,3,483,4.42947
384,4,169,4.42363
384,5,318,4.39909
384,6,313,4.35154
384,7,50,4.33784
384,8,12,4.33267
384,9,603,4.31622
384,10,98,4.30395
392,1,64,4.4447
392,2,408,4.444
392,3,483,4.42947
392,4,169,4.42363
392,5,318,4.39909
392,6,313,4.35154
392,7,50,4.33784
392,8,12,4.33267
392,9,603,4.31622
392,10,98,4.30395
393,1,536,5
393,2,1302,5
393,3,1398,4.71195
393,4,637,4.58228
393,5,1515,4.54683
393,6,1604,4.45029
393,7,296,4.37788
393,8,1275,4.3163
393,9,713,4.30485
393,10,1237,4.29063
397,1,77,5
397,2,107,5
397,3,128,5
397,4,131,5
397,5,167,5
397,6,278,5
397,7,389,5
397,8,402,5
397,9,421,5
397,10,468,5
401,1,64,4.4447
401,2,408,4.444
401,3,483,4.42947
401,4,169,4.42363
401,5,318,4.39909
401,6,313,4.35154
401,7,50,4.33784
401,8,12,4.33267
401,9,603,4.31622
401,10,98,4.30395
407,1,256,4.8058
407,2,221,4.61433
407,3,1007,4.37586
407,4,165,4.36393
407,5,1593,4.35455
407,6,919,4.34905
407,7,86,4.34727
407,8,124,4.34413
407,9,262,4.34205
407,10,631,4.32621
408,1,64,4.4447
408,2,408,4.444
408,3,483,4.42947
408,4,169,4.42363
408,5,318,4.39909
408,6,313,4.35154
408,7,50,4.33784
408,8,12,4.33267
408,9,603,4.31622
408,10,98,4.30395
411,1,64,4.4447
411,2,408,4.444
411,3,483,4.42947
411,4,169,4.42363
411,5,318,4.39909
411,6,313,4.35154
411,7,50,4.33784
411,8,12,4.33267
411,9,603,4.31622
411,10,98,4.30395
416,1,12,4
416,2,50,4
416,3,64,4
416,4,83,4
416,5,87,4
416,6,136,4
416,7,152,4
416,8,169,4
416,9,173,4
416,10,174,4
418,1,64,4.4447
418,2,408,4.444
418,3,483,4.42947
418,4,169,4.42363
418,5,318,4.39909
418,6,313,4.35154
418,7,50,4.33784
418,8,12,4.33267
418,9,603,4.31622
418,10,98,4.30395
420,1,64,4.4447
420,2,408,4.444
420,3,483,4.42947
420,4,169,4.42363
420,5,318,4.39909
420,6,313,4.35154
420,7,50,4.33784
420,8,12,4.33267
420,9,603,4.31622
420,10,98,4.30395
421,1,64,4.4447
421,2,408,4.444
421,3,483,4.42947
421,4,169,4.42363
421,5,318,4.39909
421,6,313,4.35154
421,7,50,4.33784
421,8,12,4.33267
421,9,603,4.31622
421,10,98,4.30395
423,1,64,4.4447
423,2,408,4.444
423,3,483,4.42947
423,4,169,4.42363
423,5,318,4.39909
423,6,313,4.35154
423,7,50,4.33784
423,8,12,4.33267
423,9,603,4.31622
423,10,98,4.30395
425,1,236,5
425,2,529,5
425,3,896,5
425,4,908,5
425,5,956,5
425,6,1022,5
425,7,1159,5
425,8,1326,5
425,9,1405,5
425,10,1424,5
428,1,15,5
428,2,70,5
428,3,93,5
428,4,100,5
428,5,113,5
428,6,117,5
