user,rank,item,score
132,2,181,423
132,3,100,417
132,4,294,396
132,5,258,394
132,6,288,383
132,7,1,374
132,8,286,370
132,9,121,366
132,10,174,341
133,1,50,473
133,2,181,423
133,3,100,417
133,4,294,396
133,5,258,394
133,6,288,383
133,7,1,374
133,8,286,370
133,9,121,366
133,10,174,341
134,1,50,473
134,2,181,423
134,3,100,417
134,4,294,396
134,5,258,394
134,6,288,383
134,7,1,374
134,8,286,370
134,9,121,366
134,10,174,341
145,1,288,383
145,2,127,332
145,3,204,290
145,4,151,270
145,5,210,268
145,6,168,255
145,7,423,251
145,8,748,250
145,9,318,236
145,10,28,225
146,1,50,473
146,2,181,423
146,3,100,417
146,4,294,396
146,5,258,394
146,6,288,383
146,7,1,374
146,8,286,370
146,9,121,366
146,10,174,341
152,1,50,473
152,2,181,423
152,3,100,417
152,4,258,394
152,5,288,383
152,6,1,374
152,7,174,341
152,8,127,332
152,9,56,329
152,10,7,328
159,1,50,473
159,2,181,423
159,3,100,417
159,4,258,394
159,5,1,374
159,6,174,341
159,7,56,329
159,8,300,315
159,9,98,313
159,10,222,310
161,1,50,473
161,2,181,423
161,3,100,417
161,4,294,396
161,5,258,394
161,6,288,383
161,7,1,374
161,8,286,370
161,9,121,366
161,10,174,341
163,1,50,473
163,2,181,423
163,3,100,417
163,4,294,396
163,5,258,394
163,6,288,383
163,7,1,374
163,8,286,370
163,9,121,366
163,10,174,341
164,1,50,473
164,2,181,423
164,3,100,417
164,4,294,396
164,5,258,394
164,6,288,383
164,7,1,374
164,8,286,370
164,9,121,366
164,10,174,341
167,1,50,473
167,2,181,423
167,3,100,417
167,4,294,396
167,5,258,394
167,6,288,383
167,7,1,374
167,8,286,370
167,9,121,366
167,10,174,341
169,1,50,473
169,2,181,423
169,3,100,417
169,4,294,396
169,5,258,394
169,6,288,383
169,7,1,374
169,8,286,370
169,9,121,366
169,10,174,341
171,1,50,473
171,2,181,423
171,3,100,417
171,4,294,396
171,5,258,394
171,6,288,383
171,7,1,374
171,8,286,370
171,9,121,366
171,10,174,341
174,1,181,423
174,2,294,396
174,3,258,394
174,4,286,370
174,5,121,366
174,6,174,341
174,7,127,332
174,8,7,328
174,9,300,315
174,10,222,310
178,1,151,270
178,2,191,220
178,3,475,219
178,4,302,215
178,5,289,213
178,6,357,211
178,7,186,205
178,8,132,198
178,9,185,192
178,10,182,182
179,1,50,473
179,2,181,423
179,3,100,417
179,4,294,396
179,5,258,394
179,6,288,383
179,7,1,374
179,8,286,370
179,9,121,366
179,10,174,341
183,1,50,473
183,2,181,423
183,3,100,417
183,4,294,396
183,5,258,394
183,6,288,383
183,7,1,374
183,8,286,370
183,9,121,366
183,10,174,341
184,1,50,473
184,2,181,423
184,3,100,417
184,4,294,396
184,5,258,394
184,6,288,383
184,7,1,374
184,8,286,370
184,9,121,366
184,10,174,341
186,1,50,473
186,2,181,423
186,3,1,374
186,4,286,370
186,5,174,341
186,6,127,332
186,7,7,328
186,8,98,313
186,9,222,310
186,10,172,299
189,1,50,473
189,2,181,423
189,3,100,417
189,4,294,396
189,5,258,394
189,6,288,383
189,7,1,374
189,8,286,370
189,9,121,366
189,10,174,341
190,1,50,473
190,2,181,423
190,3,100,417
190,4,294,396
190,5,258,394
190,6,288,383
190,7,1,374
190,8,286,370
190,9,121,366
190,10,174,341
191,1,50,473
191,2,181,423
191,3,100,417
191,4,294,396
191,5,258,394
191,6,288,383
191,7,1,374
191,8,286,370
191,9,121,366
191,10,174,341
193,1,50,473
193,2,181,423
193,3,1,374
193,4,127,332
193,5,7,328
193,6,98,313
193,7,222,310
193,8,172,299
193,9,204,290
193,10,151,270
195,1,50,473
195,2,294,396
195,3,288,383
195,4,1,374
195,5,286,370
195,6,121,366
195,7,174,341
195,8,56,329
195,9,7,328
195,10,237,321
197,1,50,473
197,2,181,423
197,3,100,417
197,4,294,396
197,5,258,394
197,6,288,383
197,7,1,374
197,8,286,370
197,9,121,366
197,10,174,341
200,1,181,423
200,2,100,417
200,3,127,332
200,4,237,321
200,5,300,315
200,6,168,255
200,7,257,252
200,8,64,240
200,9,111,236
200,10,12,228
204,1,50,473
204,2,181,423
204,3,100,417
204,4,294,396
204,5,258,394
204,6,288,383
204,7,1,374
204,8,286,370
204,9,121,366
204,10,174,341
207,1,50,473
207,2,288,383
207,3,1,374
207,4,7,328
207,5,300,315
207,6,222,310
207,7,172,299
207,8,405,291
207,9,151,270
207,10,168,255
210,1,100,417
210,2,294,396
210,3,258,394
210,4,288,383
210,5,286,370
210,6,7,328
210,7,237,321
210,8,117,319
210,9,405,291
210,10,151,270
214,1,50,473
214,2,181,423
214,3,100,417
214,4,294,396
214,5,258,394
214,6,288,383
214,7,1,374
214,8,286,370
214,9,121,366
214,10,174,341
215,1,50,473
215,2,181,423
215,3,100,417
215,4,294,396
215,5,258,394
215,6,288,383
215,7,1,374
215,8,286,370
215,9,121,366
215,10,174,341
219,1,50,473
219,2,181,423
219,3,100,417
219,4,294,396
219,5,258,394
219,6,288,383
219,7,1,374
219,8,286,370
219,9,121,366
219,10,174,341
223,1,50,473
223,2,181,423
223,3,100,417
223,4,294,396
223,5,258,394
223,6,288,383
223,7,1,374
223,8,286,370
223,9,121,366
223,10,174,341
228,1,50,473
228,2,181,423
228,3,100,417
228,4,294,396
228,5,258,394
228,6,288,383
228,7,1,374
228,8,286,370
228,9,121,366
228,10,174,341
229,1,50,473
229,2,181,423
229,3,100,417
229,4,294,396
229,5,258,394
229,6,288,383
229,7,1,374
229,8,286,370
229,9,121,366
229,10,174,341
233,1,181,423
233,2,294,396
233,3,258,394
233,4,288,383
233,5,1,374
233,6,7,328
233,7,237,321
233,8,300,315
233,9,222,310
233,10,172,299
234,1,50,473
234,2,181,423
234,3,100,417
234,4,294,396
234,5,258,394
234,6,288,383
234,7,1,374
234,8,286,370
234,9,121,366
234,10,174,341
235,1,50,473
235,2,181,423
235,3,100,417
235,4,294,396
235,5,258,394
235,6,288,383
235,7,1,374
235,8,286,370
235,9,121,366
235,10,174,341
236,1,50,473
236,2,181,423
236,3,100,417
236,4,294,396
236,5,258,394
236,6,288,383
236,7,1,374
236,8,286,370
236,9,121,366
236,10,174,341
247,1,50,473
247,2,181,423
247,3,100,417
247,4,294,396
247,5,258,394
247,6,288,383
247,7,1,374
247,8,286,370
247,9,121,366
247,10,174,341
252,1,50,473
252,2,181,423
252,3,100,417
252,4,294,396
252,5,258,394
252,6,288,383
252,7,1,374
252,8,286,370
252,9,121,366
252,10,174,341
253,1,50,473
253,2,181,423
253,3,100,417
253,4,294,396
253,5,258,394
253,6,288,383
253,7,1,374
253,8,286,370
253,9,121,366
253,10,174,341
260,1,50,473
260,2,181,423
260,3,100,417
260,4,294,396
260,5,258,394
260,6,288,383
260,7,1,374
260,8,286,370
260,9,121,366
260,10,174,341
261,1,50,473
261,2,181,423
261,3,100,417
261,4,294,396
261,5,258,394
261,6,288,383
261,7,1,374
261,8,286,370
261,9,121,366
261,10,174,341
263,1,50,473
263,2,181,423
263,3,100,417
263,4,294,396
263,5,258,394
263,6,288,383
263,7,1,374
263,8,286,370
263,9,121,366
263,10,174,341
266,1,50,473
266,2,181,423
266,3,100,417
266,4,294,396
266,5,258,394
266,6,288,383
266,7,1,374
266,8,286,370
266,9,121,366
266,10,174,341
269,1,50,473
269,2,181,423
269,3,100,417
269,4,294,396
269,5,258,394
269,6,288,383
269,7,1,374
269,8,286,370
269,9,121,366
269,10,174,341
273,1,50,473
273,2,181,423
273,3,100,417
273,4,294,396
273,5,258,394
273,6,288,383
273,7,1,374
273,8,286,370
273,9,121,366
273,10,174,341
276,1,286,370
276,2,15,252
276,3,111,236
276,4,216,226
276,5,191,220
276,6,275,219
276,7,289,213
276,8,132,198
276,9,194,194
276,10,483,186
278,1,50,473
278,2,181,423
278,3,100,417
278,4,294,396
278,5,258,394
278,6,288,383
278,7,1,374
278,8,286,370
278,9,121,366
278,10,174,341
279,1,50,473
279,2,258,394
279,3,286,370
279,4,127,332
279,5,7,328
279,6,237,321
279,7,300,315
279,8,98,313
279,9,69,267
279,10,15,252
280,1,50,473
280,2,181,423
280,3,100,417
280,4,294,396
280,5,258,394
280,6,288,383
280,7,1,374
280,8,286,370
280,9,121,366
280,10,174,341
285,1,50,473
285,2,181,423
285,3,100,417
285,4,294,396
285,5,258,394
285,6,288,383
285,7,1,374
285,8,286,370
285,9,121,366
285,10,174,341
286,1,294,396
286,2,286,370
286,3,300,315
286,4,98,313
286,5,222,310
286,6,172,299
286,7,79,275
286,8,69,267
286,9,15,252
286,10,118,252
294,1,174,341
294,2,56,329
294,3,237,321
294,4,98,313
294,5,172,299
294,6,204,290
294,7,79,275
294,8,210,268
294,9,69,267
294,10,173,266
299,1,258,394
299,2,121,366
299,3,117,319
299,4,172,299
299,5,405,291
299,6,204,290
299,7,79,275
299,8,210,268
299,9,69,267
299,10,173,266
312,1,50,473
312,2,181,423
312,3,100,417
312,4,294,396
312,5,258,394
312,6,288,383
312,7,1,374
312,8,286,370
312,9,121,366
312,10,174,341
313,1,50,473
313,2,181,423
313,3,100,417
313,4,294,396
313,5,258,394
313,6,288,383
313,7,1,374
313,8,286,370
313,9,121,366
313,10,174,341
317,1,50,473
317,2,181,423
317,3,100,417
317,4,294,396
317,5,258,394
317,6,288,383
317,7,1,374
317,8,286,370
317,9,121,366
317,10,174,341
319,1,50,473
319,2,181,423
319,3,100,417
319,4,294,396
319,5,258,394
319,6,288,383
319,7,1,374
319,8,286,370
319,9,121,366
319,10,174,341
325,1,50,473
325,2,181,423
325,3,100,417
325,4,294,396
325,5,258,394
325,6,288,383
325,7,1,374
325,8,286,370
325,9,121,366
325,10,174,341
328,1,288,383
328,2,1,374
328,3,174,341
328,4,151,270
328,5,210,268
328,6,173,266
328,7,168,255
328,8,15,252
328,9,25,252
328,10,257,252
329,1,50,473
329,2,181,423
329,3,100,417
329,4,294,396
329,5,258,394
329,6,288,383
329,7,1,374
329,8,286,370
329,9,121,366
329,10,174,341
332,1,100,417
332,2,286,370
332,3,151,270
332,4,69,267
332,5,168,255
332,6,15,252
332,7,25,252
332,8,423,251
332,9,111,236
332,10,318,236
333,1,50,473
333,2,181,423
333,3,100,417
333,4,294,396
333,5,258,394
333,6,288,383
333,7,1,374
333,8,286,370
333,9,121,366
333,10,174,341
334,1,50,473
334,2,181,423
334,3,100,417
334,4,294,396
334,5,258,394
334,6,288,383
334,7,1,374
334,8,286,370
334,9,121,366
334,10,174,341
335,1,50,473
335,2,181,423
335,3,100,417
335,4,294,396
335,5,258,394
335,6,288,383
335,7,1,374
335,8,286,370
335,9,121,366
335,10,174,341
339,1,50,473
339,2,181,423
339,3,100,417
339,4,294,396
339,5,258,394
339,6,288,383
339,7,1,374
339,8,286,370
339,9,121,366
339,10,174,341
341,1,50,473
341,2,181,423
341,3,100,417
341,4,294,396
341,5,258,394
341,6,288,383
341,7,1,374
341,8,286,370
341,9,121,366
341,10,174,341
344,1,294,396
344,2,288,383
344,3,127,332
344,4,56,329
344,5,300,315
344,6,168,255
344,7,15,252
344,8,257,252
344,9,423,251
344,10,748,250
353,1,50,473
353,2,181,423
353,3,100,417
353,4,294,396
353,5,258,394
353,6,288,383
353,7,1,374
353,8,286,370
353,9,121,366
353,10,174,341
354,1,50,473
354,2,181,423
354,3,100,417
354,4,294,396
354,5,258,394
354,6,288,383
354,7,1,374
354,8,286,370
354,9,121,366
354,10,174,341
356,1,50,473
356,2,181,423
356,3,100,417
356,4,294,396
356,5,258,394
356,6,288,383
356,7,1,374
356,8,286,370
356,9,121,366
356,10,174,341
358,1,50,473
358,2,181,423
358,3,100,417
358,4,294,396
358,5,258,394
358,6,288,383
358,7,1,374
358,8,286,370
358,9,121,366
358,10,174,341
363,1,50,473
363,2,181,423
363,3,100,417
363,4,294,396
363,5,258,394
363,6,288,383
363,7,1,374
363,8,286,370
363,9,121,366
363,10,174,341
365,1,50,473
365,2,181,423
365,3,100,417
365,4,294,396
365,5,258,394
365,6,288,383
365,7,1,374
365,8,286,370
365,9,121,366
365,10,174,341
368,1,50,473
368,2,181,423
368,3,100,417
368,4,294,396
368,5,258,394
368,6,288,383
368,7,1,374
368,8,286,370
368,9,121,366
368,10,174,341
369,1,50,473
369,2,181,423
369,3,100,417
369,4,294,396
369,5,258,394
369,6,288,383
369,7,1,374
369,8,286,370
369,9,121,366
369,10,174,341
377,1,50,473
377,2,181,423
377,3,100,417
377,4,294,396
377,5,258,394
377,6,288,383
377,7,1,374
377,8,286,370
377,9,121,366
377,10,174,341
378,1,127,332
378,2,300,315
378,3,168,255
378,4,748,250
378,5,475,219
378,6,302,215
378,7,328,215
378,8,289,213
378,9,357,211
378,10,269,209
379,1,258,394
379,2,288,383
379,3,121,366
379,4,7,328
379,5,237,321
379,6,117,319
379,7,300,315
379,8,222,310
379,9,168,255
379,10,15,252
381,1,50,473
381,2,181,423
381,3,100,417
381,4,294,396
381,5,258,394
381,6,288,383
381,7,1,374
381,8,286,370
381,9,121,366
381,10,174,341
383,1,50,473
383,2,181,423
383,3,100,417
383,4,294,396
383,5,258,394
383,6,288,383
383,7,1,374
383,8,286,370
383,9,121,366
383,10,174,341
384,1,50,473
384,2,181,423
384,3,100,417
384,4,294,396
384,5,258,394
384,6,288,383
384,7,1,374
384,8,286,370
384,9,121,366
384,10,174,341
392,1,50,473
392,2,181,423
392,3,100,417
392,4,294,396
392,5,258,394
392,6,288,383
392,7,1,374
392,8,286,370
392,9,121,366
392,10,174,341
393,1,286,370
393,2,174,341
393,3,127,332
393,4,300,315
393,5,98,313
393,6,151,270
393,7,195,248
393,8,276,247
393,9,96,240
393,10,176,233
397,1,294,396
397,2,258,394
397,3,1,374
397,4,121,366
397,5,237,321
397,6,300,315
397,7,98,313
397,8,222,310
397,9,405,291
397,10,204,290
401,1,50,473
401,2,181,423
401,3,100,417
401,4,294,396
401,5,258,394
401,6,288,383
401,7,1,374
401,8,286,370
401,9,121,366
401,10,174,341
407,1,294,396
407,2,288,383
407,3,286,370
407,4,7,328
407,5,237,321
407,6,300,315
407,7,79,275
407,8,15,252
407,9,9,250
407,10,748,250
408,1,50,473
408,2,181,423
408,3,100,417
408,4,294,396
408,5,258,394
408,6,288,383
408,7,1,374
408,8,286,370
408,9,121,366
408,10,174,341
411,1,50,473
411,2,181,423
411,3,100,417
411,4,294,396
411,5,258,394
411,6,288,383
411,7,1,374
411,8,286,370
411,9,121,366
411,10,174,341
416,1,50,473
416,2,181,423
416,3,100,417
416,4,258,394
416,5,288,383
416,6,1,374
416,7,286,370
416,8,121,366
416,9,174,341
416,10,127,332
418,1,50,473
418,2,181,423
418,3,100,417
418,4,294,396
418,5,258,394
418,6,288,383
418,7,1,374
418,8,286,370
418,9,121,366
418,10,174,341
420,1,50,473
420,2,181,423
420,3,100,417
420,4,294,396
420,5,258,394
420,6,288,383
420,7,1,374
420,8,286,370
420,9,121,366
420,10,174,341
421,1,50,473
421,2,181,423
421,3,100,417
421,4,294,396
421,5,258,394
421,6,288,383
421,7,1,374
421,8,286,370
421,9,121,366
421,10,174,341
423,1,50,473
423,2,181,423
423,3,100,417
423,4,294,396
423,5,258,394
423,6,288,383
423,7,1,374
423,8,286,370
423,9,121,366
423,10,174,341
425,1,237,321
425,2,204,290
425,3,151,270
425,4,210,268
425,5,69,267
425,6,173,266
425,7,168,255
425,8,15,252
425,9,25,252
425,10,423,251
428,1,50,473
428,2,181,423
428,3,100,417
428,4,258,394
428,5,1,374
428,6,121,366
428,7,174,341
428,8,127,332
428,9,56,329
428,10,7,328
432,1,50,473
432,2,181,423
432,3,100,417
432,4,294,396
432,5,258,394
432,6,288,383
432,7,1,374
432,8,286,370
432,9,121,366
432,10,174,341
440,1,50,473
440,2,181,423
440,3,100,417
440,4,294,396
440,5,258,394
440,6,288,383
440,7,1,374
440,8,286,370
440,9,121,366
440,10,174,341
441,1,50,473
441,2,181,423
441,3,100,417
441,4,294,396
441,5,258,394
441,6,288,383
441,7,1,374
441,8,286,370
441,9,121,366
441,10,174,341
444,1,50,473
444,2,181,423
444,3,100,417
444,4,294,396
444,5,258,394
444,6,288,383
444,7,1,374
444,8,286,370
444,9,121,366
444,10,174,341
445,1,50,473
445,2,181,423
445,3,100,417
445,4,294,396
445,5,258,394
445,6,288,383
445,7,1,374
445,8,286,370
445,9,121,366
445,10,174,341
448,1,50,473
448,2,181,423
448,3,100,417
448,4,294,396
448,5,258,394
448,6,288,383
448,7,1,374
448,8,286,370
448,9,121,366
448,10,174,341
450,1,257,252
450,2,9,250
450,3,276,247
450,4,475,219
450,5,289,213
450,6,268,194
450,7,323,189
450,8,245,183
450,9,8,180
450,10,508,175
455,1,294,396
455,2,151,270
455,3,210,268
455,4,168,255
455,5,748,250
455,6,195,248
455,7,111,236
455,8,202,230
455,9,742,228
455,10,216,226
458,1,294,396
458,2,258,394
458,3,300,315
458,4,222,310
458,5,172,299
458,6,151,270
458,7,210,268
458,8,173,266
458,9,168,255
458,10,15,252
463,1,50,473
463,2,181,423
463,3,294,396
463,4,288,383
463,5,1,374
463,6,174,341
463,7,127,332
463,8,56,329
463,9,300,315
463,10,98,313
466,1,50,473
466,2,181,423
466,3,100,417
466,4,294,396
466,5,258,394
466,6,288,383
466,7,1,374
466,8,286,370
466,9,121,366
466,10,174,341
471,1,50,473
471,2,181,423
471,3,100,417
471,4,294,396
471,5,258,394
471,6,288,383
471,7,1,374
471,8,286,370
471,9,121,366
471,10,174,341
472,1,258,394
472,2,1,374
472,3,286,370
472,4,127,332
472,5,7,328
472,6,237,321
472,7,300,315
472,8,98,313
472,9,172,299
472,10,79,275
475,1,50,473
475,2,181,423
475,3,100,417
475,4,294,396
475,5,258,394
475,6,288,383
475,7,1,374
475,8,286,370
475,9,121,366
475,10,174,341
478,1,50,473
478,2,181,423
478,3,100,417
478,4,294,396
478,5,258,394
478,6,288,383
478,7,1,374
478,8,286,370
478,9,121,366
478,10,174,341
479,1,56,329
479,2,7,328
479,3,237,321
479,4,98,313
479,5,69,267
479,6,25,252
479,7,9,250
479,8,276,247
479,9,64,240
479,10,12,228
480,1,50,473
480,2,181,423
480,3,100,417
480,4,294,396
480,5,258,394
480,6,288,383
480,7,1,374
480,8,286,370
480,9,121,366
480,10,174,341
483,1,100,417
483,2,294,396
483,3,288,383
483,4,174,341
483,5,127,332
483,6,56,329
483,7,7,328
483,8,117,319
483,9,300,315
483,10,98,313
484,1,100,417
484,2,288,383
484,3,286,370
484,4,174,341
484,5,127,332
484,6,56,329
484,7,98,313
484,8,172,299
484,9,204,290
484,10,79,275
485,1,50,473
485,2,181,423
485,3,100,417
485,4,294,396
485,5,258,394
485,6,288,383
485,7,1,374
485,8,286,370
485,9,121,366
485,10,174,341
488,1,50,473
488,2,181,423
488,3,100,417
488,4,294,396
488,5,258,394
488,6,288,383
488,7,1,374
488,8,286,370
488,9,121,366
488,10,174,341
489,1,50,473
489,2,181,423
489,3,100,417
489,4,294,396
489,5,258,394
489,6,288,383
489,7,1,374
489,8,286,370
489,9,121,366
489,10,174,341
491,1,50,473
491,2,181,423
491,3,100,417
491,4,294,396
491,5,258,394
491,6,288,383
491,7,1,374
491,8,286,370
491,9,121,366
491,10,174,341
499,1,294,396
499,2,288,383
499,3,1,374
499,4,286,370
499,5,121,366
499,6,237,321
499,7,222,310
499,8,172,299
499,9,405,291
499,10,204,290
500,1,288,383
500,2,127,332
500,3,222,310
500,4,79,275
500,5,173,266
500,6,748,250
500,7,195,248
500,8,64,240
500,9,96,240
500,10,22,236
503,1,294,396
503,2,258,394
503,3,288,383
503,4,56,329
503,5,7,328
503,6,117,319
503,7,300,315
503,8,222,310
503,9,151,270
503,10,15,252
504,1,1,374
504,2,286,370
504,3,7,328
504,4,222,310
504,5,172,299
504,6,405,291
504,7,79,275
504,8,173,266
504,9,15,252
504,10,748,250
505,1,50,473
505,2,181,423
505,3,100,417
505,4,288,383
505,5,1,374
505,6,286,370
505,7,121,366
505,8,174,341
505,9,127,332
505,10,56,329
506,1,100,417
506,2,288,383
506,3,1,374
506,4,286,370
506,5,121,366
506,6,127,332
506,7,7,328
506,8,237,321
506,9,117,319
506,10,98,313
507,1,50,473
507,2,181,423
507,3,100,417
507,4,294,396
507,5,258,394
507,6,288,383
507,7,1,374
507,8,286,370
507,9,121,366
507,10,174,341
511,1,50,473
511,2,181,423
511,3,100,417
511,4,294,396
511,5,258,394
511,6,288,383
511,7,1,374
511,8,286,370
511,9,121,366
511,10,174,341
514,1,288,383
514,2,286,370
514,3,121,366
514,4,127,332
514,5,56,329
514,6,117,319
514,7,300,315
514,8,151,270
514,9,9,250
514,10,276,247
516,1,50,473
516,2,181,423
516,3,100,417
516,4,294,396
516,5,258,394
516,6,288,383
516,7,1,374
516,8,286,370
516,9,121,366
516,10,174,341
517,1,50,473
517,2,181,423
517,3,100,417
517,4,294,396
517,5,258,394
517,6,288,383
517,7,1,374
517,8,286,370
517,9,121,366
517,10,174,341
530,1,294,396
530,2,258,394
530,3,288,383
530,4,1,374
530,5,286,370
530,6,121,366
530,7,127,332
530,8,7,328
530,9,117,319
530,10,300,315
532,1,50,473
532,2,100,417
532,3,294,396
532,4,258,394
532,5,288,383
532,6,1,374
532,7,286,370
532,8,174,341
532,9,127,332
532,10,56,329
533,1,7,328
533,2,79,275
533,3,173,266
533,4,748,250
533,5,276,247
533,6,183,232
533,7,89,223
533,8,302,215
533,9,269,209
533,10,125,208
547,1,50,473
547,2,181,423
547,3,100,417
547,4,294,396
547,5,258,394
547,6,288,383
547,7,1,374
