false_positive_rate,true_positive_rate
0.236726,0.984733
0.237832,0.984733
0.238938,0.984733
0.240044,0.984733
0.24115,0.984733
0.242257,0.984733
0.243363,0.984733
0.244469,0.984733
0.245575,0.984733
0.246681,0.984733
0.247788,0.984733
0.248894,0.984733
0.25,0.984733
0.251106,0.984733
0.252212,0.984733
0.253319,0.984733
0.254425,0.984733
0.255531,0.984733
0.256637,0.984733
0.257743,0.984733
0.25885,0.984733
0.259956,0.984733
0.261062,0.984733
0.262168,0.984733
0.263274,0.984733
0.264381,0.984733
0.265487,0.984733
0.266593,0.984733
0.267699,0.984733
0.268805,0.984733
0.269912,0.984733
0.271018,0.984733
0.272124,0.984733
0.27323,0.984733
0.274336,0.984733
0.275442,0.984733
0.276549,0.984733
0.277655,0.984733
0.278761,0.984733
0.279867,0.984733
0.280973,0.984733
0.28208,0.984733
0.283186,0.984733
0.284292,0.984733
0.285398,0.984733
0.286504,0.984733
0.287611,0.984733
0.288717,0.984733
0.289823,0.984733
0.290929,0.984733
0.292035,0.984733
0.293142,0.984733
0.294248,0.984733
0.295354,0.984733
0.29646,0.984733
0.297566,0.984733
0.298673,0.984733
0.299779,0.984733
0.300885,0.984733
0.301991,0.984733
0.303097,0.984733
0.304204,0.984733
0.30531,0.984733
0.306416,0.984733
0.307522,0.984733
0.308628,0.984733
0.309735,0.984733
0.310841,0.984733
0.311947,0.984733
0.313053,0.984733
0.314159,0.984733
0.315265,0.984733
0.316372,0.984733
0.317478,0.984733
0.318584,0.984733
0.31969,0.984733
0.320796,0.984733
0.321903,0.984733
0.323009,0.984733
0.324115,0.984733
0.325221,0.984733
0.326327,0.984733
0.327434,0.984733
0.32854,0.984733
0.329646,0.984733
0.330752,0.984733
0.331858,0.984733
0.332965,0.984733
0.332965,0.992366
0.334071,0.992366
0.335177,0.992366
0.336283,0.992366
0.337389,0.992366
0.338496,0.992366
0.339602,0.992366
0.340708,0.992366
0.341814,0.992366
0.34292,0.992366
0.344027,0.992366
0.345133,0.992366
0.346239,0.992366
0.347345,0.992366
0.348451,0.992366
0.349558,0.992366
0.350664,0.992366
0.35177,0.992366
0.352876,0.992366
0.353982,0.992366
0.355088,0.992366
0.356195,0.992366
0.357301,0.992366
0.358407,0.992366
0.359513,0.992366
0.360619,0.992366
0.361726,0.992366
0.362832,0.992366
0.363938,0.992366
0.365044,0.992366
0.36615,0.992366
0.367257,0.992366
0.368363,0.992366
0.369469,0.992366
0.370575,0.992366
0.371681,0.992366
0.372788,0.992366
0.373894,0.992366
0.375,0.992366
0.376106,0.992366
0.377212,0.992366
0.378319,0.992366
0.379425,0.992366
0.380531,0.992366
0.381637,0.992366
0.382743,0.992366
0.38385,0.992366
0.384956,0.992366
0.386062,0.992366
0.387168,0.992366
0.388274,0.992366
0.389381,0.992366
0.390487,0.992366
0.391593,0.992366
0.392699,0.992366
0.393805,0.992366
0.394912,0.992366
0.396018,0.992366
0.397124,0.992366
0.39823,0.992366
0.399336,0.992366
0.400442,0.992366
0.401549,0.992366
0.402655,0.992366
0.403761,0.992366
0.404867,0.992366
0.405973,0.992366
0.40708,0.992366
0.408186,0.992366
0.409292,0.992366
0.410398,0.992366
0.411504,0.992366
0.412611,0.992366
0.413717,0.992366
0.414823,0.992366
0.415929,0.992366
0.417035,0.992366
0.418142,0.992366
0.419248,0.992366
0.420354,0.992366
0.42146,0.992366
0.422566,0.992366
0.423673,0.992366
0.424779,0.992366
0.425885,0.992366
0.426991,0.992366
0.428097,0.992366
0.429204,0.992366
0.43031,0.992366
0.431416,0.992366
0.432522,0.992366
0.433628,0.992366
0.434735,0.992366
0.435841,0.992366
0.436947,0.992366
0.438053,0.992366
0.439159,0.992366
0.440265,0.992366
0.441372,0.992366
0.442478,0.992366
0.443584,0.992366
0.44469,0.992366
0.445796,0.992366
0.446903,0.992366
0.448009,0.992366
0.449115,0.992366
0.450221,0.992366
0.451327,0.992366
0.452434,0.992366
0.45354,0.992366
0.454646,0.992366
0.455752,0.992366
0.456858,0.992366
0.457965,0.992366
0.459071,0.992366
0.460177,0.992366
0.461283,0.992366
0.462389,0.992366
0.463496,0.992366
0.464602,0.992366
0.465708,0.992366
0.466814,0.992366
0.46792,0.992366
0.469027,0.992366
0.470133,0.992366
0.471239,0.992366
0.472345,0.992366
0.473451,0.992366
0.474558,0.992366
0.475664,0.992366
0.47677,0.992366
0.477876,0.992366
0.478982,0.992366
0.480088,0.992366
0.481195,0.992366
0.482301,0.992366
0.483407,0.992366
0.484513,0.992366
0.485619,0.992366
0.486726,0.992366
0.487832,0.992366
0.488938,0.992366
0.490044,0.992366
0.49115,0.992366
0.492257,0.992366
0.493363,0.992366
0.494469,0.992366
0.495575,0.992366
0.496681,0.992366
0.497788,0.992366
0.498894,0.992366
0.5,0.992366
0.501106,0.992366
0.502212,0.992366
0.503319,0.992366
0.504425,0.992366
0.505531,0.992366
0.506637,0.992366
0.507743,0.992366
0.50885,0.992366
0.509956,0.992366
0.511062,0.992366
0.512168,0.992366
0.513274,0.992366
0.514381,0.992366
0.515487,0.992366
0.516593,0.992366
0.517699,0.992366
0.518805,0.992366
0.519912,0.992366
0.521018,0.992366
0.522124,0.992366
0.52323,0.992366
0.524336,0.992366
0.525442,0.992366
0.526549,0.992366
0.527655,0.992366
0.528761,0.992366
0.529867,0.992366
0.530973,0.992366
0.53208,0.992366
0.533186,0.992366
0.534292,0.992366
0.535398,0.992366
0.536504,0.992366
0.537611,0.992366
0.538717,0.992366
0.539823,0.992366
0.540929,0.992366
0.542035,0.992366
0.543142,0.992366
0.544248,0.992366
0.545354,0.992366
0.54646,0.992366
0.547566,0.992366
0.548673,0.992366
0.549779,0.992366
0.550885,0.992366
0.551991,0.992366
0.553097,0.992366
0.554204,0.992366
0.55531,0.992366
0.556416,0.992366
0.557522,0.992366
0.558628,0.992366
0.559735,0.992366
0.560841,0.992366
0.561947,0.992366
0.563053,0.992366
0.564159,0.992366
0.565265,0.992366
0.566372,0.992366
0.567478,0.992366
0.568584,0.992366
0.56969,0.992366
0.570796,0.992366
0.571903,0.992366
0.573009,0.992366
0.574115,0.992366
0.575221,0.992366
0.576327,0.992366
0.577434,0.992366
0.57854,0.992366
0.579646,0.992366
0.580752,0.992366
0.581858,0.992366
0.582965,0.992366
0.584071,0.992366
0.585177,0.992366
0.586283,0.992366
0.587389,0.992366
0.588496,0.992366
0.589602,0.992366
0.590708,0.992366
0.591814,0.992366
0.59292,0.992366
0.594027,0.992366
0.595133,0.992366
0.596239,0.992366
0.597345,0.992366
0.598451,0.992366
0.599558,0.992366
0.600664,0.992366
0.60177,0.992366
0.602876,0.992366
0.603982,0.992366
0.605088,0.992366
0.606195,0.992366
0.607301,0.992366
0.608407,0.992366
0.609513,0.992366
0.610619,0.992366
0.611726,0.992366
0.612832,0.992366
0.613938,0.992366
0.615044,0.992366
0.61615,0.992366
0.617257,0.992366
0.618363,0.992366
0.619469,0.992366
0.620575,0.992366
0.621681,0.992366
0.622788,0.992366
0.623894,0.992366
0.625,0.992366
0.626106,0.992366
0.627212,0.992366
0.628319,0.992366
0.629425,0.992366
0.630531,0.992366
0.631637,0.992366
0.632743,0.992366
0.63385,0.992366
0.634956,0.992366
0.636062,0.992366
0.637168,0.992366
0.638274,0.992366
0.639381,0.992366
0.640487,0.992366
0.641593,0.992366
0.642699,0.992366
0.643805,0.992366
0.644912,0.992366
0.646018,0.992366
0.647124,0.992366
0.64823,0.992366
0.649336,0.992366
0.650442,0.992366
0.651549,0.992366
0.652655,0.992366
0.653761,0.992366
0.654867,0.992366
0.655973,0.992366
0.65708,0.992366
0.658186,0.992366
0.659292,0.992366
0.660398,0.992366
0.661504,0.992366
0.662611,0.992366
0.663717,0.992366
0.664823,0.992366
0.665929,0.992366
0.667035,0.992366
0.668142,0.992366
0.669248,0.992366
0.670354,0.992366
0.67146,0.992366
0.672566,0.992366
0.673673,0.992366
0.674779,0.992366
0.675885,0.992366
0.676991,0.992366
0.678097,0.992366
0.679204,0.992366
0.68031,0.992366
0.681416,0.992366
0.682522,0.992366
0.683628,0.992366
0.684735,0.992366
0.685841,0.992366
0.686947,0.992366
0.688053,0.992366
0.689159,0.992366
0.690265,0.992366
0.692478,0.992366
0.693584,0.992366
0.69469,0.992366
0.695796,0.992366
0.696903,0.992366
0.698009,0.992366
0.699115,0.992366
0.700221,0.992366
0.701327,0.992366
0.702434,0.992366
0.70354,0.992366
0.704646,0.992366
0.705752,0.992366
0.706858,0.992366
0.707965,0.992366
0.709071,0.992366
0.710177,0.992366
0.711283,0.992366
0.712389,0.992366
0.713496,0.992366
0.714602,0.992366
0.715708,0.992366
0.716814,0.992366
0.716814,1
0.71792,1
0.719027,1
0.720133,1
0.721239,1
0.722345,1
0.723451,1
0.724558,1
0.725664,1
0.72677,1
0.727876,1
0.728982,1
0.730088,1
0.731195,1
0.732301,1
0.733407,1
0.734513,1
0.735619,1
0.736726,1
0.737832,1
0.738938,1
0.740044,1
0.74115,1
0.742257,1
0.743363,1
0.744469,1
0.745575,1
0.746681,1
0.747788,1
0.748894,1
0.75,1
0.751106,1
0.752212,1
0.753319,1
0.754425,1
0.755531,1
0.756637,1
0.757743,1
0.75885,1
0.759956,1
0.761062,1
0.762168,1
0.763274,1
0.764381,1
0.765487,1
0.766593,1
0.767699,1
0.768805,1
0.769912,1
0.771018,1
0.772124,1
0.77323,1
0.774336,1
0.775442,1
0.776549,1
0.777655,1
0.778761,1
0.779867,1
0.780973,1
0.78208,1
0.783186,1
0.784292,1
0.785398,1
0.786504,1
0.787611,1
0.788717,1
0.789823,1
0.790929,1
0.792035,1
0.793142,1
0.794248,1
0.795354,1
0.79646,1
0.797566,1
0.798673,1
0.799779,1
0.800885,1
0.801991,1
0.803097,1
0.804204,1
0.80531,1
0.806416,1
0.807522,1
0.808628,1
0.809735,1
0.810841,1
0.811947,1
0.813053,1
0.814159,1
0.815265,1
0.816372,1
0.817478,1
0.818584,1
0.81969,1
0.820796,1
0.821903,1
0.823009,1
0.824115,1
0.825221,1
0.826327,1
0.827434,1
0.82854,1
0.829646,1
0.830752,1
0.831858,1
0.832965,1
0.834071,1
0.835177,1
0.836283,1
0.837389,1
0.838496,1
0.839602,1
0.840708,1
0.841814,1
0.84292,1
0.844027,1
0.845133,1
0.846239,1
0.847345,1
0.848451,1
0.849558,1
0.850664,1
0.85177,1
0.852876,1
0.853982,1
0.855088,1
0.856195,1
0.857301,1
0.858407,1
0.859513,1
0.860619,1
0.861726,1
0.862832,1
0.863938,1
0.865044,1
0.86615,1
0.867257,1
0.868363,1
0.869469,1
0.870575,1
0.871681,1
0.872788,1
0.873894,1
0.875,1
0.876106,1
0.877212,1
0.878319,1
0.879425,1
0.880531,1
0.881637,1
0.882743,1
0.88385,1
0.884956,1
0.886062,1
0.887168,1
0.888274,1
0.889381,1
0.890487,1
0.891593,1
0.892699,1
0.893805,1
0.894912,1
0.896018,1
0.897124,1
0.89823,1
0.899336,1
0.900442,1
0.901549,1
0.902655,1
0.903761,1
0.904867,1
0.905973,1
0.90708,1
0.908186,1
0.909292,1
0.910398,1
0.911504,1
0.912611,1
0.913717,1
0.914823,1
0.915929,1
0.917035,1
0.918142,1
0.919248,1
0.920354,1
0.92146,1
0.922566,1
0.923673,1
0.924779,1
0.925885,1
0.926991,1
0.928097,1
0.929204,1
0.93031,1
0.931416,1
0.932522,1
0.933628,1
0.934735,1
0.935841,1
0.936947,1
0.938053,1
0.939159,1
0.940265,1
0.941372,1
0.942478,1
0.943584,1
0.94469,1
0.945796,1
0.946903,1
0.948009,1
0.949115,1
0.950221,1
0.951327,1
0.952434,1
0.95354,1
0.954646,1
0.955752,1
0.956858,1
0.957965,1
0.959071,1
0.960177,1
0.961283,1
0.962389,1
0.963496,1
0.964602,1
0.965708,1
0.966814,1
0.96792,1
0.969027,1
0.970133,1
0.971239,1
0.972345,1
0.973451,1
0.974558,1
0.975664,1
0.97677,1
0.977876,1
0.978982,1
0.980088,1
0.981195,1
0.982301,1
0.983407,1
0.984513,1
0.985619,1
0.986726,1
0.987832,1
0.988938,1
0.990044,1
0.99115,1
0.992257,1
0.993363,1
0.994469,1
0.995575,1
0.996681,1
0.997788,1
0.998894,1
1,1
1,1
